"opt/step","C4H4-new-1-6.0-1-106192 - _step","C4H4-new-1-6.0-1-106192 - _step__MIN","C4H4-new-1-6.0-1-106192 - _step__MAX","C4H4-new-1-6.0-1-106192 - opt/E_smooth","C4H4-new-1-6.0-1-106192 - opt/E_smooth__MIN","C4H4-new-1-6.0-1-106192 - opt/E_smooth__MAX","C4H4-new-1-3.0-8-106026 - _step","C4H4-new-1-3.0-8-106026 - _step__MIN","C4H4-new-1-3.0-8-106026 - _step__MAX","C4H4-new-1-3.0-8-106026 - opt/E_smooth","C4H4-new-1-3.0-8-106026 - opt/E_smooth__MIN","C4H4-new-1-3.0-8-106026 - opt/E_smooth__MAX","C4H4-new-1-6.0-9-106026 - _step","C4H4-new-1-6.0-9-106026 - _step__MIN","C4H4-new-1-6.0-9-106026 - _step__MAX","C4H4-new-1-6.0-9-106026 - opt/E_smooth","C4H4-new-1-6.0-9-106026 - opt/E_smooth__MIN","C4H4-new-1-6.0-9-106026 - opt/E_smooth__MAX","C4H4-moon-2-5.0-3-104963 - _step","C4H4-moon-2-5.0-3-104963 - _step__MIN","C4H4-moon-2-5.0-3-104963 - _step__MAX","C4H4-moon-2-5.0-3-104963 - opt/E_smooth","C4H4-moon-2-5.0-3-104963 - opt/E_smooth__MIN","C4H4-moon-2-5.0-3-104963 - opt/E_smooth__MAX"
"68","1568","1568","1568","-148.82097625732422","-148.82097625732422","-148.82097625732422","1568","1568","1568","-150.76422119140625","-150.76422119140625","-150.76422119140625","1568","1568","1568","-149.82623291015625","-149.82623291015625","-149.82623291015625","1568","1568","1568","-152.01831563313803","-152.01831563313803","-152.01831563313803"
"69","1569","1569","1569","-148.86882527669272","-148.86882527669272","-148.86882527669272","1569","1569","1569","-150.80012003580728","-150.80012003580728","-150.80012003580728","1569","1569","1569","-149.7896296183268","-149.7896296183268","-149.7896296183268","1569","1569","1569","-152.01478576660156","-152.01478576660156","-152.01478576660156"
"70","1570","1570","1570","-148.88116019112724","-148.88116019112724","-148.88116019112724","1570","1570","1570","-150.80711146763392","-150.80711146763392","-150.80711146763392","1570","1570","1570","-149.79481506347656","-149.79481506347656","-149.79481506347656","1570","1570","1570","-152.00482831682478","-152.00482831682478","-152.00482831682478"
"71","1571","1571","1571","-148.92484828404017","-148.92484828404017","-148.92484828404017","1571","1571","1571","-150.8171648297991","-150.8171648297991","-150.8171648297991","1571","1571","1571","-149.75244794573103","-149.75244794573103","-149.75244794573103","1571","1571","1571","-151.97393362862724","-151.97393362862724","-151.97393362862724"
"72","1572","1572","1572","-149.004634312221","-149.004634312221","-149.004634312221","1572","1572","1572","-150.8328813825335","-150.8328813825335","-150.8328813825335","1572","1572","1572","-149.7816401890346","-149.7816401890346","-149.7816401890346","1572","1572","1572","-151.9836687360491","-151.9836687360491","-151.9836687360491"
"73","1573","1573","1573","-149.0202854701451","-149.0202854701451","-149.0202854701451","1573","1573","1573","-150.82946559361048","-150.82946559361048","-150.82946559361048","1573","1573","1573","-149.77343096051897","-149.77343096051897","-149.77343096051897","1573","1573","1573","-152.00990295410156","-152.00990295410156","-152.00990295410156"
"74","1574","1574","1574","-149.0517098563058","-149.0517098563058","-149.0517098563058","1574","1574","1574","-150.83392116001673","-150.83392116001673","-150.83392116001673","1574","1574","1574","-149.7142072405134","-149.7142072405134","-149.7142072405134","1574","1574","1574","-152.03142438616072","-152.03142438616072","-152.03142438616072"
"75","1575","1575","1575","-149.09468296595983","-149.09468296595983","-149.09468296595983","1575","1575","1575","-150.8438480922154","-150.8438480922154","-150.8438480922154","1575","1575","1575","-149.7469002859933","-149.7469002859933","-149.7469002859933","1575","1575","1575","-152.0503692626953","-152.0503692626953","-152.0503692626953"
"76","1576","1576","1576","-149.10787963867188","-149.10787963867188","-149.10787963867188","1576","1576","1576","-150.86000497000558","-150.86000497000558","-150.86000497000558","1576","1576","1576","-149.77172633579798","-149.77172633579798","-149.77172633579798","1576","1576","1576","-152.06136866978235","-152.06136866978235","-152.06136866978235"
"77","1577","1577","1577","-149.12317766462053","-149.12317766462053","-149.12317766462053","1577","1577","1577","-150.86458260672433","-150.86458260672433","-150.86458260672433","1577","1577","1577","-149.7898886544364","-149.7898886544364","-149.7898886544364","1577","1577","1577","-152.07291957310267","-152.07291957310267","-152.07291957310267"
"78","1578","1578","1578","-149.13371930803572","-149.13371930803572","-149.13371930803572","1578","1578","1578","-150.8876495361328","-150.8876495361328","-150.8876495361328","1578","1578","1578","-149.82432120186942","-149.82432120186942","-149.82432120186942","1578","1578","1578","-152.07955060686385","-152.07955060686385","-152.07955060686385"
"79","1579","1579","1579","-149.1815141950335","-149.1815141950335","-149.1815141950335","1579","1579","1579","-150.8894282749721","-150.8894282749721","-150.8894282749721","1579","1579","1579","-149.86158970424108","-149.86158970424108","-149.86158970424108","1579","1579","1579","-152.0906023297991","-152.0906023297991","-152.0906023297991"
"80","1580","1580","1580","-149.1928596496582","-149.1928596496582","-149.1928596496582","1580","1580","1580","-150.91353034973145","-150.91353034973145","-150.91353034973145","1580","1580","1580","-149.89734649658203","-149.89734649658203","-149.89734649658203","1580","1580","1580","-152.11083602905273","-152.11083602905273","-152.11083602905273"
"81","1581","1581","1581","-149.2445411682129","-149.2445411682129","-149.2445411682129","1581","1581","1581","-150.95040893554688","-150.95040893554688","-150.95040893554688","1581","1581","1581","-149.96827507019043","-149.96827507019043","-149.96827507019043","1581","1581","1581","-152.14434814453125","-152.14434814453125","-152.14434814453125"
"82","1582","1582","1582","-149.30168914794922","-149.30168914794922","-149.30168914794922","1582","1582","1582","-150.98332023620605","-150.98332023620605","-150.98332023620605","1582","1582","1582","-149.99803352355957","-149.99803352355957","-149.99803352355957","1582","1582","1582","-152.16683769226074","-152.16683769226074","-152.16683769226074"
"83","1583","1583","1583","-149.33938026428223","-149.33938026428223","-149.33938026428223","1583","1583","1583","-151.03333473205566","-151.03333473205566","-151.03333473205566","1583","1583","1583","-150.00382804870605","-150.00382804870605","-150.00382804870605","1583","1583","1583","-152.19927215576172","-152.19927215576172","-152.19927215576172"
"84","1584","1584","1584","-149.39654731750488","-149.39654731750488","-149.39654731750488","1584","1584","1584","-151.08292961120605","-151.08292961120605","-151.08292961120605","1584","1584","1584","-150.00060081481934","-150.00060081481934","-150.00060081481934","1584","1584","1584","-152.2446346282959","-152.2446346282959","-152.2446346282959"
"85","1585","1585","1585","-149.46953773498535","-149.46953773498535","-149.46953773498535","1585","1585","1585","-151.13647651672363","-151.13647651672363","-151.13647651672363","1585","1585","1585","-150.01595497131348","-150.01595497131348","-150.01595497131348","1585","1585","1585","-152.29815101623535","-152.29815101623535","-152.29815101623535"
"86","1586","1586","1586","-149.51723670959473","-149.51723670959473","-149.51723670959473","1586","1586","1586","-151.16522789001465","-151.16522789001465","-151.16522789001465","1586","1586","1586","-150.0462703704834","-150.0462703704834","-150.0462703704834","1586","1586","1586","-152.36102867126465","-152.36102867126465","-152.36102867126465"
"87","1587","1587","1587","-149.5091609954834","-149.5091609954834","-149.5091609954834","1587","1587","1587","-151.20329475402832","-151.20329475402832","-151.20329475402832","1587","1587","1587","-150.08581924438477","-150.08581924438477","-150.08581924438477","1587","1587","1587","-152.39930152893066","-152.39930152893066","-152.39930152893066"
"88","1588","1588","1588","-149.55787086486816","-149.55787086486816","-149.55787086486816","1588","1588","1588","-151.2420997619629","-151.2420997619629","-151.2420997619629","1588","1588","1588","-150.124906539917","-150.124906539917","-150.124906539917","1588","1588","1588","-152.42815589904785","-152.42815589904785","-152.42815589904785"
"89","1589","1589","1589","-149.5698947906494","-149.5698947906494","-149.5698947906494","1589","1589","1589","-151.30286598205566","-151.30286598205566","-151.30286598205566","1589","1589","1589","-150.1309814453125","-150.1309814453125","-150.1309814453125","1589","1589","1589","-152.44168281555176","-152.44168281555176","-152.44168281555176"
"90","1590","1590","1590","-149.56238301595053","-149.56238301595053","-149.56238301595053","1590","1590","1590","-151.32257249620227","-151.32257249620227","-151.32257249620227","1590","1590","1590","-150.1361321343316","-150.1361321343316","-150.1361321343316","1590","1590","1590","-152.43303934733072","-152.43303934733072","-152.43303934733072"
"91","1591","1591","1591","-149.5412309434679","-149.5412309434679","-149.5412309434679","1591","1591","1591","-151.3608161078559","-151.3608161078559","-151.3608161078559","1591","1591","1591","-150.17112901475696","-150.17112901475696","-150.17112901475696","1591","1591","1591","-152.43888176812067","-152.43888176812067","-152.43888176812067"
"92","1592","1592","1592","-149.55300564236111","-149.55300564236111","-149.55300564236111","1592","1592","1592","-151.38894992404514","-151.38894992404514","-151.38894992404514","1592","1592","1592","-150.18887668185764","-150.18887668185764","-150.18887668185764","1592","1592","1592","-152.4390903049045","-152.4390903049045","-152.4390903049045"
"93","1593","1593","1593","-149.58401150173611","-149.58401150173611","-149.58401150173611","1593","1593","1593","-151.40770128038196","-151.40770128038196","-151.40770128038196","1593","1593","1593","-150.23044670952692","-150.23044670952692","-150.23044670952692","1593","1593","1593","-152.44056193033853","-152.44056193033853","-152.44056193033853"
"94","1594","1594","1594","-149.5860850016276","-149.5860850016276","-149.5860850016276","1594","1594","1594","-151.44025336371527","-151.44025336371527","-151.44025336371527","1594","1594","1594","-150.25525580512152","-150.25525580512152","-150.25525580512152","1594","1594","1594","-152.44008043077258","-152.44008043077258","-152.44008043077258"
"95","1595","1595","1595","-149.59960089789496","-149.59960089789496","-149.59960089789496","1595","1595","1595","-151.47903103298611","-151.47903103298611","-151.47903103298611","1595","1595","1595","-150.28465949164496","-150.28465949164496","-150.28465949164496","1595","1595","1595","-152.43325466579861","-152.43325466579861","-152.43325466579861"
"96","1596","1596","1596","-149.65728251139322","-149.65728251139322","-149.65728251139322","1596","1596","1596","-151.5261976453993","-151.5261976453993","-151.5261976453993","1596","1596","1596","-150.28226216634116","-150.28226216634116","-150.28226216634116","1596","1596","1596","-152.43661329481336","-152.43661329481336","-152.43661329481336"
"97","1597","1597","1597","-149.6916758219401","-149.6916758219401","-149.6916758219401","1597","1597","1597","-151.5529327392578","-151.5529327392578","-151.5529327392578","1597","1597","1597","-150.25289238823785","-150.25289238823785","-150.25289238823785","1597","1597","1597","-152.4248046875","-152.4248046875","-152.4248046875"
"98","1598","1598","1598","-149.7384270562066","-149.7384270562066","-149.7384270562066","1598","1598","1598","-151.57232157389322","-151.57232157389322","-151.57232157389322","1598","1598","1598","-150.24953884548611","-150.24953884548611","-150.24953884548611","1598","1598","1598","-152.41536458333334","-152.41536458333334","-152.41536458333334"
"99","1599","1599","1599","-149.79617648654514","-149.79617648654514","-149.79617648654514","1599","1599","1599","-151.5930938720703","-151.5930938720703","-151.5930938720703","1599","1599","1599","-150.24393717447916","-150.24393717447916","-150.24393717447916","1599","1599","1599","-152.42792087131076","-152.42792087131076","-152.42792087131076"
"100","1600","1600","1600","-149.80477905273438","-149.80477905273438","-149.80477905273438","1600","1600","1600","-151.6012741088867","-151.6012741088867","-151.6012741088867","1600","1600","1600","-150.26031494140625","-150.26031494140625","-150.26031494140625","1600","1600","1600","-152.4298126220703","-152.4298126220703","-152.4298126220703"
"101","1601","1601","1601","-149.86450805664063","-149.86450805664063","-149.86450805664063","1601","1601","1601","-151.63150024414062","-151.63150024414062","-151.63150024414062","1601","1601","1601","-150.2604751586914","-150.2604751586914","-150.2604751586914","1601","1601","1601","-152.43425903320312","-152.43425903320312","-152.43425903320312"
"102","1602","1602","1602","-149.8976043701172","-149.8976043701172","-149.8976043701172","1602","1602","1602","-151.6507598876953","-151.6507598876953","-151.6507598876953","1602","1602","1602","-150.28372497558593","-150.28372497558593","-150.28372497558593","1602","1602","1602","-152.43841400146485","-152.43841400146485","-152.43841400146485"
"103","1603","1603","1603","-149.9341018676758","-149.9341018676758","-149.9341018676758","1603","1603","1603","-151.66656494140625","-151.66656494140625","-151.66656494140625","1603","1603","1603","-150.28282165527344","-150.28282165527344","-150.28282165527344","1603","1603","1603","-152.4296417236328","-152.4296417236328","-152.4296417236328"
"104","1604","1604","1604","-149.99337768554688","-149.99337768554688","-149.99337768554688","1604","1604","1604","-151.68109283447265","-151.68109283447265","-151.68109283447265","1604","1604","1604","-150.2797866821289","-150.2797866821289","-150.2797866821289","1604","1604","1604","-152.42287902832032","-152.42287902832032","-152.42287902832032"
"105","1605","1605","1605","-150.04839477539062","-150.04839477539062","-150.04839477539062","1605","1605","1605","-151.70323944091797","-151.70323944091797","-151.70323944091797","1605","1605","1605","-150.24779663085937","-150.24779663085937","-150.24779663085937","1605","1605","1605","-152.41941528320314","-152.41941528320314","-152.41941528320314"
"106","1606","1606","1606","-150.0651412963867","-150.0651412963867","-150.0651412963867","1606","1606","1606","-151.72071380615233","-151.72071380615233","-151.72071380615233","1606","1606","1606","-150.25479125976562","-150.25479125976562","-150.25479125976562","1606","1606","1606","-152.4169174194336","-152.4169174194336","-152.4169174194336"
"107","1607","1607","1607","-150.07172546386718","-150.07172546386718","-150.07172546386718","1607","1607","1607","-151.72699127197265","-151.72699127197265","-151.72699127197265","1607","1607","1607","-150.27763671875","-150.27763671875","-150.27763671875","1607","1607","1607","-152.42063903808594","-152.42063903808594","-152.42063903808594"
"108","1608","1608","1608","-150.08495025634767","-150.08495025634767","-150.08495025634767","1608","1608","1608","-151.72625579833985","-151.72625579833985","-151.72625579833985","1608","1608","1608","-150.28910217285156","-150.28910217285156","-150.28910217285156","1608","1608","1608","-152.42703247070312","-152.42703247070312","-152.42703247070312"
"109","1609","1609","1609","-150.08214569091797","-150.08214569091797","-150.08214569091797","1609","1609","1609","-151.74349822998047","-151.74349822998047","-151.74349822998047","1609","1609","1609","-150.29673614501954","-150.29673614501954","-150.29673614501954","1609","1609","1609","-152.41661071777344","-152.41661071777344","-152.41661071777344"
"110","1610","1610","1610","-150.0861247669567","-150.0861247669567","-150.0861247669567","1610","1610","1610","-151.73327081853694","-151.73327081853694","-151.73327081853694","1610","1610","1610","-150.29641446200284","-150.29641446200284","-150.29641446200284","1610","1610","1610","-152.4240459095348","-152.4240459095348","-152.4240459095348"
"111","1611","1611","1611","-150.08777410333806","-150.08777410333806","-150.08777410333806","1611","1611","1611","-151.74387428977272","-151.74387428977272","-151.74387428977272","1611","1611","1611","-150.29593866521662","-150.29593866521662","-150.29593866521662","1611","1611","1611","-152.4204670299183","-152.4204670299183","-152.4204670299183"
"112","1612","1612","1612","-150.09555331143466","-150.09555331143466","-150.09555331143466","1612","1612","1612","-151.75154668634588","-151.75154668634588","-151.75154668634588","1612","1612","1612","-150.33424100008878","-150.33424100008878","-150.33424100008878","1612","1612","1612","-152.42569385875356","-152.42569385875356","-152.42569385875356"
"113","1613","1613","1613","-150.10952758789062","-150.10952758789062","-150.10952758789062","1613","1613","1613","-151.76797346635297","-151.76797346635297","-151.76797346635297","1613","1613","1613","-150.35413707386363","-150.35413707386363","-150.35413707386363","1613","1613","1613","-152.43438720703125","-152.43438720703125","-152.43438720703125"
"114","1614","1614","1614","-150.1102891401811","-150.1102891401811","-150.1102891401811","1614","1614","1614","-151.7898046320135","-151.7898046320135","-151.7898046320135","1614","1614","1614","-150.37990500710228","-150.37990500710228","-150.37990500710228","1614","1614","1614","-152.4634246826172","-152.4634246826172","-152.4634246826172"
"115","1615","1615","1615","-150.1121465509588","-150.1121465509588","-150.1121465509588","1615","1615","1615","-151.81528958407316","-151.81528958407316","-151.81528958407316","1615","1615","1615","-150.39892578125","-150.39892578125","-150.39892578125","1615","1615","1615","-152.50141074440697","-152.50141074440697","-152.50141074440697"
"116","1616","1616","1616","-150.1083526611328","-150.1083526611328","-150.1083526611328","1616","1616","1616","-151.84238503196022","-151.84238503196022","-151.84238503196022","1616","1616","1616","-150.41744578968394","-150.41744578968394","-150.41744578968394","1616","1616","1616","-152.52299360795453","-152.52299360795453","-152.52299360795453"
"117","1617","1617","1617","-150.1267422762784","-150.1267422762784","-150.1267422762784","1617","1617","1617","-151.86395541104403","-151.86395541104403","-151.86395541104403","1617","1617","1617","-150.43913823908025","-150.43913823908025","-150.43913823908025","1617","1617","1617","-152.5447637384588","-152.5447637384588","-152.5447637384588"
"118","1618","1618","1618","-150.1626600785689","-150.1626600785689","-150.1626600785689","1618","1618","1618","-151.90773148970172","-151.90773148970172","-151.90773148970172","1618","1618","1618","-150.4595586603338","-150.4595586603338","-150.4595586603338","1618","1618","1618","-152.57561978426847","-152.57561978426847","-152.57561978426847"
"119","1619","1619","1619","-150.18566755814985","-150.18566755814985","-150.18566755814985","1619","1619","1619","-151.92803261496803","-151.92803261496803","-151.92803261496803","1619","1619","1619","-150.4963711825284","-150.4963711825284","-150.4963711825284","1619","1619","1619","-152.60254599831322","-152.60254599831322","-152.60254599831322"
"120","1620","1620","1620","-150.19764455159506","-150.19764455159506","-150.19764455159506","1620","1620","1620","-151.94036483764648","-151.94036483764648","-151.94036483764648","1620","1620","1620","-150.49956512451172","-150.49956512451172","-150.49956512451172","1620","1620","1620","-152.61369450887045","-152.61369450887045","-152.61369450887045"
"121","1621","1621","1621","-150.2340876261393","-150.2340876261393","-150.2340876261393","1621","1621","1621","-151.97220611572266","-151.97220611572266","-151.97220611572266","1621","1621","1621","-150.5414187113444","-150.5414187113444","-150.5414187113444","1621","1621","1621","-152.64507802327475","-152.64507802327475","-152.64507802327475"
"122","1622","1622","1622","-150.26827494303384","-150.26827494303384","-150.26827494303384","1622","1622","1622","-152.01417922973633","-152.01417922973633","-152.01417922973633","1622","1622","1622","-150.56582641601562","-150.56582641601562","-150.56582641601562","1622","1622","1622","-152.66568501790366","-152.66568501790366","-152.66568501790366"
"123","1623","1623","1623","-150.32361348470053","-150.32361348470053","-150.32361348470053","1623","1623","1623","-152.0510508219401","-152.0510508219401","-152.0510508219401","1623","1623","1623","-150.590700785319","-150.590700785319","-150.590700785319","1623","1623","1623","-152.68522135416666","-152.68522135416666","-152.68522135416666"
"124","1624","1624","1624","-150.3443832397461","-150.3443832397461","-150.3443832397461","1624","1624","1624","-152.09409840901694","-152.09409840901694","-152.09409840901694","1624","1624","1624","-150.59552637736002","-150.59552637736002","-150.59552637736002","1624","1624","1624","-152.70061238606772","-152.70061238606772","-152.70061238606772"
"125","1625","1625","1625","-150.37505594889322","-150.37505594889322","-150.37505594889322","1625","1625","1625","-152.13159306844076","-152.13159306844076","-152.13159306844076","1625","1625","1625","-150.60117721557617","-150.60117721557617","-150.60117721557617","1625","1625","1625","-152.71879196166992","-152.71879196166992","-152.71879196166992"
"126","1626","1626","1626","-150.3960189819336","-150.3960189819336","-150.3960189819336","1626","1626","1626","-152.16733423868814","-152.16733423868814","-152.16733423868814","1626","1626","1626","-150.60356012980142","-150.60356012980142","-150.60356012980142","1626","1626","1626","-152.72174580891928","-152.72174580891928","-152.72174580891928"
