"Step","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MIN","07-02_cumulene_C4H4_0deg_13b1974852bbdb41a3edc82b988422bf_5 - opt/E_smooth__MAX"
"16537","-154.71239719156006","-154.71239719156006","-154.71239719156006"
"16538","-154.71239749812028","-154.71239749812028","-154.71239749812028"
"16539","-154.71239662788474","-154.71239662788474","-154.71239662788474"
"16540","-154.7123984302264","-154.7123984302264","-154.7123984302264"
"16542","-154.7124153196503","-154.7124153196503","-154.7124153196503"
"16543","-154.71241847221097","-154.71241847221097","-154.71241847221097"
"16544","-154.71242407566524","-154.71242407566524","-154.71242407566524"
"16545","-154.71242169395012","-154.71242169395012","-154.71242169395012"
"16546","-154.7124328514455","-154.7124328514455","-154.7124328514455"
"16547","-154.7124346105546","-154.7124346105546","-154.7124346105546"
"16548","-154.7124415876952","-154.7124415876952","-154.7124415876952"
"16549","-154.71243957163756","-154.71243957163756","-154.71243957163756"
"16550","-154.71243770068517","-154.71243770068517","-154.71243770068517"
"16552","-154.71243644640285","-154.71243644640285","-154.71243644640285"
"16558","-154.71245778895505","-154.71245778895505","-154.71245778895505"
"16559","-154.7124617394506","-154.7124617394506","-154.7124617394506"
"16564","-154.71247776914845","-154.71247776914845","-154.71247776914845"
"16569","-154.71245226545446","-154.71245226545446","-154.71245226545446"
"16572","-154.71244229080605","-154.71244229080605","-154.71244229080605"
"16573","-154.7124281663161","-154.7124281663161","-154.7124281663161"
"16574","-154.7124267854302","-154.7124267854302","-154.7124267854302"
"16577","-154.71244316865494","-154.71244316865494","-154.71244316865494"
"16578","-154.71243002064858","-154.71243002064858","-154.71243002064858"
"16582","-154.71243473417692","-154.71243473417692","-154.71243473417692"
"16584","-154.7124550299435","-154.7124550299435","-154.7124550299435"
"16587","-154.71245981063646","-154.71245981063646","-154.71245981063646"
"16589","-154.71245987963616","-154.71245987963616","-154.71245987963616"
"16590","-154.7124631129364","-154.7124631129364","-154.7124631129364"
"16591","-154.71246376308494","-154.71246376308494","-154.71246376308494"
"16592","-154.71246697442464","-154.71246697442464","-154.71246697442464"
"16593","-154.71245913323932","-154.71245913323932","-154.71245913323932"
"16596","-154.71246817621437","-154.71246817621437","-154.71246817621437"
"16597","-154.71247360396956","-154.71247360396956","-154.71247360396956"
"16599","-154.7124644821886","-154.7124644821886","-154.7124644821886"
"16600","-154.71246168567288","-154.71246168567288","-154.71246168567288"
"16601","-154.71246672599545","-154.71246672599545","-154.71246672599545"
"16605","-154.71246233540197","-154.71246233540197","-154.71246233540197"
"16606","-154.7124612820533","-154.7124612820533","-154.7124612820533"
"16608","-154.71245031541395","-154.71245031541395","-154.71245031541395"
"16609","-154.71244686988092","-154.71244686988092","-154.71244686988092"
"16612","-154.7124326153773","-154.7124326153773","-154.7124326153773"
"16614","-154.71241204405047","-154.71241204405047","-154.71241204405047"
"16615","-154.7124024027782","-154.7124024027782","-154.7124024027782"
"16616","-154.71240864009107","-154.71240864009107","-154.71240864009107"
"16617","-154.71240406540576","-154.71240406540576","-154.71240406540576"
"16618","-154.71241095202882","-154.71241095202882","-154.71241095202882"
"16619","-154.71240765628778","-154.71240765628778","-154.71240765628778"
"16620","-154.71240665003197","-154.71240665003197","-154.71240665003197"
"16621","-154.71240163586802","-154.71240163586802","-154.71240163586802"
"16623","-154.71240445756422","-154.71240445756422","-154.71240445756422"
"16624","-154.71240407412813","-154.71240407412813","-154.71240407412813"
"16627","-154.71242811261993","-154.71242811261993","-154.71242811261993"
"16629","-154.7124227740101","-154.7124227740101","-154.7124227740101"
"16630","-154.71242943227637","-154.71242943227637","-154.71242943227637"
"16631","-154.71242401850122","-154.71242401850122","-154.71242401850122"
"16632","-154.7124193023269","-154.7124193023269","-154.7124193023269"
"16634","-154.71241499881782","-154.71241499881782","-154.71241499881782"
"16635","-154.71241787764924","-154.71241787764924","-154.71241787764924"
"16637","-154.7124084256498","-154.7124084256498","-154.7124084256498"
"16643","-154.71241704285376","-154.71241704285376","-154.71241704285376"
"16645","-154.71241482375058","-154.71241482375058","-154.71241482375058"
"16646","-154.71241289921863","-154.71241289921863","-154.71241289921863"
"16647","-154.7124105917441","-154.7124105917441","-154.7124105917441"
"16648","-154.7123958828213","-154.7123958828213","-154.7123958828213"
"16649","-154.71238602450455","-154.71238602450455","-154.71238602450455"
"16650","-154.7123855247375","-154.7123855247375","-154.7123855247375"
"16652","-154.71237684047492","-154.71237684047492","-154.71237684047492"
"16654","-154.7123705210793","-154.7123705210793","-154.7123705210793"
"16655","-154.71235931494613","-154.71235931494613","-154.71235931494613"
"16656","-154.7123493452164","-154.7123493452164","-154.7123493452164"
"16657","-154.71234015069209","-154.71234015069209","-154.71234015069209"
"16658","-154.71234011144116","-154.71234011144116","-154.71234011144116"
"16659","-154.71233022021326","-154.71233022021326","-154.71233022021326"
"16660","-154.71233055095132","-154.71233055095132","-154.71233055095132"
"16663","-154.71233955324462","-154.71233955324462","-154.71233955324462"
"16665","-154.71233467945402","-154.71233467945402","-154.71233467945402"
"16666","-154.71233314965255","-154.71233314965255","-154.71233314965255"
"16669","-154.71231921473014","-154.71231921473014","-154.71231921473014"
"16670","-154.71231955232417","-154.71231955232417","-154.71231955232417"
"16673","-154.71232028733328","-154.71232028733328","-154.71232028733328"
"16674","-154.712328656637","-154.712328656637","-154.712328656637"
"16675","-154.71232549119776","-154.71232549119776","-154.71232549119776"
"16676","-154.71232519719413","-154.71232519719413","-154.71232519719413"
"16677","-154.71232644180955","-154.71232644180955","-154.71232644180955"
"16678","-154.71233132227002","-154.71233132227002","-154.71233132227002"
"16680","-154.71233422765377","-154.71233422765377","-154.71233422765377"
"16681","-154.71233706786484","-154.71233706786484","-154.71233706786484"
"16682","-154.7123344627057","-154.7123344627057","-154.7123344627057"
"16683","-154.7123380668356","-154.7123380668356","-154.7123380668356"
"16685","-154.7123161482413","-154.7123161482413","-154.7123161482413"
"16686","-154.71231128070718","-154.71231128070718","-154.71231128070718"
"16687","-154.7123122894718","-154.7123122894718","-154.7123122894718"
"16688","-154.71232146629168","-154.71232146629168","-154.71232146629168"
"16689","-154.71233266064078","-154.71233266064078","-154.71233266064078"
"16690","-154.71232360291742","-154.71232360291742","-154.71232360291742"
"16692","-154.71230557425196","-154.71230557425196","-154.71230557425196"
"16693","-154.7123066410948","-154.7123066410948","-154.7123066410948"
"16695","-154.71229969193493","-154.71229969193493","-154.71229969193493"
"16696","-154.7122929874638","-154.7122929874638","-154.7122929874638"
"16697","-154.71228768261219","-154.71228768261219","-154.71228768261219"
"16698","-154.71229269383733","-154.71229269383733","-154.71229269383733"
"16699","-154.71229265468713","-154.71229265468713","-154.71229265468713"
"16702","-154.71229079808944","-154.71229079808944","-154.71229079808944"
"16704","-154.71228880270934","-154.71228880270934","-154.71228880270934"
"16706","-154.71229267609425","-154.71229267609425","-154.71229267609425"
"16707","-154.71229562025803","-154.71229562025803","-154.71229562025803"
"16709","-154.71229427044207","-154.71229427044207","-154.71229427044207"
"16710","-154.71229140717276","-154.71229140717276","-154.71229140717276"
"16712","-154.7122983083291","-154.7122983083291","-154.7122983083291"
"16713","-154.71229650972745","-154.71229650972745","-154.71229650972745"
"16716","-154.71228930554582","-154.71228930554582","-154.71228930554582"
"16718","-154.71228130958846","-154.71228130958846","-154.71228130958846"
"16720","-154.71229346125136","-154.71229346125136","-154.71229346125136"
"16722","-154.71230830975287","-154.71230830975287","-154.71230830975287"
"16723","-154.71231575354113","-154.71231575354113","-154.71231575354113"
"16724","-154.7123161345224","-154.7123161345224","-154.7123161345224"
"16726","-154.71232525853586","-154.71232525853586","-154.71232525853586"
"16727","-154.7123451281754","-154.7123451281754","-154.7123451281754"
"16728","-154.71234786342566","-154.71234786342566","-154.71234786342566"
"16730","-154.7123485328445","-154.7123485328445","-154.7123485328445"
"16731","-154.71234636556926","-154.71234636556926","-154.71234636556926"
"16732","-154.71235698717035","-154.71235698717035","-154.71235698717035"
"16733","-154.71233928775604","-154.71233928775604","-154.71233928775604"
"16734","-154.71233344978046","-154.71233344978046","-154.71233344978046"
"16739","-154.71233623209324","-154.71233623209324","-154.71233623209324"
"16740","-154.7123286644821","-154.7123286644821","-154.7123286644821"
"16741","-154.7123272595808","-154.7123272595808","-154.7123272595808"
"16745","-154.71230010791203","-154.71230010791203","-154.71230010791203"
"16746","-154.71228828332613","-154.71228828332613","-154.71228828332613"
"16748","-154.71228047831895","-154.71228047831895","-154.71228047831895"
"16750","-154.71228017593725","-154.71228017593725","-154.71228017593725"
"16752","-154.71228177494135","-154.71228177494135","-154.71228177494135"
"16754","-154.7122931629705","-154.7122931629705","-154.7122931629705"
"16756","-154.71228762495633","-154.71228762495633","-154.71228762495633"
"16758","-154.7122827694439","-154.7122827694439","-154.7122827694439"
"16759","-154.71228387119672","-154.71228387119672","-154.71228387119672"
"16760","-154.71228168628835","-154.71228168628835","-154.71228168628835"
"16761","-154.71228486276678","-154.71228486276678","-154.71228486276678"
"16762","-154.71227838314053","-154.71227838314053","-154.71227838314053"
"16763","-154.71227207890263","-154.71227207890263","-154.71227207890263"
"16766","-154.71226279306228","-154.71226279306228","-154.71226279306228"
"16767","-154.71225752166708","-154.71225752166708","-154.71225752166708"
"16768","-154.71225870066675","-154.71225870066675","-154.71225870066675"
"16769","-154.7122628222937","-154.7122628222937","-154.7122628222937"
"16770","-154.7122651314994","-154.7122651314994","-154.7122651314994"
"16771","-154.71226540415168","-154.71226540415168","-154.71226540415168"
"16774","-154.71227275602516","-154.71227275602516","-154.71227275602516"
"16778","-154.71227290208887","-154.71227290208887","-154.71227290208887"
"16779","-154.71227250284804","-154.71227250284804","-154.71227250284804"
"16780","-154.7122717682196","-154.7122717682196","-154.7122717682196"
"16785","-154.7122738896584","-154.7122738896584","-154.7122738896584"
"16787","-154.7122853726757","-154.7122853726757","-154.7122853726757"
"16788","-154.71229163967834","-154.71229163967834","-154.71229163967834"
"16790","-154.71229870263141","-154.71229870263141","-154.71229870263141"
"16791","-154.71230587980563","-154.71230587980563","-154.71230587980563"
"16792","-154.7123060451335","-154.7123060451335","-154.7123060451335"
"16793","-154.71231029503204","-154.71231029503204","-154.71231029503204"
"16797","-154.712330863763","-154.712330863763","-154.712330863763"
"16798","-154.71234066673264","-154.71234066673264","-154.71234066673264"
"16800","-154.7123639829599","-154.7123639829599","-154.7123639829599"
"16801","-154.7123664904552","-154.7123664904552","-154.7123664904552"
"16802","-154.7123680940859","-154.7123680940859","-154.7123680940859"
"16804","-154.71235160098715","-154.71235160098715","-154.71235160098715"
"16805","-154.71234523505922","-154.71234523505922","-154.71234523505922"
"16806","-154.71236288471587","-154.71236288471587","-154.71236288471587"
"16810","-154.7123968560251","-154.7123968560251","-154.7123968560251"
"16813","-154.71242215783636","-154.71242215783636","-154.71242215783636"
"16815","-154.71242920932005","-154.71242920932005","-154.71242920932005"
"16818","-154.7124174956984","-154.7124174956984","-154.7124174956984"
"16819","-154.71242504253425","-154.71242504253425","-154.71242504253425"
"16820","-154.71242210640554","-154.71242210640554","-154.71242210640554"
"16821","-154.71243047350237","-154.71243047350237","-154.71243047350237"
"16822","-154.7124286292467","-154.7124286292467","-154.7124286292467"
"16825","-154.71244566434515","-154.71244566434515","-154.71244566434515"
"16828","-154.71245835088288","-154.71245835088288","-154.71245835088288"
"16829","-154.71246710624405","-154.71246710624405","-154.71246710624405"
"16830","-154.71247053782955","-154.71247053782955","-154.71247053782955"
"16831","-154.71247216750314","-154.71247216750314","-154.71247216750314"
"16833","-154.71247235181144","-154.71247235181144","-154.71247235181144"
"16835","-154.712468665645","-154.712468665645","-154.712468665645"
"16836","-154.71246593012145","-154.71246593012145","-154.71246593012145"
"16837","-154.7124637475229","-154.7124637475229","-154.7124637475229"
"16838","-154.7124576847491","-154.7124576847491","-154.7124576847491"
"16839","-154.71246445565487","-154.71246445565487","-154.71246445565487"
"16840","-154.7124683132923","-154.7124683132923","-154.7124683132923"
"16842","-154.71246975773929","-154.71246975773929","-154.71246975773929"
"16843","-154.712473305844","-154.712473305844","-154.712473305844"
"16844","-154.71247635954066","-154.71247635954066","-154.71247635954066"
"16846","-154.71248807022502","-154.71248807022502","-154.71248807022502"
"16848","-154.71249157955262","-154.71249157955262","-154.71249157955262"
"16849","-154.71249252959157","-154.71249252959157","-154.71249252959157"
"16850","-154.71249500093006","-154.71249500093006","-154.71249500093006"
"16851","-154.71249411931115","-154.71249411931115","-154.71249411931115"
"16852","-154.71249929276723","-154.71249929276723","-154.71249929276723"
"16854","-154.7124934702071","-154.7124934702071","-154.7124934702071"
"16855","-154.71249485560827","-154.71249485560827","-154.71249485560827"
"16856","-154.71249280172682","-154.71249280172682","-154.71249280172682"
"16858","-154.7125064716642","-154.7125064716642","-154.7125064716642"
"16860","-154.712509668418","-154.712509668418","-154.712509668418"
"16861","-154.71251526459824","-154.71251526459824","-154.71251526459824"
"16864","-154.71253068798086","-154.71253068798086","-154.71253068798086"
"16866","-154.7125360324298","-154.7125360324298","-154.7125360324298"
"16867","-154.71254093150802","-154.71254093150802","-154.71254093150802"
"16869","-154.7125696191933","-154.7125696191933","-154.7125696191933"
"16870","-154.7125644913639","-154.7125644913639","-154.7125644913639"
"16873","-154.7125727545255","-154.7125727545255","-154.7125727545255"
"16874","-154.71257953728463","-154.71257953728463","-154.71257953728463"
"16878","-154.7125905193554","-154.7125905193554","-154.7125905193554"
"16879","-154.71260589425444","-154.71260589425444","-154.71260589425444"
"16880","-154.71260881121773","-154.71260881121773","-154.71260881121773"
"16881","-154.71260657751665","-154.71260657751665","-154.71260657751665"
"16883","-154.7126082213659","-154.7126082213659","-154.7126082213659"
"16884","-154.71259704319093","-154.71259704319093","-154.71259704319093"
"16885","-154.71258866922938","-154.71258866922938","-154.71258866922938"
"16886","-154.71259328167702","-154.71259328167702","-154.71259328167702"
"16887","-154.71257665946004","-154.71257665946004","-154.71257665946004"
"16891","-154.71258453117886","-154.71258453117886","-154.71258453117886"
"16892","-154.71258881214376","-154.71258881214376","-154.71258881214376"
"16893","-154.7125875848694","-154.7125875848694","-154.7125875848694"
"16894","-154.71259063855993","-154.71259063855993","-154.71259063855993"
"16896","-154.71259533505867","-154.71259533505867","-154.71259533505867"
"16899","-154.71258562316314","-154.71258562316314","-154.71258562316314"
"16900","-154.71258866515342","-154.71258866515342","-154.71258866515342"
"16902","-154.71259609174126","-154.71259609174126","-154.71259609174126"
"16908","-154.71256884804254","-154.71256884804254","-154.71256884804254"
"16909","-154.71256752497032","-154.71256752497032","-154.71256752497032"
"16910","-154.71256537440456","-154.71256537440456","-154.71256537440456"
"16912","-154.7125543622108","-154.7125543622108","-154.7125543622108"
"16915","-154.71252063073214","-154.71252063073214","-154.71252063073214"
"16916","-154.71252953893094","-154.71252953893094","-154.71252953893094"
"16917","-154.71252674003856","-154.71252674003856","-154.71252674003856"
"16918","-154.712520736897","-154.712520736897","-154.712520736897"
"16919","-154.71253470240478","-154.71253470240478","-154.71253470240478"
"16920","-154.71253355776165","-154.71253355776165","-154.71253355776165"
"16924","-154.71252319876072","-154.71252319876072","-154.71252319876072"
"16925","-154.71251040915624","-154.71251040915624","-154.71251040915624"
"16926","-154.71250180559122","-154.71250180559122","-154.71250180559122"
"16927","-154.71250263508293","-154.71250263508293","-154.71250263508293"
"16929","-154.7124980150071","-154.7124980150071","-154.7124980150071"
"16930","-154.71250435497214","-154.71250435497214","-154.71250435497214"
"16931","-154.7125069382668","-154.7125069382668","-154.7125069382668"
"16934","-154.71250537672302","-154.71250537672302","-154.71250537672302"
"16935","-154.71251436041942","-154.71251436041942","-154.71251436041942"
"16937","-154.71250479837346","-154.71250479837346","-154.71250479837346"
"16941","-154.71249365565754","-154.71249365565754","-154.71249365565754"
"16942","-154.71248724966338","-154.71248724966338","-154.71248724966338"
"16945","-154.7124991657758","-154.7124991657758","-154.7124991657758"
"16947","-154.7124990983443","-154.7124990983443","-154.7124990983443"
"16949","-154.71248642121904","-154.71248642121904","-154.71248642121904"
"16950","-154.71248587719649","-154.71248587719649","-154.71248587719649"
"16956","-154.71247644274015","-154.71247644274015","-154.71247644274015"
"16957","-154.71248522256076","-154.71248522256076","-154.71248522256076"
"16958","-154.71247515272267","-154.71247515272267","-154.71247515272267"
"16960","-154.71247114299373","-154.71247114299373","-154.71247114299373"
"16961","-154.71246445645","-154.71246445645","-154.71246445645"
"16964","-154.71246569754948","-154.71246569754948","-154.71246569754948"
"16968","-154.71245305565236","-154.71245305565236","-154.71245305565236"
"16973","-154.71245329291398","-154.71245329291398","-154.71245329291398"
"16974","-154.71244986040756","-154.71244986040756","-154.71244986040756"
"16975","-154.71245559086645","-154.71245559086645","-154.71245559086645"
"16976","-154.71245349482612","-154.71245349482612","-154.71245349482612"
"16978","-154.71245329291398","-154.71245329291398","-154.71245329291398"
"16981","-154.7124791277446","-154.7124791277446","-154.7124791277446"
"16982","-154.71247885869792","-154.71247885869792","-154.71247885869792"
"16986","-154.71249274342728","-154.71249274342728","-154.71249274342728"
"16987","-154.71249759587593","-154.71249759587593","-154.71249759587593"
"16989","-154.7124827887009","-154.7124827887009","-154.7124827887009"
"16991","-154.7124929554137","-154.7124929554137","-154.7124929554137"
"16992","-154.7124888454315","-154.7124888454315","-154.7124888454315"
"16998","-154.71250858871048","-154.71250858871048","-154.71250858871048"
"17000","-154.7125127444477","-154.7125127444477","-154.7125127444477"
"17001","-154.71251460621193","-154.71251460621193","-154.71251460621193"
"17002","-154.71251643918595","-154.71251643918595","-154.71251643918595"
"17006","-154.71249481776977","-154.71249481776977","-154.71249481776977"
"17012","-154.71252079837205","-154.71252079837205","-154.71252079837205"
"17013","-154.71251793075552","-154.71251793075552","-154.71251793075552"
"17014","-154.71252853805953","-154.71252853805953","-154.71252853805953"
"17015","-154.7125327579635","-154.7125327579635","-154.7125327579635"
"17017","-154.71251756630926","-154.71251756630926","-154.71251756630926"
"17020","-154.71250071118226","-154.71250071118226","-154.71250071118226"
"17021","-154.71249299552574","-154.71249299552574","-154.71249299552574"
"17024","-154.71249127028577","-154.71249127028577","-154.71249127028577"
"17025","-154.71250385495287","-154.71250385495287","-154.71250385495287"
"17026","-154.71250958658342","-154.71250958658342","-154.71250958658342"
"17028","-154.71250775591213","-154.71250775591213","-154.71250775591213"
"17029","-154.71250250351488","-154.71250250351488","-154.71250250351488"
"17030","-154.71250442342046","-154.71250442342046","-154.71250442342046"
"17036","-154.7125265117868","-154.7125265117868","-154.7125265117868"
"17037","-154.71252972063448","-154.71252972063448","-154.71252972063448"
"17038","-154.71252360945593","-154.71252360945593","-154.71252360945593"
"17040","-154.71252730499995","-154.71252730499995","-154.71252730499995"
"17041","-154.7125321296108","-154.7125321296108","-154.7125321296108"
"17043","-154.71253127764578","-154.71253127764578","-154.71253127764578"
"17047","-154.712562618471","-154.712562618471","-154.712562618471"
"17048","-154.71257437367362","-154.71257437367362","-154.71257437367362"
"17049","-154.71257324410203","-154.71257324410203","-154.71257324410203"
"17050","-154.71257559558066","-154.71257559558066","-154.71257559558066"
"17051","-154.7125826844601","-154.7125826844601","-154.7125826844601"
"17053","-154.71259537938994","-154.71259537938994","-154.71259537938994"
"17055","-154.7125869607477","-154.7125869607477","-154.7125869607477"
"17056","-154.7125815268968","-154.7125815268968","-154.7125815268968"
"17057","-154.71258550661858","-154.71258550661858","-154.71258550661858"
"17058","-154.71257050612877","-154.71257050612877","-154.71257050612877"
"17059","-154.71256914766604","-154.71256914766604","-154.71256914766604"
"17060","-154.71256661474854","-154.71256661474854","-154.71256661474854"
"17061","-154.71256670079435","-154.71256670079435","-154.71256670079435"
"17064","-154.71257509504045","-154.71257509504045","-154.71257509504045"
"17065","-154.7125952871222","-154.7125952871222","-154.7125952871222"
"17066","-154.71260314597222","-154.71260314597222","-154.71260314597222"
"17067","-154.7126086720249","-154.7126086720249","-154.7126086720249"
"17069","-154.71261963808448","-154.71261963808448","-154.71261963808448"
"17070","-154.71262493862088","-154.71262493862088","-154.71262493862088"
"17072","-154.7126323243716","-154.7126323243716","-154.7126323243716"
"17074","-154.71265227449783","-154.71265227449783","-154.71265227449783"
"17075","-154.71266798235584","-154.71266798235584","-154.71266798235584"
"17081","-154.71268783015512","-154.71268783015512","-154.71268783015512"
"17083","-154.71269143955578","-154.71269143955578","-154.71269143955578"
"17084","-154.71268843172192","-154.71268843172192","-154.71268843172192"
"17089","-154.71272275922294","-154.71272275922294","-154.71272275922294"
"17091","-154.71272057395493","-154.71272057395493","-154.71272057395493"
"17093","-154.712728885653","-154.712728885653","-154.712728885653"
"17094","-154.71272191947665","-154.71272191947665","-154.71272191947665"
"17095","-154.71272399978685","-154.71272399978685","-154.71272399978685"
"17096","-154.71271644196264","-154.71271644196264","-154.71271644196264"
"17098","-154.71273137629964","-154.71273137629964","-154.71273137629964"
"17099","-154.71273187252044","-154.71273187252044","-154.71273187252044"
"17100","-154.71272429466248","-154.71272429466248","-154.71272429466248"
"17101","-154.712731552124","-154.712731552124","-154.712731552124"
"17102","-154.71273114204408","-154.71273114204408","-154.71273114204408"
"17103","-154.7127264404297","-154.7127264404297","-154.7127264404297"
"17104","-154.712712059021","-154.712712059021","-154.712712059021"
"17106","-154.71268719673157","-154.71268719673157","-154.71268719673157"
"17107","-154.712675075531","-154.712675075531","-154.712675075531"
"17110","-154.71266580327907","-154.71266580327907","-154.71266580327907"
"17113","-154.7126607329007","-154.7126607329007","-154.7126607329007"
"17114","-154.71265092572148","-154.71265092572148","-154.71265092572148"
"17115","-154.71264400637054","-154.71264400637054","-154.71264400637054"
"17118","-154.7126396793935","-154.7126396793935","-154.7126396793935"
"17120","-154.7126438174206","-154.7126438174206","-154.7126438174206"
"17121","-154.71264525567102","-154.71264525567102","-154.71264525567102"
"17125","-154.71264357929968","-154.71264357929968","-154.71264357929968"
"17127","-154.7126594476783","-154.7126594476783","-154.7126594476783"
"17129","-154.71266768666243","-154.71266768666243","-154.71266768666243"
"17134","-154.71266977711164","-154.71266977711164","-154.71266977711164"
"17137","-154.712679829065","-154.712679829065","-154.712679829065"
"17139","-154.7126878344559","-154.7126878344559","-154.7126878344559"
"17142","-154.71269030107226","-154.71269030107226","-154.71269030107226"
"17143","-154.71270175467703","-154.71270175467703","-154.71270175467703"
"17144","-154.71270599745753","-154.71270599745753","-154.71270599745753"
"17145","-154.71270937455859","-154.71270937455859","-154.71270937455859"
"17146","-154.71272455724397","-154.71272455724397","-154.71272455724397"
"17147","-154.71273125436835","-154.71273125436835","-154.71273125436835"
"17148","-154.71273715240403","-154.71273715240403","-154.71273715240403"
"17149","-154.71273916915172","-154.71273916915172","-154.71273916915172"
"17151","-154.71274413111797","-154.71274413111797","-154.71274413111797"
"17153","-154.71273981492467","-154.71273981492467","-154.71273981492467"
"17154","-154.7127314677491","-154.7127314677491","-154.7127314677491"
"17158","-154.71272958535644","-154.71272958535644","-154.71272958535644"
"17159","-154.7127358124635","-154.7127358124635","-154.7127358124635"
"17161","-154.71275241229483","-154.71275241229483","-154.71275241229483"
"17162","-154.71276335757815","-154.71276335757815","-154.71276335757815"
"17163","-154.71276539081654","-154.71276539081654","-154.71276539081654"
"17165","-154.7127761745809","-154.7127761745809","-154.7127761745809"
"17167","-154.7127930865638","-154.7127930865638","-154.7127930865638"
"17170","-154.71279744858614","-154.71279744858614","-154.71279744858614"
"17174","-154.71281928754996","-154.71281928754996","-154.71281928754996"
"17179","-154.71285079262904","-154.71285079262904","-154.71285079262904"
"17180","-154.71285159552275","-154.71285159552275","-154.71285159552275"
"17181","-154.71286696818336","-154.71286696818336","-154.71286696818336"
"17182","-154.71287285154733","-154.71287285154733","-154.71287285154733"
"17186","-154.71286017384696","-154.71286017384696","-154.71286017384696"
"17188","-154.7128508933148","-154.7128508933148","-154.7128508933148"
"17190","-154.712856712365","-154.712856712365","-154.712856712365"
"17192","-154.71286451720243","-154.71286451720243","-154.71286451720243"
"17195","-154.7128657690111","-154.7128657690111","-154.7128657690111"
"17196","-154.7128769309718","-154.7128769309718","-154.7128769309718"
"17197","-154.7128688890494","-154.7128688890494","-154.7128688890494"
"17198","-154.71287330831333","-154.71287330831333","-154.71287330831333"
"17199","-154.71287402905168","-154.71287402905168","-154.71287402905168"
"17200","-154.71287643716943","-154.71287643716943","-154.71287643716943"
"17202","-154.71286503572642","-154.71286503572642","-154.71286503572642"
"17205","-154.71285258227994","-154.71285258227994","-154.71285258227994"
"17206","-154.71284881023146","-154.71284881023146","-154.71284881023146"
"17207","-154.7128509237159","-154.7128509237159","-154.7128509237159"
"17208","-154.7128540512938","-154.7128540512938","-154.7128540512938"
"17210","-154.71285207548326","-154.71285207548326","-154.71285207548326"
"17211","-154.7128459094549","-154.7128459094549","-154.7128459094549"
"17212","-154.71284698922022","-154.71284698922022","-154.71284698922022"
"17214","-154.712849044563","-154.712849044563","-154.712849044563"
"17215","-154.71284536957222","-154.71284536957222","-154.71284536957222"
"17216","-154.71283475187977","-154.71283475187977","-154.71283475187977"
"17217","-154.71283956346565","-154.71283956346565","-154.71283956346565"
"17218","-154.71284412878924","-154.71284412878924","-154.71284412878924"
"17220","-154.7128572014366","-154.7128572014366","-154.7128572014366"
"17221","-154.71286409250263","-154.71286409250263","-154.71286409250263"
"17222","-154.71287297137619","-154.71287297137619","-154.71287297137619"
"17223","-154.7128772498952","-154.7128772498952","-154.7128772498952"
"17224","-154.7128726874037","-154.7128726874037","-154.7128726874037"
"17225","-154.71287199640392","-154.71287199640392","-154.71287199640392"
"17227","-154.7128769091282","-154.7128769091282","-154.7128769091282"
"17228","-154.71287994763395","-154.71287994763395","-154.71287994763395"
"17230","-154.7128730201603","-154.7128730201603","-154.7128730201603"
"17233","-154.7128653954957","-154.7128653954957","-154.7128653954957"
"17234","-154.712862576451","-154.712862576451","-154.712862576451"
"17236","-154.7128593222517","-154.7128593222517","-154.7128593222517"
"17239","-154.71286870645426","-154.71286870645426","-154.71286870645426"
"17240","-154.71288770370768","-154.71288770370768","-154.71288770370768"
"17241","-154.71289936996894","-154.71289936996894","-154.71289936996894"
"17245","-154.7129004477273","-154.7129004477273","-154.7129004477273"
"17246","-154.71289101261485","-154.71289101261485","-154.71289101261485"
"17247","-154.71289410407954","-154.71289410407954","-154.71289410407954"
"17249","-154.71289298850513","-154.71289298850513","-154.71289298850513"
"17252","-154.7128800997424","-154.7128800997424","-154.7128800997424"
"17254","-154.7128873748307","-154.7128873748307","-154.7128873748307"
"17255","-154.71288574029788","-154.71288574029788","-154.71288574029788"
"17256","-154.71288633553237","-154.71288633553237","-154.71288633553237"
"17257","-154.7128923445663","-154.7128923445663","-154.7128923445663"
"17258","-154.71289445150748","-154.71289445150748","-154.71289445150748"
"17260","-154.712889208652","-154.712889208652","-154.712889208652"
"17263","-154.71288929363288","-154.71288929363288","-154.71288929363288"
"17265","-154.7128980088942","-154.7128980088942","-154.7128980088942"
"17267","-154.7129103122371","-154.7129103122371","-154.7129103122371"
"17268","-154.71291770557366","-154.71291770557366","-154.71291770557366"
"17271","-154.71290215637924","-154.71290215637924","-154.71290215637924"
"17273","-154.71291552787218","-154.71291552787218","-154.71291552787218"
"17275","-154.71292565321582","-154.71292565321582","-154.71292565321582"
"17277","-154.7129422236757","-154.7129422236757","-154.7129422236757"
"17278","-154.71294797049237","-154.71294797049237","-154.71294797049237"
"17279","-154.71295049946914","-154.71295049946914","-154.71295049946914"
"17283","-154.71296491964785","-154.71296491964785","-154.71296491964785"
"17284","-154.712966739763","-154.712966739763","-154.712966739763"
"17285","-154.7129654949174","-154.7129654949174","-154.7129654949174"
"17289","-154.712958318194","-154.712958318194","-154.712958318194"
"17290","-154.71295307387976","-154.71295307387976","-154.71295307387976"
