"opt/step","C4H4-new-1-3.0-1-104613 - _step","C4H4-new-1-3.0-1-104613 - _step__MIN","C4H4-new-1-3.0-1-104613 - _step__MAX","C4H4-new-1-3.0-1-104613 - opt/E_smooth","C4H4-new-1-3.0-1-104613 - opt/E_smooth__MIN","C4H4-new-1-3.0-1-104613 - opt/E_smooth__MAX","C4H4-new-1-9.0-3-104613 - _step","C4H4-new-1-9.0-3-104613 - _step__MIN","C4H4-new-1-9.0-3-104613 - _step__MAX","C4H4-new-1-9.0-3-104613 - opt/E_smooth","C4H4-new-1-9.0-3-104613 - opt/E_smooth__MIN","C4H4-new-1-9.0-3-104613 - opt/E_smooth__MAX","C4H4-new-1-6.0-2-104613 - _step","C4H4-new-1-6.0-2-104613 - _step__MIN","C4H4-new-1-6.0-2-104613 - _step__MAX","C4H4-new-1-6.0-2-104613 - opt/E_smooth","C4H4-new-1-6.0-2-104613 - opt/E_smooth__MIN","C4H4-new-1-6.0-2-104613 - opt/E_smooth__MAX"
"107","1607","1607","1607","-152.0047576904297","-152.0047576904297","-152.0047576904297","1607","1607","1607","-151.08409118652344","-151.08409118652344","-151.08409118652344","1607","1607","1607","-150.6659896850586","-150.6659896850586","-150.6659896850586"
"108","1608","1608","1608","-152.05503997802734","-152.05503997802734","-152.05503997802734","1608","1608","1608","-151.06791229248046","-151.06791229248046","-151.06791229248046","1608","1608","1608","-150.6746810913086","-150.6746810913086","-150.6746810913086"
"109","1609","1609","1609","-152.102880859375","-152.102880859375","-152.102880859375","1609","1609","1609","-151.08228759765626","-151.08228759765626","-151.08228759765626","1609","1609","1609","-150.68722076416014","-150.68722076416014","-150.68722076416014"
"110","1610","1610","1610","-152.1191766912287","-152.1191766912287","-152.1191766912287","1610","1610","1610","-151.09043884277344","-151.09043884277344","-151.09043884277344","1610","1610","1610","-150.69138821688566","-150.69138821688566","-150.69138821688566"
"111","1611","1611","1611","-152.15185963023794","-152.15185963023794","-152.15185963023794","1611","1611","1611","-151.1015957919034","-151.1015957919034","-151.1015957919034","1611","1611","1611","-150.69542902166194","-150.69542902166194","-150.69542902166194"
"112","1612","1612","1612","-152.1657146107067","-152.1657146107067","-152.1657146107067","1612","1612","1612","-151.1105721213601","-151.1105721213601","-151.1105721213601","1612","1612","1612","-150.7140489058061","-150.7140489058061","-150.7140489058061"
"113","1613","1613","1613","-152.1957217129794","-152.1957217129794","-152.1957217129794","1613","1613","1613","-151.13591558283025","-151.13591558283025","-151.13591558283025","1613","1613","1613","-150.74177273837003","-150.74177273837003","-150.74177273837003"
"114","1614","1614","1614","-152.21478965065697","-152.21478965065697","-152.21478965065697","1614","1614","1614","-151.16723355379972","-151.16723355379972","-151.16723355379972","1614","1614","1614","-150.75760303844106","-150.75760303844106","-150.75760303844106"
"115","1615","1615","1615","-152.23953663219106","-152.23953663219106","-152.23953663219106","1615","1615","1615","-151.2042430530895","-151.2042430530895","-151.2042430530895","1615","1615","1615","-150.7759024880149","-150.7759024880149","-150.7759024880149"
"116","1616","1616","1616","-152.25686506791547","-152.25686506791547","-152.25686506791547","1616","1616","1616","-151.2031111283736","-151.2031111283736","-151.2031111283736","1616","1616","1616","-150.81942332874644","-150.81942332874644","-150.81942332874644"
"117","1617","1617","1617","-152.28053977272728","-152.28053977272728","-152.28053977272728","1617","1617","1617","-151.21542635830966","-151.21542635830966","-151.21542635830966","1617","1617","1617","-150.84130027077416","-150.84130027077416","-150.84130027077416"
"118","1618","1618","1618","-152.29154552112925","-152.29154552112925","-152.29154552112925","1618","1618","1618","-151.2674130526456","-151.2674130526456","-151.2674130526456","1618","1618","1618","-150.88636918501422","-150.88636918501422","-150.88636918501422"
"119","1619","1619","1619","-152.29558216441762","-152.29558216441762","-152.29558216441762","1619","1619","1619","-151.31710121848366","-151.31710121848366","-151.31710121848366","1619","1619","1619","-150.9250252463601","-150.9250252463601","-150.9250252463601"
"120","1620","1620","1620","-152.30454635620117","-152.30454635620117","-152.30454635620117","1620","1620","1620","-151.33491897583008","-151.33491897583008","-151.33491897583008","1620","1620","1620","-150.93749872843424","-150.93749872843424","-150.93749872843424"
"121","1621","1621","1621","-152.3118693033854","-152.3118693033854","-152.3118693033854","1621","1621","1621","-151.36072540283203","-151.36072540283203","-151.36072540283203","1621","1621","1621","-150.97768529256186","-150.97768529256186","-150.97768529256186"
"122","1622","1622","1622","-152.32056045532227","-152.32056045532227","-152.32056045532227","1622","1622","1622","-151.38699849446616","-151.38699849446616","-151.38699849446616","1622","1622","1622","-151.0256665547689","-151.0256665547689","-151.0256665547689"
"123","1623","1623","1623","-152.32797241210938","-152.32797241210938","-152.32797241210938","1623","1623","1623","-151.41349156697592","-151.41349156697592","-151.41349156697592","1623","1623","1623","-151.06316757202148","-151.06316757202148","-151.06316757202148"
"124","1624","1624","1624","-152.35196940104166","-152.35196940104166","-152.35196940104166","1624","1624","1624","-151.42287572224936","-151.42287572224936","-151.42287572224936","1624","1624","1624","-151.1017049153646","-151.1017049153646","-151.1017049153646"
"125","1625","1625","1625","-152.36604817708334","-152.36604817708334","-152.36604817708334","1625","1625","1625","-151.4375139872233","-151.4375139872233","-151.4375139872233","1625","1625","1625","-151.11972427368164","-151.11972427368164","-151.11972427368164"
"126","1626","1626","1626","-152.3931147257487","-152.3931147257487","-152.3931147257487","1626","1626","1626","-151.44577153523764","-151.44577153523764","-151.44577153523764","1626","1626","1626","-151.1336580912272","-151.1336580912272","-151.1336580912272"
"127","1627","1627","1627","-152.4197095235189","-152.4197095235189","-152.4197095235189","1627","1627","1627","-151.45417149861655","-151.45417149861655","-151.45417149861655","1627","1627","1627","-151.14215215047201","-151.14215215047201","-151.14215215047201"
"128","1628","1628","1628","-152.44568506876627","-152.44568506876627","-152.44568506876627","1628","1628","1628","-151.46507263183594","-151.46507263183594","-151.46507263183594","1628","1628","1628","-151.13435999552408","-151.13435999552408","-151.13435999552408"
"129","1629","1629","1629","-152.4637311299642","-152.4637311299642","-152.4637311299642","1629","1629","1629","-151.45992533365884","-151.45992533365884","-151.45992533365884","1629","1629","1629","-151.13018671671549","-151.13018671671549","-151.13018671671549"
"130","1630","1630","1630","-152.4755624624399","-152.4755624624399","-152.4755624624399","1630","1630","1630","-151.4610372690054","-151.4610372690054","-151.4610372690054","1630","1630","1630","-151.12188368577225","-151.12188368577225","-151.12188368577225"
"131","1631","1631","1631","-152.49404789851263","-152.49404789851263","-152.49404789851263","1631","1631","1631","-151.4761728140024","-151.4761728140024","-151.4761728140024","1631","1631","1631","-151.10614131047174","-151.10614131047174","-151.10614131047174"
"132","1632","1632","1632","-152.51858403132513","-152.51858403132513","-152.51858403132513","1632","1632","1632","-151.48055443396936","-151.48055443396936","-151.48055443396936","1632","1632","1632","-151.0943087064303","-151.0943087064303","-151.0943087064303"
"133","1633","1633","1633","-152.53761643629807","-152.53761643629807","-152.53761643629807","1633","1633","1633","-151.48084552471454","-151.48084552471454","-151.48084552471454","1633","1633","1633","-151.09369248610275","-151.09369248610275","-151.09369248610275"
"134","1634","1634","1634","-152.56425241323618","-152.56425241323618","-152.56425241323618","1634","1634","1634","-151.48902540940506","-151.48902540940506","-151.48902540940506","1634","1634","1634","-151.08257939265326","-151.08257939265326","-151.08257939265326"
"135","1635","1635","1635","-152.58489520733173","-152.58489520733173","-152.58489520733173","1635","1635","1635","-151.49807974008414","-151.49807974008414","-151.49807974008414","1635","1635","1635","-151.07452979454627","-151.07452979454627","-151.07452979454627"
"136","1636","1636","1636","-152.60417996920071","-152.60417996920071","-152.60417996920071","1636","1636","1636","-151.5093735914964","-151.5093735914964","-151.5093735914964","1636","1636","1636","-151.07811208871695","-151.07811208871695","-151.07811208871695"
"137","1637","1637","1637","-152.62610567533054","-152.62610567533054","-152.62610567533054","1637","1637","1637","-151.5204080434946","-151.5204080434946","-151.5204080434946","1637","1637","1637","-151.07625286395734","-151.07625286395734","-151.07625286395734"
"138","1638","1638","1638","-152.64159334622897","-152.64159334622897","-152.64159334622897","1638","1638","1638","-151.54102384127103","-151.54102384127103","-151.54102384127103","1638","1638","1638","-151.08574969951923","-151.08574969951923","-151.08574969951923"
"139","1639","1639","1639","-152.65780757023737","-152.65780757023737","-152.65780757023737","1639","1639","1639","-151.56112788273737","-151.56112788273737","-151.56112788273737","1639","1639","1639","-151.09964458759015","-151.09964458759015","-151.09964458759015"
"140","1640","1640","1640","-152.66573006766183","-152.66573006766183","-152.66573006766183","1640","1640","1640","-151.57713644845145","-151.57713644845145","-151.57713644845145","1640","1640","1640","-151.11609758649553","-151.11609758649553","-151.11609758649553"
"141","1641","1641","1641","-152.6757866995675","-152.6757866995675","-152.6757866995675","1641","1641","1641","-151.60369328090124","-151.60369328090124","-151.60369328090124","1641","1641","1641","-151.1374795096261","-151.1374795096261","-151.1374795096261"
"142","1642","1642","1642","-152.69083622523718","-152.69083622523718","-152.69083622523718","1642","1642","1642","-151.6298326764788","-151.6298326764788","-151.6298326764788","1642","1642","1642","-151.1603720528739","-151.1603720528739","-151.1603720528739"
"143","1643","1643","1643","-152.71226065499442","-152.71226065499442","-152.71226065499442","1643","1643","1643","-151.6655262538365","-151.6655262538365","-151.6655262538365","1643","1643","1643","-151.18798065185547","-151.18798065185547","-151.18798065185547"
"144","1644","1644","1644","-152.72953469412667","-152.72953469412667","-152.72953469412667","1644","1644","1644","-151.68859536307198","-151.68859536307198","-151.68859536307198","1644","1644","1644","-151.20975603376115","-151.20975603376115","-151.20975603376115"
"145","1645","1645","1645","-152.75358145577567","-152.75358145577567","-152.75358145577567","1645","1645","1645","-151.6962432861328","-151.6962432861328","-151.6962432861328","1645","1645","1645","-151.25630405970983","-151.25630405970983","-151.25630405970983"
"146","1646","1646","1646","-152.77729143415178","-152.77729143415178","-152.77729143415178","1646","1646","1646","-151.71670968191964","-151.71670968191964","-151.71670968191964","1646","1646","1646","-151.29500797816686","-151.29500797816686","-151.29500797816686"
"147","1647","1647","1647","-152.80324118477958","-152.80324118477958","-152.80324118477958","1647","1647","1647","-151.73043714250838","-151.73043714250838","-151.73043714250838","1647","1647","1647","-151.33233206612724","-151.33233206612724","-151.33233206612724"
"148","1648","1648","1648","-152.8244574410575","-152.8244574410575","-152.8244574410575","1648","1648","1648","-151.73783220563615","-151.73783220563615","-151.73783220563615","1648","1648","1648","-151.36659240722656","-151.36659240722656","-151.36659240722656"
"149","1649","1649","1649","-152.84554508754186","-152.84554508754186","-152.84554508754186","1649","1649","1649","-151.74682944161552","-151.74682944161552","-151.74682944161552","1649","1649","1649","-151.40337916782923","-151.40337916782923","-151.40337916782923"
"150","1650","1650","1650","-152.86000264485676","-152.86000264485676","-152.86000264485676","1650","1650","1650","-151.7570322672526","-151.7570322672526","-151.7570322672526","1650","1650","1650","-151.42324625651042","-151.42324625651042","-151.42324625651042"
"151","1651","1651","1651","-152.8787363688151","-152.8787363688151","-152.8787363688151","1651","1651","1651","-151.77940266927084","-151.77940266927084","-151.77940266927084","1651","1651","1651","-151.45423177083333","-151.45423177083333","-151.45423177083333"
"152","1652","1652","1652","-152.89482930501302","-152.89482930501302","-152.89482930501302","1652","1652","1652","-151.8002156575521","-151.8002156575521","-151.8002156575521","1652","1652","1652","-151.4789591471354","-151.4789591471354","-151.4789591471354"
"153","1653","1653","1653","-152.92064615885417","-152.92064615885417","-152.92064615885417","1653","1653","1653","-151.8231669108073","-151.8231669108073","-151.8231669108073","1653","1653","1653","-151.50135294596353","-151.50135294596353","-151.50135294596353"
"154","1654","1654","1654","-152.93777669270833","-152.93777669270833","-152.93777669270833","1654","1654","1654","-151.8392333984375","-151.8392333984375","-151.8392333984375","1654","1654","1654","-151.51434834798178","-151.51434834798178","-151.51434834798178"
"155","1655","1655","1655","-152.95130310058593","-152.95130310058593","-152.95130310058593","1655","1655","1655","-151.85183919270833","-151.85183919270833","-151.85183919270833","1655","1655","1655","-151.5212178548177","-151.5212178548177","-151.5212178548177"
"156","1656","1656","1656","-152.9717987060547","-152.9717987060547","-152.9717987060547","1656","1656","1656","-151.8753407796224","-151.8753407796224","-151.8753407796224","1656","1656","1656","-151.54283447265624","-151.54283447265624","-151.54283447265624"
"157","1657","1657","1657","-152.9907216389974","-152.9907216389974","-152.9907216389974","1657","1657","1657","-151.89288330078125","-151.89288330078125","-151.89288330078125","1657","1657","1657","-151.57247517903645","-151.57247517903645","-151.57247517903645"
"158","1658","1658","1658","-153.00731913248697","-153.00731913248697","-153.00731913248697","1658","1658","1658","-151.90920918782552","-151.90920918782552","-151.90920918782552","1658","1658","1658","-151.60229085286457","-151.60229085286457","-151.60229085286457"
"159","1659","1659","1659","-153.02707010904948","-153.02707010904948","-153.02707010904948","1659","1659","1659","-151.92599080403645","-151.92599080403645","-151.92599080403645","1659","1659","1659","-151.62820739746093","-151.62820739746093","-151.62820739746093"
"160","1660","1660","1660","-153.03979682922363","-153.03979682922363","-153.03979682922363","1660","1660","1660","-151.93526935577393","-151.93526935577393","-151.93526935577393","1660","1660","1660","-151.6418571472168","-151.6418571472168","-151.6418571472168"
"161","1661","1661","1661","-153.06135654449463","-153.06135654449463","-153.06135654449463","1661","1661","1661","-151.94677829742432","-151.94677829742432","-151.94677829742432","1661","1661","1661","-151.66265487670898","-151.66265487670898","-151.66265487670898"
"162","1662","1662","1662","-153.07494068145752","-153.07494068145752","-153.07494068145752","1662","1662","1662","-151.9711561203003","-151.9711561203003","-151.9711561203003","1662","1662","1662","-151.68334007263184","-151.68334007263184","-151.68334007263184"
"163","1663","1663","1663","-153.08834648132324","-153.08834648132324","-153.08834648132324","1663","1663","1663","-151.99448013305664","-151.99448013305664","-151.99448013305664","1663","1663","1663","-151.69721794128418","-151.69721794128418","-151.69721794128418"
"164","1664","1664","1664","-153.10294723510742","-153.10294723510742","-153.10294723510742","1664","1664","1664","-152.02540111541748","-152.02540111541748","-152.02540111541748","1664","1664","1664","-151.71597957611084","-151.71597957611084","-151.71597957611084"
"165","1665","1665","1665","-153.11508083343506","-153.11508083343506","-153.11508083343506","1665","1665","1665","-152.0551815032959","-152.0551815032959","-152.0551815032959","1665","1665","1665","-151.73077964782715","-151.73077964782715","-151.73077964782715"
"166","1666","1666","1666","-153.12568187713623","-153.12568187713623","-153.12568187713623","1666","1666","1666","-152.07318305969238","-152.07318305969238","-152.07318305969238","1666","1666","1666","-151.7444725036621","-151.7444725036621","-151.7444725036621"
"167","1667","1667","1667","-153.15064907073975","-153.15064907073975","-153.15064907073975","1667","1667","1667","-152.0857400894165","-152.0857400894165","-152.0857400894165","1667","1667","1667","-151.7550859451294","-151.7550859451294","-151.7550859451294"
"168","1668","1668","1668","-153.1680269241333","-153.1680269241333","-153.1680269241333","1668","1668","1668","-152.10787200927734","-152.10787200927734","-152.10787200927734","1668","1668","1668","-151.7752170562744","-151.7752170562744","-151.7752170562744"
