Molecule,16det,16det,1det,1det,baseline,baseline,nojastrow
State,singlet,triplet,singlet,triplet,singlet,triplet,singlet
opt/step,,,,,,,
12714,-61.57286071777344,,-61.568397521972656,-61.487060546875,-61.58382034301758,-61.48992156982422,
12715,-61.586368560791016,,-61.581695556640625,-61.47610092163086,-61.57831954956055,-61.483001708984375,
12716,-61.582515716552734,,-61.573585510253906,-61.47249984741211,-61.57291030883789,-61.48023223876953,
12717,-61.5899658203125,,-61.57884216308594,-61.48858642578125,-61.584293365478516,-61.47416687011719,
12718,-61.59429168701172,,-61.59934997558594,-61.478782653808594,-61.57071304321289,-61.488807678222656,
12719,-61.57854461669922,,-61.58110809326172,-61.468074798583984,-61.59964370727539,-61.47321701049805,
12720,-61.600189208984375,,-61.57540512084961,-61.46180725097656,-61.58525848388672,-61.484954833984375,
12721,-61.5823974609375,,-61.588226318359375,-61.47365951538086,-61.58710479736328,-61.47725296020508,
12722,-61.6103515625,,-61.564456939697266,-61.47437286376953,-61.576412200927734,-61.46713638305664,
12723,-61.58661651611328,,-61.55912399291992,-61.49262237548828,-61.598876953125,-61.47160339355469,
12724,-61.57903289794922,,-61.581642150878906,-61.48365783691406,-61.57691192626953,-61.46207809448242,
12725,-61.575927734375,,-61.58298110961914,-61.46002960205078,-61.58126449584961,-61.47446060180664,
12726,-61.58655548095703,,-61.574546813964844,-61.46087646484375,-61.587886810302734,-61.46379470825195,
12727,-61.573486328125,,-61.56913375854492,-61.470008850097656,-61.58613967895508,-61.4847412109375,
12728,-61.56021499633789,,-61.569297790527344,-61.46844482421875,-61.59093475341797,-61.4780158996582,
12729,-61.583805084228516,,-61.58648681640625,-61.467010498046875,-61.59111404418945,-61.471187591552734,
12730,-61.59348678588867,,-61.57201385498047,-61.487403869628906,-61.592079162597656,-61.46902084350586,
12731,-61.56965637207031,,-61.5651741027832,-61.486541748046875,-61.5811882019043,-61.45566177368164,
12732,-61.5922737121582,,-61.575374603271484,-61.46283721923828,-61.58918762207031,-61.47850036621094,
12733,-61.58489990234375,,-61.568294525146484,-61.472843170166016,-61.59008026123047,-61.47632598876953,
12734,-61.58544158935547,,-61.56647491455078,-61.488704681396484,-61.58948516845703,-61.468849182128906,
12735,-61.5832405090332,,-61.56975173950195,-61.491546630859375,-61.57978820800781,-61.49061584472656,
12736,-61.59888458251953,,-61.56834030151367,-61.4788818359375,-61.57982635498047,-61.46961212158203,
12737,-61.58437728881836,,-61.587158203125,-61.48927307128906,-61.57863235473633,-61.46284866333008,
12738,-61.59343719482422,,-61.576541900634766,-61.469940185546875,-61.57310485839844,-61.48284149169922,
12739,-61.57448959350586,,-61.56826400756836,-61.478729248046875,-61.573055267333984,-61.475467681884766,
12740,-61.588226318359375,,-61.57716369628906,-61.48503875732422,-61.56959533691406,-61.469505310058594,
12741,-61.57263946533203,,-61.56490707397461,-61.47693634033203,-61.58445358276367,-61.49647521972656,
12742,-61.58390808105469,,-61.57307052612305,-61.48485565185547,-61.589054107666016,-61.4786262512207,
12743,-61.584835052490234,,-61.57617950439453,-61.469322204589844,-61.57737731933594,-61.483802795410156,
12744,-61.600494384765625,,-61.547794342041016,-61.467124938964844,-61.571144104003906,-61.47563934326172,
12745,-61.590476989746094,,-61.581661224365234,-61.47262191772461,-61.58586502075195,-61.494056701660156,
12746,-61.58277130126953,,-61.5647087097168,-61.47905731201172,-61.575096130371094,-61.49238967895508,
12747,-61.59516143798828,,-61.57609558105469,-61.473297119140625,-61.59446716308594,-61.47149658203125,
12748,-61.58758544921875,,-61.55629348754883,-61.46320724487305,-61.580810546875,-61.49553680419922,
12749,-61.58735656738281,,-61.581668853759766,-61.455108642578125,-61.58835220336914,-61.479637145996094,
12750,-61.583702087402344,,-61.580501556396484,-61.46208190917969,-61.57342529296875,-61.49517822265625,
12751,-61.58917999267578,,-61.56367492675781,-61.465187072753906,-61.586151123046875,-61.48710250854492,
12752,-61.577415466308594,,-61.556884765625,-61.478668212890625,-61.583431243896484,-61.50879669189453,
12753,-61.59835433959961,,-61.593360900878906,-61.465538024902344,-61.57073974609375,-61.491615295410156,
12754,-61.58991241455078,,-61.57890319824219,-61.48240661621094,-61.58858871459961,-61.466819763183594,
12755,-61.595863342285156,,-61.578189849853516,-61.473114013671875,-61.59577560424805,-61.469764709472656,
12756,-61.57596206665039,,-61.57282257080078,-61.45554733276367,-61.56789016723633,-61.48683547973633,
12757,-61.582557678222656,,-61.576351165771484,-61.47206115722656,-61.56667709350586,-61.471435546875,
12758,-61.5864143371582,,-61.55982971191406,-61.45936584472656,-61.57323455810547,-61.483760833740234,
12759,,,-61.59257507324219,-61.48124694824219,-61.56655502319336,-61.48583984375,
12760,-61.58114242553711,,-61.575828552246094,-61.47245407104492,-61.58732223510742,-61.46534729003906,
12761,-61.46929931640625,,-61.58091354370117,-61.476470947265625,-61.595619201660156,-61.47552490234375,
12762,-61.59153747558594,,-61.593910217285156,-61.492103576660156,-61.58726501464844,-61.47168731689453,
12763,-61.5745849609375,,-61.592262268066406,-61.48179244995117,-61.59303665161133,-61.48373031616211,
12764,-61.57606506347656,,-61.57257843017578,-61.47506332397461,-61.583099365234375,-61.49263000488281,
12765,-61.598297119140625,,-61.55738830566406,-61.48576354980469,-61.572837829589844,-61.471160888671875,
12766,-61.59718704223633,,-61.58553695678711,-61.468570709228516,-61.58570861816406,-61.46895217895508,
12767,-61.58039474487305,,-61.584495544433594,-61.477481842041016,-61.572731018066406,-61.4803466796875,
12768,-61.58760070800781,,-61.57190704345703,-61.47830581665039,-61.565975189208984,,
12769,-61.58252716064453,,-61.56053924560547,-61.47480392456055,-61.562355041503906,-61.49249267578125,
12770,-61.587738037109375,,-61.594322204589844,-61.458885192871094,-61.58229446411133,-61.47079086303711,
12771,-61.58572769165039,,-61.580848693847656,-61.45863342285156,-61.56502151489258,-61.46687316894531,
12772,-61.583621978759766,,-61.58509063720703,-61.457698822021484,-61.60116958618164,-61.46369934082031,
12773,-61.58729553222656,,-61.5916748046875,-61.472347259521484,-61.58495330810547,-61.461544036865234,
12774,-61.59629821777344,,-61.53583526611328,,-61.58003616333008,-61.482425689697266,
12775,-61.57869338989258,,-61.571720123291016,-61.466583251953125,-61.58966827392578,-61.473052978515625,
12776,-61.59146499633789,,-61.60253143310547,-61.476348876953125,-61.59455490112305,-61.476341247558594,
12777,-61.57993698120117,,-61.57780075073242,-61.48502731323242,-61.57609176635742,-61.457054138183594,
12778,-61.58447265625,,-61.6016731262207,-61.46897888183594,-61.57470703125,-61.488521575927734,
12779,-61.577205657958984,,-61.585777282714844,-61.48052215576172,-61.59477996826172,-61.48078918457031,
12780,-61.59251022338867,,-61.56715393066406,-61.44858932495117,-61.56820297241211,-61.49058532714844,
12781,-61.58613586425781,,-61.58735656738281,-61.47669982910156,-61.589576721191406,-61.46974182128906,
12782,-61.59040069580078,,-61.572322845458984,-61.458412170410156,-61.57200241088867,-61.48887252807617,
12783,-61.593204498291016,,-61.573097229003906,-61.46872329711914,-61.58366012573242,-61.48980712890625,
12784,-61.59239196777344,,-61.58279037475586,-61.46596908569336,-61.58711624145508,-61.475738525390625,
12785,-61.583465576171875,,-61.584320068359375,-61.47609329223633,-61.5928955078125,-61.487449645996094,
12786,-61.591522216796875,,-61.578269958496094,-61.484344482421875,-61.583553314208984,-61.453887939453125,
12787,-61.582664489746094,,-61.58670425415039,-61.45744323730469,-61.598182678222656,-61.471153259277344,
12788,-61.5792236328125,,-61.58130645751953,-61.447208404541016,-61.578800201416016,-61.47343063354492,
12789,-61.5938835144043,,-61.597084045410156,-61.46159744262695,-61.58066177368164,-61.47231674194336,
12790,-61.58363723754883,,-61.578453063964844,-61.46326446533203,-61.562652587890625,-61.471893310546875,
12791,-61.59312057495117,,-61.56702423095703,-61.48408126831055,-61.58085250854492,-61.489749908447266,
12792,-61.57102584838867,,-61.58285903930664,-61.483665466308594,-61.67141342163086,-61.469825744628906,
12793,-61.5814323425293,,-61.57759475708008,-61.47405242919922,-61.56854248046875,-61.474510192871094,
12794,-61.595130920410156,,-61.576011657714844,-61.46132278442383,-61.572391510009766,-61.4911994934082,
12795,-61.576900482177734,,-61.57724380493164,-61.460628509521484,-61.58317565917969,-61.4795036315918,
12796,-61.58797836303711,,-61.58058547973633,-61.47172546386719,-61.5889892578125,-61.460208892822266,
12797,-61.591644287109375,,-61.57078170776367,-61.46913146972656,-61.5726318359375,-61.466163635253906,
12798,-61.5951042175293,,-61.56349182128906,-61.45268249511719,-61.56320571899414,-61.49345779418945,
12799,-61.586002349853516,,-61.584312438964844,-61.475013732910156,-61.58953857421875,-61.47803497314453,
12800,-61.578941345214844,,-61.582942962646484,-61.48203659057617,-61.57646560668945,-61.472251892089844,
12801,-61.597957611083984,,-61.596282958984375,-61.48166275024414,-61.558223724365234,-61.4729118347168,
12802,-61.58184814453125,,-61.56768035888672,-61.471954345703125,-61.57987594604492,-61.45996856689453,
12803,-61.59253692626953,,-61.60380554199219,-61.47325134277344,-61.57826614379883,-61.501399993896484,
12804,-61.581642150878906,,-61.571128845214844,-61.471466064453125,-61.58787155151367,-61.49041748046875,
12805,-61.599239349365234,,-61.57293701171875,-61.47285842895508,-61.57843780517578,-61.488441467285156,
12806,-61.5833740234375,,-61.59233856201172,-61.49794387817383,-61.57855987548828,-61.468589782714844,
12807,-61.59174346923828,,-61.57665252685547,-61.481040954589844,-61.5867919921875,-61.4839973449707,
12808,-61.59852600097656,,-61.593238830566406,-61.46990203857422,-61.57590866088867,-61.472530364990234,
12809,-61.582637786865234,,-61.55865478515625,-61.48851013183594,-61.583213806152344,-61.480751037597656,
12810,-61.589569091796875,,-61.57344055175781,-61.4771614074707,-61.58494186401367,-61.5020751953125,
12811,-61.58772659301758,,-61.589111328125,-61.48252868652344,-61.58454513549805,-61.484657287597656,
12812,-61.58589172363281,,-61.58312225341797,-61.47791290283203,-61.57671356201172,-61.48661804199219,
12813,-61.58695983886719,,-61.581451416015625,-61.469093322753906,-61.595115661621094,-61.478214263916016,
12814,-61.58234405517578,,-61.558311462402344,-61.47000503540039,-61.591529846191406,-61.48973846435547,
12815,-61.58757781982422,,-61.556922912597656,-61.48030090332031,-61.58481216430664,-61.48128890991211,
12816,-61.59436798095703,,-61.576934814453125,-61.4775390625,-61.56481170654297,-61.474952697753906,
12817,-61.59355545043945,,-61.57048034667969,-61.49334716796875,-61.57047653198242,-61.49528503417969,
12818,-61.57044219970703,,-61.58407974243164,-61.45875930786133,-61.57854080200195,-61.47541427612305,
12819,-61.57854080200195,,-61.563018798828125,-61.46279525756836,-61.59309768676758,-61.48722839355469,
12820,-61.590248107910156,,-61.58253860473633,-61.46428680419922,-61.578407287597656,-61.49436569213867,
12821,-61.58209228515625,,-61.57057189941406,-61.47206115722656,-61.5921630859375,-61.47931671142578,
12822,-61.58732604980469,,-61.57841873168945,-61.46625518798828,-61.59968566894531,-61.484649658203125,
12823,-61.57493209838867,,-61.567054748535156,-61.47087097167969,-61.59502410888672,-61.494876861572266,
12824,-61.600894927978516,,-61.57731628417969,-61.448829650878906,-61.59064483642578,-61.474647521972656,
12825,-61.579044342041016,,-61.57398986816406,-61.451744079589844,-61.59141540527344,-61.47667694091797,
12826,-61.58168411254883,,-61.58087158203125,-61.47560119628906,-61.57556915283203,-61.47641372680664,
12827,-61.59314727783203,,-61.572532653808594,-61.48255157470703,-61.57121658325195,-61.47795867919922,
12828,-61.585323333740234,,-61.58345031738281,-61.48358154296875,-61.5850715637207,-61.47846984863281,
12829,-61.610816955566406,,-61.58342361450195,-61.47758102416992,-61.58222961425781,-61.50355911254883,
12830,-61.58573913574219,,-61.566925048828125,-61.483062744140625,-61.57624053955078,-61.49152374267578,
12831,-61.582191467285156,,-61.5816650390625,-61.44932556152344,-61.572086334228516,-61.48307800292969,
12832,-61.60481262207031,,-61.592079162597656,-61.47196578979492,-61.57811737060547,-61.49308776855469,
12833,-61.58380889892578,,-61.590606689453125,-61.47865295410156,-61.56564712524414,-61.48805236816406,
12834,-61.588924407958984,,-61.57951354980469,-61.4599609375,-61.5767707824707,-61.501487731933594,
12835,-61.61135482788086,,-61.58866882324219,-61.45183181762695,-61.577919006347656,-61.48436737060547,
12836,-61.59914016723633,,-61.57525634765625,-61.47700881958008,-61.596893310546875,-61.472938537597656,
12837,-61.58450698852539,,-61.595176696777344,-61.441505432128906,-61.58202362060547,-61.478515625,
12838,-61.59126663208008,,-61.58230972290039,-61.4625244140625,-61.57785415649414,-61.499359130859375,
12839,-61.570858001708984,,-61.58218002319336,-61.483333587646484,-61.58848190307617,-61.48811340332031,
12840,-61.5843505859375,,-61.57682418823242,-61.4804801940918,-61.577857971191406,-61.48188781738281,
12841,-61.577911376953125,,-61.55501174926758,-61.4632568359375,-61.58556365966797,-61.47154998779297,
12842,-61.582584381103516,,-61.56507110595703,-61.47179412841797,-61.58088302612305,-61.48957061767578,
12843,-61.59366989135742,,-61.57889938354492,-61.4711799621582,-61.582157135009766,-61.469383239746094,
12844,-61.58213424682617,,-61.56672668457031,-61.471534729003906,-61.58682632446289,-61.45201873779297,
12845,-61.601558685302734,,-61.57332229614258,-61.47713851928711,-61.569332122802734,-61.48283004760742,
12846,-61.57680892944336,,-61.57954025268555,-61.46895217895508,-61.564334869384766,-61.469539642333984,
12847,-61.57117462158203,,-61.578277587890625,-61.48778533935547,-61.59942626953125,-61.486209869384766,
12848,-61.59736251831055,,-61.561607360839844,-61.482662200927734,-61.56716537475586,-61.484039306640625,
12849,-61.57135009765625,,-61.569114685058594,-61.468544006347656,-61.57683181762695,-61.47232437133789,
12850,-61.579566955566406,,-61.587005615234375,-61.47797775268555,-61.58892822265625,-61.460933685302734,
12851,-61.58626937866211,,-61.57849884033203,-61.469139099121094,-61.59129333496094,-61.484397888183594,
12852,-61.57261657714844,,-61.58665466308594,-61.471500396728516,-61.56052017211914,-61.47724533081055,
12853,-61.589805603027344,,-61.59429931640625,-61.48078155517578,-61.5780143737793,-61.4735221862793,
12854,-61.59053039550781,,,-61.491329193115234,-61.586082458496094,-61.484710693359375,
12855,-61.5706901550293,,-61.59003829956055,-61.463199615478516,-61.59540557861328,-61.45512008666992,
12856,-61.59022903442383,,-61.585365295410156,-61.45795440673828,-61.584877014160156,-61.46826171875,
12857,-61.59815216064453,,-61.581085205078125,-61.4773063659668,-61.57747268676758,-61.481788635253906,
12858,-61.58739471435547,,-61.577659606933594,-61.48453140258789,-61.6072998046875,-61.467132568359375,
12859,-61.58489227294922,,-61.577880859375,-61.47425842285156,-61.575462341308594,-61.463462829589844,
12860,-61.58470153808594,,-61.589351654052734,-61.475589752197266,-61.59918975830078,-61.47011947631836,
12861,-61.57566833496094,,-61.57820510864258,-61.47703170776367,-61.58591079711914,-61.4787483215332,
12862,-61.58758544921875,,-61.58910369873047,-61.482627868652344,-61.58027648925781,-61.488922119140625,
12863,-61.603153228759766,,-61.56806182861328,-61.47605895996094,-61.57908248901367,-61.45789337158203,
12864,-61.58153533935547,,-61.57380676269531,-61.467323303222656,-61.571720123291016,-61.46957015991211,
12865,-61.58596420288086,,-61.57286071777344,-61.465370178222656,-61.566463470458984,-61.479652404785156,
12866,-61.59395980834961,,-61.575355529785156,-61.45575714111328,-61.598785400390625,-61.49361801147461,
12867,-61.56965637207031,,-61.57190704345703,-61.472225189208984,-61.570945739746094,-61.47914123535156,
12868,-61.57820510864258,,-61.58488464355469,-61.485984802246094,-61.59729766845703,-61.466758728027344,
12869,-61.580482482910156,,-61.553619384765625,-61.476566314697266,-61.59306716918945,-61.47136306762695,
12870,-61.59688949584961,,-61.57341766357422,-61.4661750793457,-61.565120697021484,-61.49488830566406,
12871,-61.584197998046875,,-61.587852478027344,-61.46238708496094,-61.5793342590332,-61.46781539916992,
12872,-61.58271026611328,,-61.57701110839844,-61.4597282409668,-61.59661102294922,-61.49068069458008,
12873,-61.590858459472656,,-61.57316589355469,-61.466583251953125,-61.557952880859375,-61.46068572998047,
12874,-61.5952262878418,,-61.57957458496094,-61.46401596069336,-61.546329498291016,-61.491668701171875,
12875,-61.586212158203125,,-61.56436538696289,-61.47622299194336,-61.573692321777344,-61.49562072753906,
12876,-61.59178924560547,,-61.5793342590332,-61.47947311401367,-61.59678649902344,-61.46169662475586,
12877,-61.59541702270508,,-61.568572998046875,-61.49018096923828,-61.589141845703125,-61.505428314208984,
12878,-61.583229064941406,,-61.584922790527344,-61.46805191040039,-61.58058166503906,-61.46580505371094,
12879,-61.60809326171875,,-61.59402084350586,-61.465545654296875,-61.577247619628906,-61.495704650878906,
12880,-61.58655548095703,,-61.58032989501953,-61.46760177612305,-61.57292556762695,-61.484580993652344,
12881,-61.585304260253906,,-61.570350646972656,-61.46989059448242,-61.58230972290039,-61.4852294921875,
12882,-61.586036682128906,,-61.56861877441406,-61.459590911865234,-61.57433319091797,-61.48609161376953,
12883,-61.57594299316406,,-61.55363464355469,-61.45885467529297,-61.59539031982422,-61.474143981933594,
12884,-61.58756637573242,,-61.561302185058594,-61.466392517089844,-61.589481353759766,-61.46491622924805,
12885,-61.57666778564453,,-61.572715759277344,-61.465545654296875,-61.600067138671875,-61.46287536621094,
12886,-61.57719421386719,,-61.57831954956055,-61.46896743774414,-61.590911865234375,-61.484092712402344,
12887,-61.59637451171875,,-61.569183349609375,-61.472496032714844,-61.59077453613281,-61.48515319824219,
12888,-61.58369445800781,,-61.56215286254883,-61.47102355957031,-61.56161880493164,-61.48729705810547,
12889,-61.57455825805664,,-61.58311462402344,-61.46479797363281,-61.57244873046875,-61.48106384277344,
12890,-61.6063232421875,,-61.581504821777344,-61.46092987060547,-61.58777618408203,-61.47126007080078,
12891,-61.577362060546875,,-61.57563781738281,-61.47327423095703,-61.60490417480469,-61.48060989379883,
12892,-61.57839584350586,,-61.568885803222656,-61.459346771240234,-61.59966278076172,-61.464595794677734,
12893,-61.60428237915039,,-61.58422088623047,-61.48109817504883,-61.56611633300781,-61.4743537902832,
12894,-61.584922790527344,,-61.56607437133789,-61.50138473510742,-61.58660125732422,-61.47502136230469,
12895,-61.58544158935547,,-61.57960510253906,-61.48469924926758,-61.57670593261719,-61.47883605957031,
12896,-61.583473205566406,,-61.58587646484375,-61.473880767822266,-61.59681701660156,-61.48074722290039,
12897,-61.58050537109375,,-61.56215286254883,-61.47574996948242,-61.58417510986328,-61.48686599731445,
12898,-61.581092834472656,,-61.57472229003906,-61.474918365478516,-61.600547790527344,-61.48459243774414,
12899,-61.58808135986328,,-61.601097106933594,-61.483367919921875,-61.5777473449707,-61.47848129272461,
12900,-61.58145523071289,,-61.56617736816406,-61.48234176635742,-61.57476806640625,-61.480838775634766,
12901,-61.574581146240234,,-61.58110046386719,-61.467567443847656,-61.59157180786133,-61.4916877746582,
12902,-61.58138656616211,,-61.598716735839844,-61.46788787841797,-61.576934814453125,-61.483680725097656,
12903,-61.59088134765625,,-61.58185577392578,-61.485843658447266,-61.59046173095703,-61.47826385498047,
12904,-61.592594146728516,,-61.58689880371094,-61.476768493652344,-61.57272720336914,-61.473365783691406,
12905,-61.571983337402344,,-61.56763458251953,-61.475379943847656,-61.56258010864258,-61.465431213378906,
12906,-61.58492660522461,,-61.580039978027344,-61.467620849609375,-61.565956115722656,-61.456886291503906,
12907,-61.58845520019531,,-61.553611755371094,-61.47606658935547,-61.57501220703125,-61.47425079345703,
12908,-61.603797912597656,,-61.56196975708008,-61.4841194152832,-61.5994873046875,-61.478675842285156,
12909,-61.6031494140625,,-61.584739685058594,-61.45864486694336,-61.59528732299805,-61.48454666137695,
12910,-61.596805572509766,,-61.59130859375,-61.474021911621094,-61.571468353271484,-61.488685607910156,
12911,-61.59656524658203,,-61.57512283325195,-61.476051330566406,-61.5814208984375,-61.474082946777344,
12912,-61.57143020629883,,-61.609439849853516,-61.4759521484375,-61.572052001953125,-61.4669189453125,
12913,-61.59553527832031,,-61.5858039855957,-61.4749755859375,-61.60588073730469,-61.47090530395508,
12914,-61.583343505859375,,-61.587528228759766,-61.50782775878906,-61.58018112182617,-61.48870849609375,
12915,-61.58856201171875,,-61.58414840698242,-61.48626708984375,-61.58484649658203,-61.47101593017578,
12916,-61.582054138183594,,-61.60322570800781,-61.47463607788086,-61.57432556152344,-61.46669387817383,
12917,-61.57665252685547,,-61.60069274902344,-61.475982666015625,-61.58710479736328,-61.489051818847656,
12918,-61.580772399902344,,-61.577720642089844,-61.475746154785156,-61.587928771972656,-61.46637725830078,
12919,-61.58573913574219,,-61.579036712646484,-61.47797775268555,-61.58670425415039,-61.491844177246094,
12920,-61.601070404052734,,-61.56181335449219,-61.47572708129883,-61.588417053222656,-61.48298263549805,
12921,-61.587554931640625,,-61.57376480102539,-61.482696533203125,-61.58861541748047,-61.47132110595703,
12922,-61.58882141113281,,-61.57295608520508,-61.47721481323242,-61.57942199707031,-61.48851013183594,
12923,-61.586822509765625,,-61.57841491699219,-61.46882247924805,-61.58692169189453,-61.48307418823242,
12924,-61.599281311035156,,-61.579933166503906,-61.46796417236328,-61.5931510925293,-61.47279739379883,
12925,-61.60760498046875,,-61.566123962402344,-61.47608184814453,-61.56972885131836,-61.46595001220703,
12926,-61.60417175292969,,-61.573028564453125,-61.48113250732422,-61.58154296875,-61.46649932861328,
12927,-61.59903335571289,,-61.57630157470703,-61.47520065307617,-61.58112335205078,-61.50192642211914,
12928,-61.58768844604492,,-61.566444396972656,-61.480804443359375,-61.592960357666016,-61.49000549316406,
12929,-61.6192626953125,,-61.576072692871094,-61.452274322509766,-61.58067321777344,-61.465049743652344,
12930,-61.57646942138672,,-61.57947540283203,-61.463863372802734,-61.57408142089844,-61.47907257080078,
12931,-61.59518814086914,,-61.595237731933594,-61.471839904785156,-61.57621383666992,-61.47239685058594,
12932,-61.573265075683594,,-61.579986572265625,-61.44999694824219,-61.571044921875,-61.46337890625,
12933,-61.578678131103516,,-61.567039489746094,-61.46553039550781,-61.567623138427734,-61.467193603515625,
12934,-61.56231689453125,,-61.59202194213867,-61.47386169433594,-61.58794403076172,-61.457847595214844,
12935,-61.57595443725586,,-61.58055114746094,-61.452392578125,-61.5794677734375,-61.48670959472656,
12936,-61.594234466552734,,-61.57490158081055,-61.47135925292969,-61.592529296875,-61.4894905090332,
12937,-61.58934020996094,,-61.58770751953125,-61.46408462524414,-61.56514358520508,-61.47776412963867,
12938,-61.5688362121582,,-61.586463928222656,-61.47271728515625,-61.59600067138672,-61.47502517700195,
12939,-61.619468688964844,,-61.56294250488281,-61.47331237792969,-61.5790901184082,-61.49505615234375,
12940,-61.579994201660156,,-61.58208465576172,-61.479270935058594,-61.583763122558594,-61.47109603881836,
12941,-61.58689880371094,,-61.564849853515625,-61.48790740966797,-61.600685119628906,-61.49229049682617,
12942,-61.59239959716797,,-61.55181121826172,-61.44895935058594,-61.59458541870117,-61.48931884765625,
12943,-61.58430480957031,,-61.576393127441406,-61.459903717041016,-61.57119369506836,-61.4680290222168,
12944,-61.59246063232422,,-61.582305908203125,-61.4765739440918,-61.591060638427734,-61.488975524902344,
12945,-61.580894470214844,,-61.59375,-61.478179931640625,-61.59505844116211,-61.48307800292969,
12946,-61.579612731933594,,-61.58763885498047,-61.454994201660156,-61.5841064453125,-61.477935791015625,
12947,-61.58774948120117,,-61.57802200317383,-61.480281829833984,-61.579959869384766,-61.489784240722656,
12948,-61.587154388427734,,-61.56813049316406,-61.460845947265625,-61.59675598144531,-61.469444274902344,
12949,-61.60606384277344,,-61.57655334472656,-61.464332580566406,-61.58683776855469,-61.4738883972168,
12950,-61.588706970214844,,-61.570701599121094,-61.46200180053711,-61.57324981689453,-61.4609375,
12951,-61.59210968017578,,-61.56502151489258,-61.46840286254883,-61.59458541870117,-61.490257263183594,
12952,-61.584815979003906,,-61.56528091430664,-61.465965270996094,-61.583595275878906,-61.46575164794922,
12953,-61.59349060058594,,-61.566226959228516,-61.47468566894531,-61.55620193481445,-61.4930534362793,
12954,-61.578369140625,,-61.56310272216797,-61.45619201660156,-61.582489013671875,-61.467952728271484,
12955,-61.59244155883789,,-61.58909606933594,-61.48346710205078,-61.59792709350586,-61.47250747680664,
12956,-61.58210754394531,,-61.58857727050781,-61.481536865234375,-61.592769622802734,-61.47801971435547,
12957,-61.582908630371094,,-61.57675552368164,-61.466976165771484,-61.57367706298828,-61.47634506225586,
12958,-61.588897705078125,,-61.5920524597168,-61.467342376708984,-61.614341735839844,-61.46821212768555,
12959,-61.591392517089844,,-61.57270812988281,-61.467376708984375,-61.56554412841797,-61.49443435668945,
12960,-61.58051300048828,,-61.58350372314453,-61.4779052734375,-61.57756042480469,-61.4675178527832,
12961,-61.58351135253906,,-61.57218933105469,-61.468467712402344,-61.577247619628906,-61.477027893066406,
12962,-61.58387756347656,,-61.5731201171875,-61.476417541503906,-61.5737419128418,-61.4786376953125,
12963,-61.595497131347656,,-61.5853271484375,-61.47000503540039,-61.57221221923828,-61.481109619140625,
12964,-61.599552154541016,,-61.56974411010742,-61.46550750732422,-61.59027862548828,-61.46358871459961,
12965,-61.59117126464844,,-61.578399658203125,-61.49186706542969,-61.5767936706543,-61.48872756958008,
12966,-61.580223083496094,,-61.572322845458984,-61.470298767089844,-61.58525466918945,-61.46805953979492,
12967,-61.57511901855469,,-61.56852722167969,-61.48341369628906,-61.592308044433594,-61.47174835205078,
12968,-61.586769104003906,,-61.58518981933594,-61.47669982910156,-61.60051727294922,-61.47651672363281,
12969,-61.56441879272461,,-61.56389236450195,-61.46627426147461,-61.57942199707031,-61.47449493408203,
12970,-61.59312057495117,,-61.55754852294922,-61.47694778442383,-61.580482482910156,-61.47898864746094,
12971,-61.57623291015625,,-61.586483001708984,-61.463417053222656,-61.60538864135742,-61.481807708740234,
12972,-61.58042907714844,,-61.578182220458984,-61.45441436767578,-61.58800506591797,-61.472206115722656,
12973,-61.581573486328125,,-61.56842803955078,-61.454254150390625,-61.588623046875,-61.4841423034668,
12974,-61.593055725097656,,-61.57740020751953,-61.47502899169922,-61.57726287841797,-61.48828887939453,
12975,-61.593162536621094,,-61.56333923339844,-61.473480224609375,-61.58635711669922,-61.47842788696289,
12976,-61.588661193847656,,-61.58836364746094,-61.47463607788086,-61.57557678222656,-61.48685073852539,
12977,-61.595088958740234,,-61.57726287841797,-61.479026794433594,-61.582061767578125,-61.478485107421875,
12978,-61.57017517089844,,-61.574398040771484,-61.48253631591797,-61.5821533203125,-61.47231674194336,
12979,-61.60264587402344,,-61.577308654785156,-61.46973419189453,-61.57792282104492,-61.48363494873047,
12980,-61.58777618408203,,-61.59680938720703,-61.48014450073242,-61.5831413269043,-61.4894905090332,
12981,-61.60508346557617,,-61.576866149902344,-61.47564697265625,-61.584068298339844,-61.49075698852539,
12982,-61.58603286743164,,-61.591182708740234,-61.463619232177734,-61.57278060913086,-61.49109649658203,
12983,-61.58043670654297,,-61.58723449707031,-61.47014236450195,-61.58202362060547,-61.46754455566406,
12984,-61.58179473876953,,-61.576927185058594,-61.474002838134766,-61.5894775390625,-61.474510192871094,
12985,-61.58087921142578,,-61.588539123535156,-61.471839904785156,-61.57332992553711,-61.46767044067383,
12986,-61.57364273071289,,-61.5736083984375,-61.46989059448242,-61.58769607543945,-61.48126220703125,
12987,-61.57697296142578,,-61.571197509765625,-61.475364685058594,-61.58403396606445,-61.472007751464844,
12988,-61.583518981933594,,-61.588199615478516,-61.477516174316406,-61.576332092285156,-61.45989227294922,
12989,-61.57142639160156,,-61.58167266845703,-61.47093200683594,-61.58389663696289,-61.48356246948242,
12990,-61.58123779296875,,-61.575435638427734,-61.47499084472656,-61.60038757324219,-61.45583724975586,
12991,-61.585819244384766,,-61.572086334228516,-61.47087860107422,-61.59434127807617,-61.48265838623047,
12992,-61.586002349853516,,-61.57826232910156,-61.437652587890625,-61.573307037353516,-61.4796028137207,
