n_carbon,cutoff,batch_size,opt_batch_size,burnin/t_step,opt/t_step,model
38,3.0,128,16,0.9867334738373756,1.6861759759485722,FiRE
38,3.0,128,32,1.0371555872261524,1.7022830918431282,FiRE
38,3.0,128,64,0.9821384698152542,1.6051070168614388,FiRE
38,3.0,256,8,1.6812162920832634,3.211564615368843,FiRE
38,3.0,256,16,1.787566363811493,3.173669695854187,FiRE
38,3.0,256,32,1.7853292264044285,3.163344945758581,FiRE
38,3.0,256,64,1.7793873846530914,2.989683046936989,FiRE
38,3.0,512,8,3.0588620342314243,6.182447127997875,FiRE
38,3.0,512,16,3.283040452748537,6.072553675621748,FiRE
38,3.0,512,32,3.287327714264393,5.973665051162243,FiRE
38,3.0,512,64,3.2840297296643257,5.719983980059624,FiRE
38,3.0,1024,8,5.852493107318878,12.173944234848022,FiRE
38,3.0,1024,16,6.302969168871641,11.976458624005318,FiRE
38,3.0,1024,32,6.299062956124544,11.689764149487019,FiRE
38,3.0,1024,64,6.247396145015955,11.464565973728895,FiRE
38,4.0,128,4,1.1044236347079277,2.1910581588745117,FiRE
38,4.0,128,8,1.0950985625386238,2.0092576555907726,FiRE
38,4.0,128,16,1.1076377220451832,1.925002809613943,FiRE
38,4.0,128,32,1.065752062946558,1.8429542258381844,FiRE
38,4.0,128,64,1.098313931375742,1.8159692212939262,FiRE
38,4.0,256,4,1.8987940177321434,4.107035659253597,FiRE
38,4.0,256,8,1.8977379016578197,3.7203191369771957,FiRE
38,4.0,256,16,1.9038632772862911,3.5266122855246067,FiRE
38,4.0,256,32,1.9106400720775127,3.4622969552874565,FiRE
38,4.0,256,64,1.8953695558011532,3.358958348631859,FiRE
38,4.0,512,4,3.494893439114094,7.803127016872168,FiRE
38,4.0,512,8,3.4884347207844257,7.131518669426441,FiRE
38,4.0,512,16,3.4896045476198196,6.781245231628418,FiRE
38,4.0,512,32,3.486796550452709,6.557752892374992,FiRE
38,4.0,512,64,3.497462522238493,6.410610109567642,FiRE
38,4.0,1024,4,6.6863841488957405,15.40956263244152,FiRE
38,4.0,1024,8,6.662394754588604,14.076307900249958,FiRE
38,4.0,1024,16,6.634715296328068,13.311087813228369,FiRE
38,4.0,1024,32,6.666428651660681,12.917015045881271,FiRE
38,4.0,1024,64,6.637280069291592,12.575884908437729,FiRE
38,5.0,128,4,1.1549740880727768,2.3508384451270103,FiRE
38,5.0,128,8,1.1634578928351402,2.182433243840933,FiRE
38,5.0,256,4,2.0364172384142876,4.419211279600859,FiRE
38,5.0,256,8,2.037179134786129,4.051729280501604,FiRE
38,5.0,512,4,3.766707707196474,8.551502831280231,FiRE
38,5.0,512,8,3.74834306538105,7.763327702879906,FiRE
38,5.0,1024,4,7.228241890668869,16.876550752669573,FiRE
38,5.0,1024,8,7.294338617473841,15.508165512233973,FiRE
38,7.0,128,4,1.2936074957251549,2.8370304368436337,FiRE
38,7.0,128,8,1.290490373969078,2.557899720966816,FiRE
38,7.0,256,4,2.4290550760924816,5.369985315948725,FiRE
38,7.0,256,8,2.392645787447691,5.058515954762697,FiRE
38,7.0,512,4,4.467579361051321,10.597817119210958,FiRE
38,7.0,512,8,4.244717814028263,9.291461285203695,FiRE
38,7.0,1024,4,8.793033715337515,20.634360801428556,FiRE
38,7.0,1024,8,8.788646019995213,19.468963533639908,FiRE
41,3.0,128,8,1.1118919551372528,2.0298042334616184,FiRE
41,3.0,128,16,1.1189193576574326,1.9304991886019707,FiRE
41,3.0,128,32,1.1195285841822624,1.8353959321975708,FiRE
41,3.0,128,64,1.1058248654007912,1.8657103180885315,FiRE
41,3.0,256,8,1.9267914146184921,3.746255673468113,FiRE
41,3.0,256,16,1.9146490953862667,3.5437121242284775,FiRE
41,3.0,256,32,1.913007140159607,3.3409341536462307,FiRE
41,3.0,256,64,2.0376510210335255,3.5588136315345764,FiRE
41,3.0,512,8,3.752897832542658,7.437229350209236,FiRE
41,3.0,512,16,3.507990922778845,6.524411574006081,FiRE
41,3.0,512,32,3.5092734321951866,6.627053759992123,FiRE
41,3.0,512,64,3.5100718587636948,6.561468135565519,FiRE
41,3.0,1024,8,7.24213383346796,14.107763178646564,FiRE
41,3.0,1024,16,7.233289126306772,13.824723355472088,FiRE
41,3.0,1024,32,7.244415786117315,13.495669234544039,FiRE
41,3.0,1024,64,7.2469664216041565,13.367269895970821,FiRE
41,4.0,128,4,1.241633802652359,2.396833587437868,FiRE
41,4.0,128,8,1.2405830286443233,2.289846632629633,FiRE
41,4.0,128,16,1.2310521714389324,2.1085058115422726,FiRE
41,4.0,128,32,1.2288142293691635,2.1278206557035446,FiRE
41,4.0,128,64,1.2286732606589794,2.009034041315317,FiRE
41,4.0,256,4,2.1514781527221203,4.618084155023098,FiRE
41,4.0,256,8,2.1474638544023037,4.234745658934116,FiRE
41,4.0,256,16,2.147444326430559,4.011020258069038,FiRE
41,4.0,256,32,2.145630970597267,3.9303923547267914,FiRE
41,4.0,256,64,2.1602590680122375,3.7091384530067444,FiRE
41,4.0,512,4,3.974505439400673,8.918220859020948,FiRE
41,4.0,512,8,3.9900933541357517,8.190565880388021,FiRE
41,4.0,512,16,3.9584439545869827,7.409097898751497,FiRE
41,4.0,512,32,3.966129545122385,7.26095275208354,FiRE
41,4.0,512,64,3.9755131117999554,7.071979731321335,FiRE
41,4.0,1024,4,7.698452595621347,17.00139058753848,FiRE
41,4.0,1024,8,7.690112937241793,16.148323372006416,FiRE
41,4.0,1024,16,7.699512381106615,15.276404917240143,FiRE
41,4.0,1024,32,7.685150943696499,14.905527286231518,FiRE
41,4.0,1024,64,7.741983022540808,14.840494859963655,FiRE
41,5.0,128,4,1.2713603079319,2.58821539580822,FiRE
41,5.0,128,8,1.3141140341758728,2.435029499232769,FiRE
41,5.0,256,4,2.281835399568081,4.916172116994858,FiRE
41,5.0,256,8,2.2896449118852615,4.49811103194952,FiRE
41,5.0,512,4,4.248239483684301,9.547110378742218,FiRE
41,5.0,512,8,4.252372190356255,9.088194318115711,FiRE
41,5.0,1024,4,8.301514122635126,19.772630259394646,FiRE
41,5.0,1024,8,8.33187909424305,18.141185496002436,FiRE
41,7.0,128,4,1.4343795627355576,3.042830977588892,FiRE
41,7.0,128,8,1.4337399415671825,2.7932155206799507,FiRE
41,7.0,256,4,2.577752973884344,5.762158043682575,FiRE
41,7.0,256,8,2.5782608427107334,5.450809855014086,FiRE
41,7.0,512,4,4.83059923350811,12.031209908425808,FiRE
41,7.0,512,8,5.072969369590282,11.372766595333815,FiRE
41,7.0,1024,4,9.361870095133781,23.956996019929647,FiRE
41,7.0,1024,8,9.924751777201891,22.571280252188444,FiRE
42,3.0,32,8,0.534050777554512,0.7611834369599819,FiRE
42,3.0,32,16,0.5336803644895554,0.735318087041378,FiRE
42,3.0,32,32,0.5353156365454197,0.7273480705916882,FiRE
42,3.0,64,8,0.7390440888702869,1.1823688708245754,FiRE
42,3.0,64,16,0.7421813011169434,1.1659096851944923,FiRE
42,3.0,64,32,0.7423867844045162,1.1204218119382858,FiRE
42,3.0,64,64,0.7697431929409504,1.1121996864676476,FiRE
42,3.0,128,8,1.1765799447894096,2.1181052289903164,FiRE
42,3.0,128,16,1.1859738640487194,2.0159233696758747,FiRE
42,3.0,128,32,1.2413562200963497,1.979548379778862,FiRE
42,3.0,128,64,1.1844900473952293,1.9622881934046745,FiRE
42,3.0,256,8,2.168857801705599,3.8944535069167614,FiRE
42,3.0,256,16,2.1928996071219444,3.8583074286580086,FiRE
42,3.0,256,32,2.041705798357725,3.627507619559765,FiRE
42,3.0,256,64,2.050202403217554,3.596640296280384,FiRE
42,3.0,512,8,4.020033787935972,7.767967414110899,FiRE
42,3.0,512,16,3.7534134052693844,7.079044923186302,FiRE
42,3.0,512,32,3.7593120746314526,6.912402529269457,FiRE
42,3.0,512,64,3.7486935816705227,6.829074788838625,FiRE
45,3.0,128,8,1.3341294564306736,2.3305238150060177,FiRE
45,3.0,128,16,1.3331469595432281,2.233335118740797,FiRE
45,3.0,128,32,1.3297923803329468,2.1827529668807983,FiRE
45,3.0,128,64,1.3360043354332447,2.172126155346632,FiRE
45,3.0,256,8,2.3055213019251823,4.314553998410702,FiRE
45,3.0,256,16,2.293635342270136,4.098141945898533,FiRE
45,3.0,256,32,2.2829298824071884,3.9703453592956066,FiRE
45,3.0,256,64,2.305650744587183,3.9674800150096416,FiRE
45,3.0,512,8,4.493091110140085,8.52562391012907,FiRE
45,3.0,512,16,4.518218133598566,8.098266385495663,FiRE
45,3.0,512,32,4.23118307441473,7.6362519934773445,FiRE
45,3.0,512,64,4.54700880497694,7.91461768746376,FiRE
45,3.0,1024,8,,,FiRE
45,3.0,1024,16,,,FiRE
45,3.0,1024,32,,,FiRE
45,3.0,1024,64,,,FiRE
45,4.0,128,4,1.4725537560880184,2.8769077733159065,FiRE
45,4.0,128,8,1.4716140404343605,2.6516224294900894,FiRE
45,4.0,128,16,1.479485858231783,2.541394714266062,FiRE
45,4.0,128,32,1.4731268025934696,2.4773275554180145,FiRE
45,4.0,128,64,1.4670054987072945,2.439805392175913,FiRE
45,4.0,256,4,2.5595326386392117,5.3587143458426,FiRE
45,4.0,256,8,2.543305918574333,4.9062504433095455,FiRE
45,4.0,256,16,2.573712956160307,4.685116793960333,FiRE
45,4.0,256,32,2.550009857863188,4.543645713478327,FiRE
45,4.0,256,64,2.554998926818371,4.526740871369839,FiRE
45,4.0,512,4,4.800783704966307,10.410748843103647,FiRE
45,4.0,512,8,4.779900014400482,9.457483846694231,FiRE
45,4.0,512,16,4.79651403054595,9.021681349724531,FiRE
45,4.0,512,32,4.8004024140536785,8.796425871551037,FiRE
45,4.0,512,64,4.818337570875883,8.75800872221589,FiRE
45,4.0,1024,4,,,FiRE
45,4.0,1024,8,,,FiRE
45,4.0,1024,16,,,FiRE
45,4.0,1024,32,,,FiRE
45,4.0,1024,64,,,FiRE
45,5.0,128,4,1.4972910098731518,3.0222122743725777,FiRE
45,5.0,128,8,1.5707618407905102,2.866317082196474,FiRE
45,5.0,256,4,2.733131743967533,5.792732574045658,FiRE
45,5.0,256,8,2.7229856215417385,5.336879283189774,FiRE
45,5.0,512,4,5.119507040828466,11.250722508877516,FiRE
45,5.0,512,8,5.1298767775297165,10.36316654086113,FiRE
45,5.0,1024,4,,,FiRE
45,5.0,1024,8,,,FiRE
45,7.0,128,4,1.711007732897997,3.6036846078932285,FiRE
45,7.0,128,8,1.7070396281778812,3.318567741662264,FiRE
45,7.0,256,4,3.020255886018276,7.010534215718508,FiRE
45,7.0,256,8,2.99662384390831,6.2386039309203625,FiRE
45,7.0,512,4,5.66573341190815,13.272170346230268,FiRE
45,7.0,512,8,5.667834065854549,12.513084027916193,FiRE
45,7.0,1024,4,,,FiRE
45,7.0,1024,8,,,FiRE
48,3.0,32,8,0.6521338671445847,0.9345127046108246,FiRE
48,3.0,32,16,0.6434299349784851,0.8927334994077682,FiRE
48,3.0,32,32,0.6548695974051952,0.8916843943297863,FiRE
48,3.0,64,8,0.9710615389049053,1.5266300924122334,FiRE
48,3.0,64,16,0.922501266002655,1.4183704666793346,FiRE
48,3.0,64,32,0.9250156804919243,1.3443000800907612,FiRE
48,3.0,64,64,0.9264834448695183,1.3890933357179165,FiRE
48,3.0,128,8,1.5161146745085716,2.6139191947877407,FiRE
48,3.0,128,16,1.5048955045640469,2.477228157222271,FiRE
48,3.0,128,32,1.5192160606384277,2.440203368663788,FiRE
48,3.0,128,64,1.5847950614988804,2.490276549011469,FiRE
48,3.0,256,8,2.6884984001517296,4.8574467450380325,FiRE
48,3.0,256,16,2.6881091594696045,4.621379390358925,FiRE
48,3.0,256,32,2.6880459673702717,4.511984318494797,FiRE
48,3.0,256,64,2.8387767523527145,4.630863089114428,FiRE
48,3.0,512,8,5.292258333414793,9.652724042534828,FiRE
48,3.0,512,16,5.301985278725624,9.192066218703985,FiRE
48,3.0,512,32,5.291874814778566,8.968784280121326,FiRE
48,3.0,512,64,4.954268597066402,8.547186587005854,FiRE
49,3.0,128,8,1.556976605206728,2.6579122096300125,FiRE
49,3.0,128,16,1.5515746138989925,2.527320221066475,FiRE
49,3.0,128,32,1.5625486001372337,2.499767579138279,FiRE
49,3.0,128,64,1.5472770147025585,2.4712149649858475,FiRE
49,3.0,256,8,2.7426252514123917,4.9715982265770435,FiRE
49,3.0,256,16,2.720176350325346,4.721190467476845,FiRE
49,3.0,256,32,2.7440672032535076,4.620075095444918,FiRE
49,3.0,256,64,2.7332777567207813,4.570926766842604,FiRE
49,3.0,512,8,5.43673275411129,9.912476100027561,FiRE
49,3.0,512,16,5.106808852404356,9.115728221833706,FiRE
49,3.0,512,32,5.125987749546766,8.886860400438309,FiRE
49,3.0,512,64,5.452906239777803,9.086686350405216,FiRE
49,3.0,1024,8,,,FiRE
49,3.0,1024,16,,,FiRE
49,3.0,1024,32,,,FiRE
49,3.0,1024,64,,,FiRE
49,4.0,128,4,1.7018131650984287,3.3403921090066433,FiRE
49,4.0,128,8,1.6799612380564213,2.949405886232853,FiRE
49,4.0,128,16,1.6998310275375843,2.835044890642166,FiRE
49,4.0,128,32,1.7027380838990211,2.9151937030255795,FiRE
49,4.0,128,64,1.6984048299491405,2.75233019515872,FiRE
49,4.0,256,4,3.0170505978167057,6.329618088901043,FiRE
49,4.0,256,8,3.0225952826440334,5.561862926930189,FiRE
49,4.0,256,16,3.0373114868998528,5.3097794987261295,FiRE
49,4.0,256,32,3.020984422415495,5.190366063266993,FiRE
49,4.0,256,64,3.034725148230791,5.175549510866404,FiRE
49,4.0,512,4,5.76203378289938,11.843341141939163,FiRE
49,4.0,512,8,5.711754370480776,11.358131367713213,FiRE
49,4.0,512,16,5.699858918786049,10.806891337037086,FiRE
49,4.0,512,32,5.713138829916716,10.563943430781364,FiRE
49,4.0,512,64,5.7217967957258224,10.504619922488928,FiRE
49,4.0,1024,4,,,FiRE
49,4.0,1024,8,,,FiRE
49,4.0,1024,16,,,FiRE
49,4.0,1024,32,,,FiRE
49,4.0,1024,64,,,FiRE
49,5.0,128,4,1.7958777099847794,3.488211028277874,FiRE
49,5.0,128,8,1.8010595701634884,3.411901470273733,FiRE
49,5.0,256,4,3.2215321622788906,6.652211282402277,FiRE
49,5.0,256,8,3.217117264866829,6.1279160641133785,FiRE
49,5.0,512,4,6.065760355442762,12.957989864051342,FiRE
49,5.0,512,8,6.050149194896221,11.85622825473547,FiRE
49,5.0,1024,4,,,FiRE
49,5.0,1024,8,,,FiRE
49,7.0,128,4,1.957747995853424,4.006613660603762,FiRE
49,7.0,128,8,1.9704720973968506,3.755912631750107,FiRE
49,7.0,256,4,3.5403639525175095,7.6153867691755295,FiRE
49,7.0,256,8,3.6968972869217396,7.233995426446199,FiRE
49,7.0,512,4,7.023907084017992,15.653447274118662,FiRE
49,7.0,512,8,7.091453127563,14.212567828595638,FiRE
49,7.0,1024,4,,,FiRE
49,7.0,1024,8,,,FiRE
53,3.0,128,8,1.798041507601738,3.111631691455841,FiRE
53,3.0,128,16,1.795432347804308,2.9787918776273727,FiRE
53,3.0,128,32,1.7904269732534885,2.9136389791965485,FiRE
53,3.0,128,64,1.8034299798309803,2.9149359576404095,FiRE
53,3.0,256,8,3.17261615768075,5.78660150244832,FiRE
53,3.0,256,16,3.178092557936907,5.529010631144047,FiRE
53,3.0,256,32,3.178985834121704,5.4280176386237144,FiRE
53,3.0,256,64,3.3776092864573,5.598849091678858,FiRE
53,3.0,512,8,5.9617477133870125,11.403049807995558,FiRE
53,3.0,512,16,5.953868802636862,10.68950517103076,FiRE
53,3.0,512,32,5.937491420656443,10.425619952380657,FiRE
53,3.0,512,64,5.959908898919821,,FiRE
53,3.0,1024,8,,,FiRE
53,3.0,1024,16,,,FiRE
53,3.0,1024,32,,,FiRE
53,3.0,1024,64,,,FiRE
53,4.0,128,4,1.916005715727806,3.707367669790983,FiRE
53,4.0,128,8,1.9502101317048073,3.427973624318838,FiRE
53,4.0,128,16,1.9732043705880642,3.3395965807139874,FiRE
53,4.0,128,32,1.9484769366681576,3.2242914214730263,FiRE
53,4.0,128,64,1.9521232396364212,3.2392619028687477,FiRE
53,4.0,256,4,3.5091959424316883,7.007711119949818,FiRE
53,4.0,256,8,3.5020897202193737,6.516117427498102,FiRE
53,4.0,256,16,3.514903239905834,6.20398710295558,FiRE
53,4.0,256,32,3.500887870788574,6.1059350818395615,FiRE
53,4.0,256,64,3.488739524036646,6.033280324190855,FiRE
53,4.0,512,4,6.652067057788372,13.66090813651681,FiRE
53,4.0,512,8,6.6360276229679585,12.698409866541624,FiRE
53,4.0,512,16,6.632553014904261,12.005990628153086,FiRE
53,4.0,512,32,6.613588556647301,11.790526553988457,FiRE
53,4.0,512,64,6.6298261769115925,,FiRE
53,4.0,1024,4,,,FiRE
53,4.0,1024,8,,,FiRE
53,4.0,1024,16,,,FiRE
53,4.0,1024,32,,,FiRE
53,4.0,1024,64,,,FiRE
53,5.0,128,4,2.0584540963172913,4.0023801773786545,FiRE
53,5.0,128,8,2.0622495971620083,3.759315099567175,FiRE
53,5.0,256,4,3.5984480157494545,7.511996727436781,FiRE
53,5.0,256,8,3.700842097401619,7.060880851000547,FiRE
53,5.0,512,4,6.990937042981386,14.848110683262348,FiRE
53,5.0,512,8,6.985013280063868,13.705911971628666,FiRE
53,5.0,1024,4,,,FiRE
53,5.0,1024,8,,,FiRE
53,7.0,128,4,2.3358665741980076,4.676715116947889,FiRE
53,7.0,128,8,2.2268324606120586,4.283588666468859,FiRE
53,7.0,256,4,4.09567204490304,9.060153141617775,FiRE
53,7.0,256,8,4.064908724278212,8.180116582661867,FiRE
53,7.0,512,4,8.15724604204297,18.066375724971294,FiRE
53,7.0,512,8,7.700519226491451,16.304873540997505,FiRE
53,7.0,1024,4,,,FiRE
53,7.0,1024,8,,,FiRE
55,3.0,32,8,0.807632140815258,1.1561239250004292,FiRE
55,3.0,32,16,0.8075137957930565,1.124953966587782,FiRE
55,3.0,32,32,0.8068775050342083,1.0798543505370617,FiRE
55,3.0,64,8,1.1540225222706795,1.8380999453365803,FiRE
55,3.0,64,16,1.147912546992302,1.765516996383667,FiRE
55,3.0,64,32,1.1542781218886375,1.7384990751743317,FiRE
55,3.0,64,64,1.1511659175157547,1.7257630191743374,FiRE
55,3.0,128,8,1.9220867678523064,3.288251359015703,FiRE
55,3.0,128,16,1.9128270335495472,3.137880101799965,FiRE
55,3.0,128,32,2.0118456445634365,3.1708068288862705,FiRE
55,3.0,128,64,2.0151029005646706,3.1429948955774307,FiRE
55,3.0,256,8,3.3777383267879486,6.039932329207659,FiRE
55,3.0,256,16,3.3593999594449997,5.822889052331448,FiRE
55,3.0,256,32,3.364977467805147,5.703601609915495,FiRE
55,3.0,256,64,3.345942247658968,5.609384573996067,FiRE
55,3.0,512,8,6.335083108395338,11.820700101554394,FiRE
55,3.0,512,16,6.719720721244812,11.665544390678406,FiRE
55,3.0,512,32,6.351910375058651,10.983538806438446,FiRE
55,3.0,512,64,6.713570866733789,,FiRE
58,3.0,128,8,2.192580457776785,3.6328121423721313,FiRE
58,3.0,128,16,2.2945302054286003,3.6040628999471664,FiRE
58,3.0,128,32,2.186536770313978,3.421203337609768,FiRE
58,3.0,128,64,2.18247427418828,,FiRE
58,3.0,256,8,4.096003539860249,6.967971917241812,FiRE
58,3.0,256,16,3.9014790132641792,6.500373113900423,FiRE
58,3.0,256,32,4.0969396606087685,6.56660046428442,FiRE
58,3.0,256,64,3.8886652439832687,,FiRE
58,3.0,512,8,7.755648531019688,13.569640416651964,FiRE
58,3.0,512,16,7.741730768233538,12.971087921410799,FiRE
58,3.0,512,32,7.317078325897455,12.281309012323618,FiRE
58,3.0,512,64,7.738295655697584,,FiRE
58,3.0,1024,8,,,FiRE
58,3.0,1024,16,,,FiRE
58,3.0,1024,32,,,FiRE
58,3.0,1024,64,,,FiRE
58,4.0,128,4,2.3820747546851635,4.307600781321526,FiRE
58,4.0,128,8,2.39880533143878,4.035894617438316,FiRE
58,4.0,128,16,2.373470563441515,3.8662510849535465,FiRE
58,4.0,128,32,2.3304890990257263,3.75437518581748,FiRE
58,4.0,128,64,2.3723370656371117,,FiRE
58,4.0,256,4,4.284491039812565,8.12958000600338,FiRE
58,4.0,256,8,4.288093704730272,7.537343457341194,FiRE
58,4.0,256,16,4.284956470131874,7.289919503033161,FiRE
58,4.0,256,32,4.288030743598938,7.154872316867113,FiRE
58,4.0,256,64,4.298872321844101,,FiRE
58,4.0,512,4,8.107937853783369,15.850171696394682,FiRE
58,4.0,512,8,8.135506551712751,14.76245528459549,FiRE
58,4.0,512,16,8.08858498558402,14.100061014294624,FiRE
58,4.0,512,32,8.096192959696054,13.806163161993027,FiRE
58,4.0,512,64,8.097629208117723,,FiRE
58,4.0,1024,4,,,FiRE
58,4.0,1024,8,,,FiRE
58,4.0,1024,16,,,FiRE
58,4.0,1024,32,,,FiRE
58,4.0,1024,64,,,FiRE
58,5.0,128,4,2.4976529516279697,4.648141082376242,FiRE
58,5.0,128,8,2.4703430272638798,4.320537801831961,FiRE
58,5.0,256,4,4.512984823435545,8.812419764697552,FiRE
58,5.0,256,8,4.493567168712616,8.159266982227564,FiRE
58,5.0,512,4,8.572540301829576,17.183466009795666,FiRE
58,5.0,512,8,8.49179695919156,15.893855184316635,FiRE
58,5.0,1024,4,,,FiRE
58,5.0,1024,8,,,FiRE
58,7.0,128,4,2.6963561922311783,5.254205517470837,FiRE
58,7.0,128,8,2.6871965304017067,4.924334991723299,FiRE
58,7.0,256,4,4.871955122798681,10.01822965964675,FiRE
58,7.0,256,8,4.877977095544338,9.358148731291294,FiRE
58,7.0,512,4,9.318807411938906,20.096998121589422,FiRE
58,7.0,512,8,9.857034854590893,19.230804417282343,FiRE
58,7.0,1024,4,,,FiRE
58,7.0,1024,8,,,FiRE
63,3.0,32,8,0.9806700088083744,1.3889479041099548,FiRE
63,3.0,32,16,0.9888073243200779,1.386603455990553,FiRE
63,3.0,32,32,0.9904047250747681,1.374444704502821,FiRE
63,3.0,64,8,1.46285205706954,2.328647144138813,FiRE
63,3.0,64,16,1.469833992421627,2.2564771696925163,FiRE
63,3.0,64,32,1.4636038057506084,2.2256229743361473,FiRE
63,3.0,64,64,1.4637605361640453,,FiRE
63,3.0,128,8,2.465373083949089,4.186525069177151,FiRE
63,3.0,128,16,2.461517371237278,4.017279267311096,FiRE
63,3.0,128,32,2.4724101312458515,3.9615706503391266,FiRE
63,3.0,128,64,2.581644058227539,,FiRE
63,3.0,256,8,4.412969656288624,7.843356911092997,FiRE
63,3.0,256,16,4.616918034851551,7.748445026576519,FiRE
63,3.0,256,32,4.404063299298286,7.392343379557133,FiRE
63,3.0,256,64,4.635616011917591,,FiRE
63,3.0,512,8,8.236017126590014,15.151948139071465,FiRE
63,3.0,512,16,8.773492876440287,15.018733214586973,FiRE
63,3.0,512,32,8.231811244040728,14.23338072001934,FiRE
63,3.0,512,64,8.245734717696905,,FiRE
63,3.0,1024,8,,,FiRE
63,3.0,1024,16,,,FiRE
63,3.0,1024,32,,,FiRE
63,3.0,1024,64,,,FiRE
63,4.0,128,4,2.6186856031417847,4.875101990997791,FiRE
63,4.0,128,8,2.665188755840063,4.598365664482117,FiRE
63,4.0,128,16,2.669201288372278,4.446186810731888,FiRE
63,4.0,128,32,2.635094925761223,4.338230844587088,FiRE
63,4.0,128,64,2.6648033186793327,,FiRE
63,4.0,256,4,4.802918728441,9.337943945080042,FiRE
63,4.0,256,8,4.817519284784794,8.714945815503597,FiRE
63,4.0,256,16,4.775212310254574,8.33094198256731,FiRE
63,4.0,256,32,4.798668317496777,8.209490079432726,FiRE
63,4.0,256,64,4.777624398469925,,FiRE
63,4.0,512,4,9.10507594794035,18.119120609015226,FiRE
63,4.0,512,8,9.114981055259705,16.9265522249043,FiRE
63,4.0,512,16,9.127756036818027,16.19855172559619,FiRE
63,4.0,512,32,9.10828921571374,16.05743385106325,FiRE
63,4.0,512,64,9.130239464342594,,FiRE
63,4.0,1024,4,,,FiRE
63,4.0,1024,8,,,FiRE
63,4.0,1024,16,,,FiRE
63,4.0,1024,32,,,FiRE
63,4.0,1024,64,,,FiRE
63,5.0,128,4,2.8109092600643635,5.357348185032606,FiRE
63,5.0,128,8,2.8051810935139656,5.004470370709896,FiRE
63,5.0,256,4,5.058303914964199,10.114744994789362,FiRE
63,5.0,256,8,5.060970280319452,9.442118972539902,FiRE
63,5.0,512,4,9.616414453834295,19.862258903682232,FiRE
63,5.0,512,8,9.620752047747374,18.48122214153409,FiRE
63,5.0,1024,4,,,FiRE
63,5.0,1024,8,,,FiRE
63,7.0,128,4,3.0074761547148228,6.043963868170977,FiRE
63,7.0,128,8,3.0253017880022526,5.677399903535843,FiRE
63,7.0,256,4,5.5128929652273655,11.589812979102135,FiRE
63,7.0,256,8,5.510251473635435,10.859107993543148,FiRE
63,7.0,512,4,10.519613023847342,22.699672903865576,FiRE
63,7.0,512,8,11.044125754386187,21.634509440511465,FiRE
63,7.0,1024,4,,,FiRE
63,7.0,1024,8,,,FiRE
68,3.0,128,8,3.2018975652754307,5.122396141290665,FiRE
68,3.0,128,16,3.2267941534519196,4.960222590714693,FiRE
68,3.0,128,32,3.2227608375251293,4.90632876008749,FiRE
68,3.0,128,64,3.217055581510067,,FiRE
68,3.0,256,8,5.872745048254728,9.68140173330903,FiRE
68,3.0,256,16,5.9005382396280766,9.424457248300314,FiRE
68,3.0,256,32,6.220376204699278,9.568932369351387,FiRE
68,3.0,256,64,5.884779520332813,,FiRE
68,3.0,512,8,11.173074644058943,18.911009535193443,FiRE
68,3.0,512,16,11.77310499921441,18.858524560928345,FiRE
68,3.0,512,32,11.175894863903522,18.052368227392435,FiRE
68,3.0,512,64,11.759591683745384,,FiRE
68,3.0,1024,8,,,FiRE
68,3.0,1024,16,,,FiRE
68,3.0,1024,32,,,FiRE
68,3.0,1024,64,,,FiRE
68,4.0,128,4,3.4732375741004944,6.049594521522522,FiRE
68,4.0,128,8,3.47593916580081,5.668961059302092,FiRE
68,4.0,128,16,3.4761209189891815,5.488831862807274,FiRE
68,4.0,128,32,3.4176188968122005,5.368689492344856,FiRE
68,4.0,128,64,3.4706391282379627,,FiRE
68,4.0,256,4,6.3990272507071495,11.518528688699007,FiRE
68,4.0,256,8,6.405035227537155,10.812489461153746,FiRE
68,4.0,256,16,6.4798243045806885,10.507238786667585,FiRE
68,4.0,256,32,6.429048907011747,10.304001726210117,FiRE
68,4.0,256,64,6.430224008858204,,FiRE
68,4.0,512,4,12.233100801706314,22.640702284872532,FiRE
68,4.0,512,8,12.241761345416307,21.04954930022359,FiRE
68,4.0,512,16,12.216411903500557,20.265167374163866,FiRE
68,4.0,512,32,12.272885631769896,20.121575389057398,FiRE
68,4.0,512,64,12.27458856627345,,FiRE
68,4.0,1024,4,,,FiRE
68,4.0,1024,8,,,FiRE
68,4.0,1024,16,,,FiRE
68,4.0,1024,32,,,FiRE
68,4.0,1024,64,,,FiRE
68,5.0,128,4,3.6288198307156563,6.5104766599833965,FiRE
68,5.0,128,8,3.6251316778361797,6.058169819414616,FiRE
68,5.0,256,4,6.725271452218294,12.363778058439493,FiRE
68,5.0,256,8,6.767020530998707,11.784950941801071,FiRE
68,5.0,512,4,12.901953522115946,24.366676431149244,FiRE
68,5.0,512,8,12.860516469925642,22.73261220008135,FiRE
68,5.0,1024,4,,,FiRE
68,5.0,1024,8,,,FiRE
68,7.0,128,4,3.8670683316886425,7.23651697486639,FiRE
68,7.0,128,8,4.052137523889542,7.032729338854551,FiRE
68,7.0,256,4,7.241103604435921,14.006286304444075,FiRE
68,7.0,256,8,7.247514095157385,13.11934807524085,FiRE
68,7.0,512,4,13.836558811366558,27.3495729342103,FiRE
68,7.0,512,8,13.865841198712587,26.296372070908546,FiRE
68,7.0,1024,4,,,FiRE
