n_carbon,cutoff,batch_size,opt_batch_size,burnin/t_step,opt/t_step,model
32,4.0,512,64,2.6681206934154034,5.038171824067831,FiRE
32,4.0,1024,4,5.051068052649498,12.173683770000935,FiRE
32,4.0,1024,8,5.002166159451008,10.86785313487053,FiRE
32,4.0,1024,16,5.011322673410177,10.839080974459648,FiRE
32,4.0,1024,32,5.037588991224766,9.950876746326685,FiRE
32,4.0,1024,64,5.065411880612373,9.909484144300222,FiRE
32,5.0,128,4,0.923773005604744,1.9152203723788261,FiRE
32,5.0,128,8,0.9263467155396938,1.7198787592351437,FiRE
32,5.0,256,4,1.593704678118229,3.526840090751648,FiRE
32,5.0,256,8,1.5900767296552658,3.212759878486395,FiRE
32,5.0,512,4,2.8876358456909657,6.81963549181819,FiRE
32,5.0,512,8,2.893895950168371,6.135685462504625,FiRE
32,5.0,1024,4,5.595821641385555,13.511080142110586,FiRE
32,5.0,1024,8,5.563754644244909,12.282551232725382,FiRE
32,7.0,128,4,1.0250748880207539,2.2284074500203133,FiRE
32,7.0,128,8,1.0860834531486034,2.1017686277627945,FiRE
32,7.0,256,4,1.902921985834837,4.39539497345686,FiRE
32,7.0,256,8,1.878216277807951,3.991480063647032,FiRE
32,7.0,512,4,3.4680183604359627,8.441498912870884,FiRE
32,7.0,512,8,3.4772795028984547,7.695650577545166,FiRE
32,7.0,1024,4,6.743058986961842,16.869988080114126,FiRE
32,7.0,1024,8,6.771777965128422,15.423129107803106,FiRE
34,3.0,128,8,0.8675702437758446,1.5819295085966587,FiRE
34,3.0,128,16,0.8305466808378696,1.4708870984613895,FiRE
34,3.0,128,32,0.8259726166725159,1.4246228709816933,FiRE
34,3.0,128,64,0.868747852742672,1.3737789578735828,FiRE
34,3.0,256,8,1.3762540966272354,2.7988141514360905,FiRE
34,3.0,256,16,1.3843904212117195,2.5396026596426964,FiRE
34,3.0,256,32,1.3801112212240696,2.50333845987916,FiRE
34,3.0,256,64,1.3817876689136028,2.5663510486483574,FiRE
34,3.0,512,8,2.629888880997896,5.4533299542963505,FiRE
34,3.0,512,16,2.7869666144251823,5.336315926164389,FiRE
34,3.0,512,32,2.6123103462159634,5.007762961089611,FiRE
34,3.0,512,64,2.6121911965310574,4.829779878258705,FiRE
34,3.0,1024,8,5.315196197479963,10.580424658954144,FiRE
34,3.0,1024,16,5.290723659098148,10.439759027212858,FiRE
34,3.0,1024,32,5.289986077696085,10.445081125944853,FiRE
34,3.0,1024,64,5.310594420880079,9.88649320602417,FiRE
34,4.0,128,4,0.9295048117637634,1.8386790715157986,FiRE
34,4.0,128,8,0.9224180392920971,1.662317894399166,FiRE
34,4.0,128,16,0.930249772965908,1.6220812276005745,FiRE
34,4.0,128,32,0.9248443953692913,1.554564505815506,FiRE
34,4.0,128,64,0.9198125526309013,1.5738071948289871,FiRE
34,4.0,256,4,1.569832418113947,3.526682659983635,FiRE
34,4.0,256,8,1.565041460096836,3.1794165894389153,FiRE
34,4.0,256,16,1.5671336278319359,3.03643049672246,FiRE
34,4.0,256,32,1.5521571822464466,2.952842853963375,FiRE
34,4.0,256,64,1.5803665667772293,2.761573750525713,FiRE
34,4.0,512,4,3.0064517222344875,6.916621830314398,FiRE
34,4.0,512,8,3.01643181219697,6.317188955843449,FiRE
34,4.0,512,16,2.9967572651803493,5.929907239973545,FiRE
34,4.0,512,32,2.994948621839285,5.767439320683479,FiRE
34,4.0,512,64,3.0101885087788105,5.617438871413469,FiRE
34,4.0,1024,4,5.644832592457533,13.628823190927505,FiRE
34,4.0,1024,8,5.681170482188463,12.281163949519396,FiRE
34,4.0,1024,16,5.6901013143360615,11.68594067171216,FiRE
34,4.0,1024,32,5.690176397562027,11.332585327327251,FiRE
34,4.0,1024,64,5.65974235907197,10.946517962962389,FiRE
34,5.0,128,4,0.9880190491676331,2.028754521161318,FiRE
34,5.0,128,8,0.979702178388834,1.9236893765628338,FiRE
34,5.0,256,4,1.6887327507138252,3.724076211452484,FiRE
34,5.0,256,8,1.6881633959710598,3.402364168316126,FiRE
34,5.0,512,4,3.2506203204393387,7.7146041840314865,FiRE
34,5.0,512,8,3.2076233960688114,7.164576455950737,FiRE
34,5.0,1024,4,6.116547618061304,15.401248648762703,FiRE
34,5.0,1024,8,6.192013673484325,13.85762371122837,FiRE
34,7.0,128,4,1.1420795135200024,2.5131909660995007,FiRE
34,7.0,128,8,1.1667502038180828,2.286466848105192,FiRE
34,7.0,256,4,2.0272218510508537,4.542882181704044,FiRE
34,7.0,256,8,1.8971251770853996,4.027343142777681,FiRE
34,7.0,512,4,3.882217463105917,9.583407916128635,FiRE
34,7.0,512,8,3.6455440782010555,8.606905117630959,FiRE
34,7.0,1024,4,7.482308883219957,18.908957790583372,FiRE
34,7.0,1024,8,7.496699396520853,17.477950152009726,FiRE
36,3.0,32,8,0.46940257772803307,0.6505686193704605,FiRE
36,3.0,32,16,0.4659030884504318,0.6483216099441051,FiRE
36,3.0,32,32,0.4687633663415909,0.6349707953631878,FiRE
36,3.0,64,8,0.5806219726800919,0.9313041009008884,FiRE
36,3.0,64,16,0.5796720832586288,0.9271468855440617,FiRE
36,3.0,64,32,0.5883553214371204,0.9155079908668995,FiRE
36,3.0,64,64,0.5880392901599407,0.883867185562849,FiRE
36,3.0,128,8,0.8956737034022808,1.6389170959591866,FiRE
36,3.0,128,16,0.9100947603583336,1.5833430923521519,FiRE
36,3.0,128,32,0.953118123114109,1.5836790725588799,FiRE
36,3.0,128,64,0.9058296456933022,1.48654430732131,FiRE
36,3.0,256,8,1.5194683894515038,2.997357524931431,FiRE
36,3.0,256,16,1.5194880925118923,2.8425584845244884,FiRE
36,3.0,256,32,1.5225724466145039,2.7879522889852524,FiRE
36,3.0,256,64,1.6323366239666939,2.7963107861578465,FiRE
36,3.0,512,8,2.964342061430216,5.9093774147331715,FiRE
36,3.0,512,16,2.974745538085699,5.650805085897446,FiRE
36,3.0,512,32,2.768884312361479,5.38200543820858,FiRE
36,3.0,512,64,2.9668441005051136,5.302023001015186,FiRE
38,3.0,128,8,1.0490147471427917,1.8391725309193134,FiRE
