step,E_neutral_Ha,E_charged_Ha,deltaE_raw_mHa,deltaE_cleaned_mHa
61896,-200.6012836532668,-200.37556539724156,225.71825602523177,225.71825602523177
61897,-200.6162706940116,-200.3847449121644,231.5257818472105,231.5257818472105
61898,-200.63621612310573,-200.37737335930893,258.8427637967925,258.8427637967925
61899,-200.6324670488692,-200.3487857182726,283.6813305965791,283.6813305965791
61900,-200.60156562265075,-200.3749081692439,226.65745340685817,226.65745340685817
61901,-200.5874849190717,-200.37393795713044,213.54696194126177,213.54696194126177
61902,-200.61823711901312,-200.3627978989608,255.4392200523239,255.4392200523239
61903,-200.59725964386217,-200.36597825613825,231.28138772392504,231.28138772392504
61904,-200.6257182783792,-200.3652332251138,260.4850532653984,260.4850532653984
61905,-200.6322838618304,-200.34959817430095,282.6856875294368,282.6856875294368
61906,-200.62149300701896,-200.349210911211,272.2820958079524,272.2820958079524
61907,-200.601247558368,-200.34661948846215,254.6280699058343,254.6280699058343
61908,-200.59906543649,-200.3421595066457,256.90592984432215,256.90592984432215
61909,-200.60833270492677,-200.36143877287623,246.8939320505399,246.8939320505399
61910,-200.63635482445775,-200.370982394966,265.3724294917481,265.3724294917481
61911,-200.61148226729543,-200.3745256191685,236.9566481269203,236.9566481269203
61912,-200.6240334869766,-200.37008765470333,253.94583227327416,253.94583227327416
61913,-200.61937992640375,-200.37223875704493,247.14116935882657,247.14116935882657
61914,-200.6274321297717,-200.34137501592645,286.0571138452599,286.0571138452599
61915,-200.6511019420355,-200.37334130540245,277.7606366330474,277.7606366330474
61916,-200.63043166297751,-200.3942373327888,236.1943301887095,236.1943301887095
61917,-200.6029036098868,-200.3708759256157,232.02768427108822,232.02768427108822
61918,-200.61953006983637,-200.35560887867592,263.9211911604491,263.9211911604491
61919,-200.59558585909969,-200.3973253160732,198.26054302649254,198.26054302649254
61920,-200.61590313978476,-200.3742286399977,241.67449978705235,241.67449978705235
61921,-200.6142561703967,-200.3676665711688,246.5895992278888,246.5895992278888
61922,-200.62354702985405,-200.3502472589852,273.2997708688458,273.2997708688458
61923,-200.63680243010396,-200.370313846121,266.48858398294806,266.48858398294806
61924,-200.6252103487361,-200.33910500804268,286.1053406934104,286.1053406934104
61925,-200.6094820175147,-200.348939330096,260.542687418706,260.542687418706
61926,-200.60585529903148,-200.3382469245969,267.6083744345874,267.6083744345874
61927,-200.6225020884509,-200.3695222693355,252.9798191153816,252.9798191153816
61928,-200.6165891469001,-200.3636282790592,252.96086784089766,252.96086784089766
61929,-200.5978850136829,-200.33419976493047,263.68524875243793,263.68524875243793
61930,-200.62795778926252,-200.3431834091383,284.77438012421885,284.77438012421885
61931,-200.633131258717,-200.3220169719208,311.11428679619735,311.11428679619735
61932,-200.58921321672196,-200.3778789538514,211.33426287056523,211.33426287056523
61933,-200.6424046254342,-200.35311186933683,289.2927560973817,289.2927560973817
61934,-200.60567660979603,-200.3869269685735,218.74964122253004,218.74964122253004
61935,-200.62181185639756,-200.3473146539979,274.49720239965814,274.49720239965814
61936,-200.6159898293027,-200.34555260322037,270.437226082322,270.437226082322
61937,-200.639331380739,-200.35618823640283,283.1431443361794,283.1431443361794
61938,-200.610642111502,-200.3598476371164,250.7944743856001,250.7944743856001
61939,-200.6096261342594,-200.33139325560472,278.23287865467705,278.23287865467705
61940,-200.65514506371096,-200.3628867644369,292.2582992740672,292.2582992740672
61941,-200.61411447230088,-200.39375668297367,220.35778932720973,220.35778932720973
61942,-200.63465626150776,-200.37163430356247,263.02195794528416,263.02195794528416
61943,-200.62247136720288,-200.32487980082743,297.5915663754449,297.5915663754449
61944,-200.63137818914112,-200.35842942665212,272.94876248899413,272.94876248899413
61945,-200.59913841143535,-200.35512532784,244.01308359534823,244.01308359534823
61946,-200.6162022442068,-200.39260444320908,223.59780099770887,223.59780099770887
61947,-200.6398045641314,-200.38334009809705,256.4644660343447,256.4644660343447
61948,-200.6302027277636,-200.37075008566933,259.45264209426,259.45264209426
61949,-200.61144505481545,-200.3404932048535,270.95184996196053,270.95184996196053
61950,-200.6157823557847,-200.3476136760358,268.16867974889647,268.16867974889647
61951,-200.65516749340827,-200.3801703031112,274.99719029705716,274.99719029705716
61952,-200.6140094472189,-200.3362923153304,277.7171318884939,277.7171318884939
61953,-200.62047152178025,-200.370429357949,250.0421638312389,250.0421638312389
61954,-200.6259061166853,-200.3654489067368,260.4572099484983,260.4572099484983
61955,-200.6353431827208,-200.33800933106124,297.33385165954473,297.33385165954473
61956,-200.6172772524637,-200.3619545157113,255.32273675241868,255.32273675241868
61957,-200.6043251269822,-200.3643168470944,240.00827988780316,240.00827988780316
61958,-200.61953755076257,-200.37415025780075,245.38729296182282,245.38729296182282
61959,-200.61796567128837,-200.33563482066717,282.3308506212072,282.3308506212072
61960,-200.64983192968216,-200.3514299950316,298.4019346505704,298.4019346505704
61961,-200.62273033399347,-200.3500212004301,272.70913356338156,272.70913356338156
61962,-200.602685721022,-200.336081446482,266.60427453998636,266.60427453998636
61963,-200.5793650033616,-200.3716248560224,207.74014733919444,207.74014733919444
61964,-200.64158633836144,-200.3410348487504,300.5514896110242,300.5514896110242
61965,-200.6227157647652,-200.3729447294352,249.77103532998512,249.77103532998512
61966,-200.6688374973641,-200.3513387947217,317.49870264241054,317.49870264241054
61967,-200.66145697628585,-200.34154462413065,319.91235215519964,319.91235215519964
61968,-200.58723796773933,-200.35134000794773,235.89795979160044,235.89795979160044
61969,-200.62470198332767,-200.35769502458865,267.00695873901736,267.00695873901736
61970,-200.5917875505683,-200.3177645476054,274.02300296290605,274.02300296290605
61971,-200.6314386023455,-200.37005440305245,261.38419929304746,261.38419929304746
61972,-200.6445767290004,-200.36241318784323,282.1635411571606,282.1635411571606
61973,-200.62082462414963,-200.3633668799575,257.4577441921235,257.4577441921235
61974,-200.6144910188233,-200.38828636457697,226.20465424631675,226.20465424631675
61975,-200.5950623696704,-200.3469041716136,248.1581980567853,248.1581980567853
61976,-200.50244516886227,-200.3515455262517,150.8996426105682,150.8996426105682
61977,-200.628892894199,-200.3304002153629,298.49267883608377,298.49267883608377
61978,-200.58158199762212,-200.35560851279592,225.9734848261985,225.9734848261985
61979,-200.6320287227692,-200.37187482279853,260.15389997067473,260.15389997067473
61980,-200.608871015597,-200.3793441939139,229.5268216830948,229.5268216830948
61981,-200.6211378781591,-200.37030011520784,250.8377629512495,250.8377629512495
61982,-200.6248595859559,-200.37242835987533,252.43122608057433,252.43122608057433
61983,-200.6130202010131,-200.3668602443398,246.1599566732957,246.1599566732957
61984,-200.6491800485708,-200.3467785291129,302.40151945790217,302.40151945790217
61985,-200.62004076479457,-200.39315265585003,226.88810894453582,226.88810894453582
61986,-200.6225421909008,-200.35759668756265,264.94550333814004,264.94550333814004
61987,-200.60293681009108,-200.33977499391176,263.1618161793199,263.1618161793199
61988,-200.5965460335255,-200.38871902539583,207.82700812966937,207.82700812966937
61989,-200.639696977462,-200.37117735353627,268.5196239257266,268.5196239257266
61990,-200.6374592725392,-200.38143272828125,256.02654425793503,256.02654425793503
61991,-200.620850692109,-200.3464571903113,274.3935017977037,274.3935017977037
61992,-200.6339384197196,-200.3717058559292,262.2325637904055,262.2325637904055
61993,-200.6000213900636,-200.34820863325183,251.8127568117734,251.8127568117734
61994,-200.61613569205872,-200.36897092382756,247.1647682311584,247.1647682311584
61995,-200.63018416865415,-200.38344735636,246.73681229415934,246.73681229415934
61996,-200.6333263628182,-200.36578606637636,267.54029644183674,267.54029644183674
61997,-200.6142199745725,-200.37416999711587,240.0499774566356,240.0499774566356
61998,-200.61898306243123,-200.3912442880787,227.73877435253098,227.73877435253098
61999,-200.62918868423125,-200.3397534540681,289.43523016315,289.43523016315
62000,-200.59474647041156,-200.3654217278257,229.32474258587376,229.32474258587376
62001,-200.61554551717757,-200.37121807107505,244.3274461025169,244.3274461025169
62002,-200.62267833706107,-200.35810123612805,264.57710093302467,264.57710093302467
62003,-200.6457980090534,-200.3286594963856,317.13851266781035,317.13851266781035
62004,-200.62710909677756,-200.35043653600917,276.67256076838953,276.67256076838953
62005,-200.60394054745416,-200.3691634605818,234.77708687235577,234.77708687235577
62006,-200.6074476467307,-200.3840453236217,223.402323108985,223.402323108985
62007,-200.60715400466927,-200.4052374410101,201.9165636591822,201.9165636591822
62008,-200.612979956472,-200.3101409326141,302.8390238578993,302.8390238578993
62009,-200.6253083011634,-200.3298542638356,295.4540373277723,295.4540373277723
62010,-200.62228693274227,-200.3579613493536,264.3255833886826,264.3255833886826
62011,-200.60479191921496,-200.39647034906483,208.32157015013308,208.32157015013308
62012,-200.64686475004868,-200.37583078543952,271.03396460915974,271.03396460915974
62013,-200.6265827086196,-200.3793008872542,247.2818213653909,247.2818213653909
62014,-200.6099176764492,-200.390694891699,219.22278475017265,219.22278475017265
62015,-200.6305007271522,-200.33808062327844,292.42010387375217,292.42010387375217
62016,-200.6130822388252,-200.3583317064937,254.75053233151357,254.75053233151357
62017,-200.6045495392459,-200.37395229190625,230.59724733965936,230.59724733965936
62018,-200.6091867160781,-200.3672119116357,241.97480444240682,241.97480444240682
62019,-200.6539854736082,-200.37494366070663,279.0418129015677,279.0418129015677
62020,-200.615932043038,-200.3722211933532,243.7108496847884,243.7108496847884
62021,-200.6330525718047,-200.32822123529144,304.8313365132742,304.8313365132742
62022,-200.6148959387287,-200.3651665349518,249.72940377688246,249.72940377688246
62023,-200.6179104979944,-200.35169642150709,266.21407648730155,266.21407648730155
62024,-200.6138817485024,-200.3487965824043,265.0851660980891,265.0851660980891
62025,-200.5984048086422,-200.39585449176263,202.55031687955238,202.55031687955238
62026,-200.62340909297015,-200.3677335189356,255.6755740345409,255.6755740345409
62027,-200.65773043826783,,,289.99691933222493
62028,-200.61637208680213,-200.349928332597,266.44375420514166,266.44375420514166
62029,-200.59591448470027,-200.3616762214852,234.2382632150759,234.2382632150759
62030,-200.6044854825261,-200.38960495878888,214.88052373720734,214.88052373720734
62031,-200.6327079604753,-200.3937987986282,238.90916184709,238.90916184709
62032,-200.6146801043364,-200.37519727990815,239.48282442825075,239.48282442825075
62033,-200.5937201865259,-200.3805072348809,213.21295164500498,213.21295164500498
62034,-200.617933767596,-200.3525184421644,265.4153254316043,265.4153254316043
62035,-200.6029759016611,-200.36204662767287,240.92927398822894,240.92927398822894
62036,-200.6041516549412,-200.37232265275384,231.8290021873679,231.8290021873679
62037,-200.61780482066348,-200.34592991585012,271.87490481335885,271.87490481335885
62038,-200.6357921643476,-200.36239741846504,273.3947458825696,273.3947458825696
62039,-200.60272345513775,-200.358259248472,244.46420666575364,244.46420666575364
62040,-200.60433660801576,-200.3512505784459,253.08602956985737,253.08602956985737
62041,-200.6190131653691,-200.40290699126808,216.1061741010144,216.1061741010144
62042,-200.6112549725005,-200.3534014560443,257.85351645617993,257.85351645617993
62043,-200.64997503745175,-200.33571294493697,314.262092514781,314.262092514781
62044,-200.6444387771748,-200.3677530906126,276.68568656218895,276.68568656218895
62045,-200.62367481258147,-200.3815929358248,242.08187675665727,242.08187675665727
62046,-200.59233928510045,-200.3465087866151,245.8304984853612,245.8304984853612
62047,-200.6159640175016,-200.34514885988744,270.81515761415176,270.81515761415176
62048,-200.598696850769,-200.3494581864369,249.23866433209696,249.23866433209696
62049,-200.6347211062403,-200.32927328686733,305.44781937297216,305.44781937297216
62050,-200.649430705766,-200.37104734249024,278.38336327576485,278.38336327576485
62051,-200.64420877740727,-200.37111115376985,273.09762363742607,273.09762363742607
62052,-200.57640761584972,-200.3785084211719,197.8991946778308,197.8991946778308
62053,-200.61698458209185,-200.3629556441549,254.02893793693693,254.02893793693693
62054,-200.64492575806472,-200.3742626543347,270.66310373001556,270.66310373001556
62055,-200.6202668799362,-200.37274469693085,247.52218300534423,247.52218300534423
62056,-200.60448918852356,-200.3923119816672,212.177206856353,212.177206856353
62057,-200.6056134302548,-200.35168090192747,253.93252832733992,253.93252832733992
62058,-200.61309828351187,-200.38754897992675,225.54930358512593,225.54930358512593
62059,-200.6257324252608,-200.36854327257043,257.18915269035847,257.18915269035847
62060,-200.63309809381752,-200.3717532843269,261.3448094906232,261.3448094906232
62061,-200.6553297325956,-200.35504693113117,300.28280146441944,300.28280146441944
62062,-200.62457117859535,-200.37436657022005,250.20460837529868,250.20460837529868
62063,-200.5715022157946,-200.3892732120296,182.22900376500206,182.22900376500206
62064,-200.61088938632065,-200.40008944812345,210.7999381971979,210.7999381971979
62065,-200.63186388628105,-200.35333316557305,278.5307207080052,278.5307207080052
62066,-200.6098993553536,-200.40609767918403,203.80167616957579,203.80167616957579
62067,-200.6316456560307,-200.3316746560226,299.9710000080995,299.9710000080995
62068,-200.6251119736752,-200.34051555510905,284.5964185661387,284.5964185661387
62069,-200.62159738084,-200.35225545570225,269.341925137752,269.341925137752
62070,-200.6314294389389,-200.37096948012675,260.459958812163,260.459958812163
62071,-200.6219833428186,-200.3988598601511,223.12348266748927,223.12348266748927
62072,-200.61491975750852,-200.36923583448905,245.68392301947028,245.68392301947028
62073,-200.64511669016355,-200.35045882977727,294.6578603862804,294.6578603862804
62074,-200.62364289921064,-200.35162156977287,272.0213294377629,272.0213294377629
62075,-200.6233001584665,-200.3626545181401,260.6456403264019,260.6456403264019
62076,-200.5823769342844,-200.37266503738127,209.71189690314418,209.71189690314418
62077,-200.62529536499775,-200.3847030652007,240.59229979704355,240.59229979704355
62078,-200.63019606037815,-200.37096635343167,259.22970694648484,259.22970694648484
62079,-200.62455835505145,-200.37348447604404,251.07387900740719,251.07387900740719
62080,-200.61123369069395,-200.36895992319543,242.27376749851715,242.27376749851715
62081,-200.6374471209422,-200.4048500949829,232.59702595930776,232.59702595930776
62082,-200.60630828900344,-200.3972396069728,209.06868203064732,209.06868203064732
62083,-200.62959588793117,-200.36937946412428,260.21642380689514,260.21642380689514
62084,-200.63882614273203,-200.3583391139461,280.48702878592735,280.48702878592735
62085,-200.60958510493424,-200.3779293047586,231.6558001756448,231.6558001756448
62086,-200.61502716841443,-200.37346661826084,241.56055015359357,241.56055015359357
62087,-200.62926274489536,-200.36492729238591,264.33545250944235,264.33545250944235
62088,-200.6210041132184,-200.36023704581964,260.76706739874567,260.76706739874567
62089,-200.63796565004247,-200.3365319530849,301.4336969575879,301.4336969575879
62090,-200.62287229871924,-200.3775203047661,245.35199395313612,245.35199395313612
62091,-200.59489493501303,-200.32974049950496,265.15443550806594,265.15443550806594
62092,-200.6428765272925,-200.36453130208676,278.3452252057259,278.3452252057259
62093,-200.60849738636117,-200.35903400635468,249.46338000648893,249.46338000648893
62094,-200.62738323614167,-200.3574571312712,269.9261048704784,269.9261048704784
62095,-200.6264208238203,-200.34041869569936,286.0021281209413,286.0021281209413
62096,-200.6031917843655,-200.3319132360727,271.2785482927984,271.2785482927984
62097,-200.3815188235795,-200.3664827947396,15.036028839915616,15.036028839915616
62098,-200.62081425268732,-200.3819970966076,238.8171560797332,238.8171560797332
62099,-200.60658352911105,-200.37359655796763,232.9869711434185,232.9869711434185
62100,-200.60926191098093,-200.35583589121975,253.42601976117862,253.42601976117862
62101,-200.6317902966414,-200.366573863671,265.2164329704192,265.2164329704192
62102,-200.6102906938388,-200.3691876328092,241.10306102960521,241.10306102960521
62103,-200.61868367812892,-200.3577690807126,260.91459741633116,260.91459741633116
62104,-200.6108881459698,-200.34912304396397,261.7651020058247,261.7651020058247
62105,-200.62476064799063,-200.36612498363127,258.63566435936036,258.63566435936036
62106,-200.6001849454352,-200.3408514189124,259.33352652279495,259.33352652279495
62107,-200.60945270660136,-200.3575234875389,251.92921906244692,251.92921906244692
62108,-200.64264827761664,-200.35556974018488,287.0785374317677,287.0785374317677
62109,-200.60819940761644,-200.38824454165848,219.9548659579591,219.9548659579591
62110,-200.6129953289159,-200.3786365411,234.3587878158928,234.3587878158928
62111,-200.62155436466008,-200.35707567247863,264.4786921814557,264.4786921814557
62112,-200.62884677183484,-200.37842419204077,250.42257979407623,250.42257979407623
62113,-200.6415786970057,-200.33412552412116,307.45317288455,307.45317288455
62114,-200.6426325517788,-200.3785459163537,264.0866354251159,264.0866354251159
62115,-200.6292678435099,-200.3710874912681,258.18035224179425,258.18035224179425
62116,-200.6199906491836,-200.365718209088,254.27244009560468,254.27244009560468
62117,-200.6165211222728,-200.37336682776504,243.15429450774673,243.15429450774673
62118,-200.6294124041541,-200.37965241780847,249.75998634562302,249.75998634562302
62119,-200.5959853014714,-200.3446749355676,251.31036590377676,251.31036590377676
62120,-200.65417908824745,-200.35744003595985,296.7390522875917,296.7390522875917
62121,-200.5974156195824,-200.3629346821715,234.48093741089338,234.48093741089338
62122,-200.62685238313716,-200.3382885479377,288.5638351994544,288.5638351994544
62123,-200.625922494983,-200.3491277901392,276.79470484380886,276.79470484380886
62124,-200.6067728391021,-200.34473760816684,262.03523093525405,262.03523093525405
62125,-200.65446451299184,-200.3590862471924,295.37826579942816,295.37826579942816
62126,-200.6083096527225,-200.37237222968236,235.93742304015564,235.93742304015564
62127,-200.6197049605458,-200.3632287396615,256.4762208842808,256.4762208842808
62128,-200.60298251573263,-200.35237018591712,250.6123298155103,250.6123298155103
62129,-200.59565912996004,-200.35549383317607,240.16529678397092,240.16529678397092
62130,-200.61534003489817,-200.3601406487057,255.19938619245863,255.19938619245863
62131,-200.58322303282665,-200.34858667464223,234.6363581844173,234.6363581844173
62132,-200.59947001067823,-200.34863145386163,250.8385568166034,250.8385568166034
62133,-200.5995383664053,-200.40016412455617,199.3742418491422,199.3742418491422
62134,-200.6069841890427,-200.344682270215,262.3019188276885,262.3019188276885
62135,-200.6113232209768,-200.3441762163181,267.14700465871033,267.14700465871033
62136,-200.6214332373229,-200.36883809832744,252.59513899544572,252.59513899544572
62137,-200.60559768211544,-200.36485776474967,240.73991736577227,240.73991736577227
62138,-200.59933235779351,-200.33922769006384,260.1046677296779,260.1046677296779
62139,-200.62245827739912,-200.36993601696787,252.52226043124892,252.52226043124892
62140,-200.64125490756572,-200.37576811585,265.4867917157162,265.4867917157162
62141,-200.6388595115096,-200.3386653015248,300.1942099847952,300.1942099847952
62142,-200.605892973104,-200.3840519615984,221.8410115056031,221.8410115056031
62143,-200.60547102696236,-200.36522841447797,240.24261248439416,240.24261248439416
62144,-200.62937926323536,-200.36896334042063,260.4159228147296,260.4159228147296
62145,-200.60146263146729,-200.35458075656987,246.88187489741154,246.88187489741154
62146,-200.61936967759613,-200.39133872921084,228.03094838528182,228.03094838528182
62147,-200.5848424608213,-200.3561890563333,228.65340448799998,228.65340448799998
62148,-200.6451466276413,-200.3579272896736,287.2193379677128,287.2193379677128
62149,-200.59682844229496,-200.35061369204865,246.21475024630968,246.21475024630968
62150,-200.6152593710996,-200.34740330911887,267.85606198072287,267.85606198072287
62151,-200.60564251748605,-200.3851609837673,220.481533718754,220.481533718754
62152,-200.64224538322225,-200.36752665269464,274.71873052761,274.71873052761
62153,-200.62049048824628,-200.35119520236728,269.29528587899654,269.29528587899654
62154,-200.62108093594173,-200.3699287197452,251.1522161965445,251.1522161965445
62155,-200.59721801854735,-200.3719440348852,225.2739836621629,225.2739836621629
62156,-200.64858144938083,-200.36226755182952,286.31389755130954,286.31389755130954
62157,-200.63329097165035,-200.3691018732106,264.1890984397435,264.1890984397435
62158,-200.65134673136703,-200.3555481212544,295.79861011262665,295.79861011262665
62159,-200.6412803207953,-200.35387594268636,287.40437810893127,287.40437810893127
62160,-200.6252755080102,-200.37218420827853,253.09129973166478,253.09129973166478
62161,-200.61487907083492,-200.38316017249616,231.71889833875525,231.71889833875525
62162,-200.62733325415195,-200.36826309186665,259.07016228529756,259.07016228529756
62163,-200.62284489080588,-200.37015217117963,252.6927196262534,252.6927196262534
62164,-200.60985069002456,-200.35246598880303,257.38470122152535,257.38470122152535
62165,-200.6261184541466,-200.3538222823381,272.29617180850596,272.29617180850596
62166,-200.6098312406483,-200.36334755331612,246.48368733218717,246.48368733218717
62167,-200.5953063393645,-200.3579457516014,237.36058776310642,237.36058776310642
62168,-200.62000046659125,-200.37235518234752,247.6452842437311,247.6452842437311
62169,-200.61805278159812,-200.3879062694225,230.14651217562232,230.14651217562232
62170,-200.6181700582744,-200.34270596815165,275.464090122739,275.464090122739
62171,-200.6496204368433,-200.38054319737583,269.07723946746387,269.07723946746387
62172,-200.60293610419413,-200.37965134673712,223.2847574570087,223.2847574570087
62173,-200.6358725361037,-200.36349278246743,272.3797536362724,272.3797536362724
62174,-200.61782226296265,-200.36506326086771,252.7590020949333,252.7590020949333
62175,-200.62666462612663,-200.3535714612951,273.093164831522,273.093164831522
62176,-200.61956012481227,-200.3625714182491,256.9887065631633,256.9887065631633
62177,-200.62690244352933,-200.36411999685131,262.78244667801687,262.78244667801687
62178,-200.60231198403915,-200.369054613151,233.2573708881398,233.2573708881398
62179,-200.61635013242963,-200.366468800538,249.8813318916291,249.8813318916291
62180,-200.63106414421716,-200.3753328572249,255.73128699227254,255.73128699227254
62181,-200.62030549682703,-200.34955522292108,270.7502739059464,270.7502739059464
62182,-200.61702400112185,-200.3693071435277,247.71685759415618,247.71685759415618
62183,-200.64527531404315,-200.3689274848712,276.34782917195366,276.34782917195366
62184,-200.6180221355698,-200.35500812505916,263.01401051063067,263.01401051063067
62185,-200.61939404911243,-200.3659233276441,253.47072146831806,253.47072146831806
62186,-200.59795756635032,-200.33789551488763,260.0620514626826,260.0620514626826
62187,-200.63356099556268,-200.38015685662535,253.40413893732716,253.40413893732716
62188,-200.616261466465,-200.36384499225483,252.41647421017888,252.41647421017888
62189,-200.6062351620517,-200.3702912745537,235.94388749799577,235.94388749799577
62190,-200.59284412349209,-200.34601771878943,246.82640470265937,246.82640470265937
62191,-200.62679888264444,-200.33120968047592,295.5892021685145,295.5892021685145
62192,-200.63903097049075,-200.38143989125945,257.59107923130387,257.59107923130387
62193,-200.6169043949088,-200.3999475870414,216.95680786740468,216.95680786740468
62194,-200.64616582241536,-200.3567215195517,289.4443028636431,289.4443028636431
62195,-200.6137630196133,-200.380841910607,232.92110900629837,232.92110900629837
62196,-200.6213584692344,-200.3627842059324,258.57426330199473,258.57426330199473
62197,-200.6330500271592,-200.3827204696924,250.32955746678454,250.32955746678454
62198,-200.62744924167924,-200.3745935617203,252.85567995894098,252.85567995894098
62199,-200.6315335445314,-200.3518647227542,279.6688217772214,279.6688217772214
62200,-200.6112710866264,-200.3601078567293,251.16322989711648,251.16322989711648
62201,-200.6312353235303,-200.3504457681254,280.7895554048798,280.7895554048798
62202,-200.62337924194517,-200.37595616632524,247.4230756199347,247.4230756199347
62203,-200.6106678682789,-200.3462088119246,264.4590563542977,264.4590563542977
62204,-200.6011429878995,-200.357346704115,243.7962837844907,243.7962837844907
62205,-200.6147439863961,-200.35822075533923,256.52323105686037,256.52323105686037
62206,-200.58792566624112,-200.3408777989658,247.04786727531314,247.04786727531314
62207,-200.61760181494995,-200.360735435047,256.86637990295935,256.86637990295935
62208,-200.59788301975485,-200.3273711374631,270.5118822917427,270.5118822917427
62209,-200.6197208423285,-200.37846627459223,241.25456773626297,241.25456773626297
62210,-200.6255545182168,-200.3514530495159,274.10146870090557,274.10146870090557
62211,-200.62882078552485,-200.35673524035985,272.08554516499817,272.08554516499817
62212,-200.6348231363569,-200.3576859301412,277.1372062157127,277.1372062157127
62213,-200.61909065505665,-200.39381502883424,225.27562622241248,225.27562622241248
62214,-200.64056402526467,-200.37317924243536,267.38478282931055,267.38478282931055
62215,-200.58208613483868,-200.35529233479255,226.79380004612426,226.79380004612426
62216,-200.62318579668076,-200.37572758134783,247.45821533292656,247.45821533292656
62217,-200.63112435440985,-200.34115423393615,289.9701204736971,289.9701204736971
62218,-200.6229306916931,-200.37050849871156,252.42219298155533,252.42219298155533
62219,-200.61219169043216,-200.35664748389388,255.54420653827492,255.54420653827492
62220,-200.61588367949463,-200.3811571518225,234.7265276721373,234.7265276721373
62221,-200.60074213492825,-200.3417886157524,258.9535191758614,258.9535191758614
62222,-200.63728469422315,-200.33357524363373,303.7094505894231,303.7094505894231
62223,-200.5879771388444,-200.333732458936,254.24467990839617,254.24467990839617
62224,-200.61223915650183,-200.3653584322231,246.88072427872498,246.88072427872498
62225,-200.64736181125696,-200.38263819404125,264.7236172157079,264.7236172157079
62226,-200.61130549690213,-200.3627668722808,248.53862462134657,248.53862462134657
62227,-200.6255886220937,-200.34739044888263,278.19817321105234,278.19817321105234
62228,-200.59320950463436,-200.3505142256853,242.69527894907128,242.69527894907128
62229,-200.5790288313116,-200.3247101218388,254.31870947281254,254.31870947281254
62230,-200.62955001560343,-200.36855540623569,260.9946093677422,260.9946093677422
62231,-200.61804812204048,-200.3687266791477,249.32144289277858,249.32144289277858
62232,-200.6178893452328,-200.37513580218945,242.7535430433636,242.7535430433636
62233,-200.61986694074895,-200.34102700860117,278.83993214777547,278.83993214777547
62234,-200.58800954038583,-200.3828547053865,205.15483499931975,205.15483499931975
62235,-200.6185403661467,-200.38133313594145,237.20723020525725,237.20723020525725
62236,-200.58891107440397,-200.3447881760206,244.12289838338097,244.12289838338097
62237,-200.61639819461251,-200.34310133492733,273.296859685189,273.296859685189
62238,-200.6465093319698,-200.3161700061256,330.3393258442213,330.3393258442213
62239,-200.6044596902663,-200.3735255587617,230.93413150459696,230.93413150459696
62240,-200.60939248899516,-200.3371855962912,272.2068927039629,272.2068927039629
62241,-200.6192897718248,-200.3371501719356,282.1395998892058,282.1395998892058
62242,-200.62209347094333,-200.38296934511249,239.1241258308412,239.1241258308412
62243,-200.6079363589968,-200.3257359297701,282.2004292266911,282.2004292266911
62244,-200.61821844779325,-200.3467539668073,271.4644809859408,271.4644809859408
62245,-200.60799247300216,-200.3268575663793,281.1349066228672,281.1349066228672
62246,-200.61328850457903,-200.33296055318,280.32795139904465,280.32795139904465
62247,-200.6104592799242,-200.3750941205838,235.3651593404038,235.3651593404038
62248,-200.60687200686095,-200.37046354244788,236.40846441307417,236.40846441307417
62249,-200.6390973351419,-200.375357940368,263.7393947739213,263.7393947739213
62250,-200.61280247654813,-200.364037008028,248.76546852013348,248.76546852013348
62251,-200.64494999172285,-200.36631103791893,278.63895380392023,278.63895380392023
62252,-200.6313368457069,-200.37847821404927,252.8586316576309,252.8586316576309
62253,-200.6205798496393,-200.36164053190856,258.93931773074996,258.93931773074996
62254,-200.5860933690111,-200.3877050021186,198.38836689251593,198.38836689251593
62255,-200.6488211999753,-200.3595540606589,289.2671393163937,289.2671393163937
62256,-200.60205621060285,-200.3725321060531,229.52410454976757,229.52410454976757
62257,-200.6481540497536,-200.3599124984136,288.2415513400076,288.2415513400076
62258,-200.6210352591988,-200.3722800895267,248.75516967210842,248.75516967210842
62259,-200.6163372700019,-200.3889148717261,227.42239827582011,227.42239827582011
62260,-200.61965966919652,-200.37878586661063,240.8738025858952,240.8738025858952
62261,-200.6641959887117,-200.3562317618417,307.96422686998426,307.96422686998426
62262,-200.65483879025945,-200.3571251094723,297.71368078715454,297.71368078715454
62263,-200.62185394222888,-200.369731374182,252.12256804687172,252.12256804687172
62264,-200.6013057486937,-200.33458049322812,266.72525546558745,266.72525546558745
62265,-200.596830603028,-200.3735314732134,223.29912981459188,223.29912981459188
62266,-200.612009325998,-200.36135784176255,250.6514842354477,250.6514842354477
62267,-200.6387182075441,-200.3791745191375,259.5436884065805,259.5436884065805
62268,-200.5778166960784,-200.37689779592887,200.9189001495315,200.9189001495315
62269,-200.5971917334394,-200.39006372821316,207.12800522622388,207.12800522622388
62270,-200.60771447323808,-200.3591524539777,248.56201926036192,248.56201926036192
62271,-200.60272956077523,-200.3789030817653,223.82647900994357,223.82647900994357
62272,-200.62672098120595,-200.374192750802,252.52823040395356,252.52823040395356
62273,-200.64017013560465,-200.3731199433234,267.0501922812605,267.0501922812605
62274,-200.5964928386769,-200.3676303504584,228.8624882185104,228.8624882185104
