step,E_HC_Ha,E_HS_Ha,E_HFe_Ha,E_HFe2_Ha
539,-333.7795,-333.9767,-333.6654,-333.7791
540,-333.8933,-334.0097,-333.7785,-333.7217
541,-333.9034,-333.8714,-333.7744,-333.7734
542,-333.756,-333.9371,-333.8551,-333.8593
543,-333.9481,-333.8258,-333.7541,-333.7928
544,-333.8652,-333.8036,-333.84,-333.7019
545,-333.8367,-333.9047,-333.7958,-333.7787
546,-333.9586,-333.8665,-333.8694,-333.7588
547,-333.9286,-333.9622,-333.8152,-333.8164
548,-333.971,-333.9098,-333.8906,-333.8447
549,-333.8936,-333.9865,-333.8275,-333.811
550,-333.8781,-333.9878,-333.7371,-333.787
551,-333.9492,-333.9737,-333.9277,-333.755
552,-333.9646,-333.9839,-333.9283,-333.8397
553,-333.8397,-334.1908,-333.9819,-333.8543
554,-333.6,-334.0616,-333.9189,-333.8716
555,-333.6662,-334.0369,-333.8739,-333.8639
556,-333.9225,-334.0074,-333.9162,-333.7866
557,-333.8941,-334.0462,-333.9864,-333.7562
558,-334.0117,-333.8541,-334.0251,-333.7419
559,-333.956,-333.9434,-333.8683,-333.674
560,-333.9589,-334.0083,-333.6873,-333.7565
561,-333.9885,-334.0356,-333.6507,-333.9359
562,-334.0328,-333.8791,-333.8751,-333.9637
563,-333.9363,-333.9396,-333.8408,-334.0597
564,-333.9353,-333.9014,-333.8214,-334.0095
565,-334.031,-333.9438,-333.9247,-333.9621
566,-334.0037,-333.9204,-333.7083,-333.9162
567,-334.0208,-333.9556,-333.7682,-333.9604
568,-334.0334,-333.9286,-333.6829,-333.9399
569,-334.1021,-333.6721,-333.8344,-333.7681
570,-333.9793,-333.8461,-333.8599,-333.9486
571,-334.094,-333.9446,-333.605,-333.9539
572,-334.2029,-333.8878,-333.6908,-333.97
573,-333.9875,-333.7982,-333.7914,-333.9828
574,-333.975,-333.8488,-333.9741,-333.9764
575,-333.9943,-333.8661,-333.8372,-333.939
576,-333.9878,-333.8494,-333.6747,-333.8889
577,-333.9746,-333.8774,-333.8231,-333.9182
578,-333.9625,-334.1025,-333.9335,-333.9162
579,-334.0461,-333.9789,-333.8891,-333.9591
580,-334.049,-333.9919,-333.8218,-333.8624
581,-333.9124,-334.0058,-333.6956,-334.0479
582,-333.9103,-334.1001,-333.9289,-334.0369
583,-333.948,-333.9343,-333.8707,-334.0192
584,-334.0666,-334.0016,-333.9807,-334.0147
585,-333.9971,-333.9428,-333.9272,-334.1093
586,-333.9904,-334.0185,-333.9831,-333.9005
587,-333.9713,-334.0795,-333.9745,-333.9224
588,-333.8941,-333.9581,-334.0007,-333.9905
589,-333.9272,-334.0764,-334.0178,-333.9437
590,-333.7792,-334.0822,-334.0356,-333.9445
591,-333.6745,-334.0281,-333.9113,-334.0572
592,-333.9073,-334.0286,-333.976,-334.0405
593,-333.9506,-334.2041,-334.002,-334.0575
594,-333.9261,-334.1722,-333.978,-334.0305
595,-333.8393,-334.1142,-334.0225,-334.0528
596,-334.0038,-334.1337,-334.007,-333.9333
597,-334.0015,-334.0504,-333.9095,-334.1305
598,-333.8021,-334.1432,-333.996,-334.076
599,-333.9335,-334.1321,-333.9188,-334.0179
600,-334.087,-334.0515,-333.7374,-333.9968
601,-334.0606,-334.0228,-334.0095,-333.9454
602,-334.065,-333.9993,-333.9978,-333.9301
603,-334.0955,-334.1215,-333.9561,-333.8854
604,-334.1253,-334.1111,-333.9149,-333.9283
605,-334.0673,-334.1207,-333.9196,-333.9714
606,-333.9465,-334.0801,-333.9807,-334.0205
607,-334.0222,-334.1589,-333.9289,-333.9851
608,-334.0542,-334.1662,-333.9999,-334.1133
609,-334.111,-334.0422,-333.8328,-334.0861
610,-334.0407,-334.0593,-333.7331,-334.0703
611,-334.0184,-334.0877,-333.8283,-334.0374
612,-334.0386,-334.1859,-334.0739,-334.079
613,-334.0158,-334.1792,-334.034,-334.0309
614,-334.0088,-334.1253,-334.0048,-333.9921
615,-334.0874,-334.0586,-334.0129,-334.0983
616,-334.0726,-334.0939,-333.995,-334.0601
617,-334.0229,-334.0444,-334.0222,-334.0582
618,-334.1351,-334.152,-334.0717,-334.0293
619,-334.2067,-334.123,-334.0413,-334.0622
620,-334.131,-334.1039,-334.0386,-334.1953
621,-334.1542,-334.0704,-333.9476,-334.0853
622,-334.2224,-334.1869,-334.0446,-334.1352
623,-334.142,-334.1876,-333.9712,-334.08
624,-334.0932,-334.1963,-333.9739,-334.0879
625,-334.0626,-334.193,-334.0822,-333.9846
626,-334.0955,-334.1774,-334.0203,-334.1301
627,-334.0853,-334.2553,-334.0099,-334.0832
628,-334.0411,-334.1587,-334.0635,-334.121
629,-334.2246,-334.1184,-333.9659,-334.0828
630,-334.2592,-334.0608,-333.9563,-334.0615
631,-334.1144,-334.097,-333.9875,-334.1288
632,-334.1195,-334.1492,-334.0293,-334.1444
633,-334.261,-334.0969,-334.0788,-334.1418
634,-334.109,-334.1529,-334.1334,-334.1024
635,-334.1547,-334.0952,-334.0805,-334.1094
636,-334.1582,-334.1021,-334.0749,-334.1406
637,-334.0999,-334.2845,-334.148,-333.8237
638,-334.0778,-334.1779,-334.0983,-334.0628
639,-334.1951,-334.1844,-334.1829,-333.9261
640,-334.229,-334.2188,-334.5149,-334.1425
641,-334.0979,-334.2527,-334.0603,-334.0258
642,-334.1839,-334.2812,-334.1288,-334.0668
643,-334.1181,-334.2168,-334.0986,-334.1336
644,-334.0529,-334.1996,-334.1039,-334.0218
645,-334.0918,-334.181,-334.0108,-334.1346
646,-334.0111,-334.1991,-334.0784,-334.0486
647,-334.0919,-334.2144,-334.0518,-334.0823
648,-334.129,-334.2193,-333.9872,-334.1476
649,-334.1342,-334.2198,-334.0883,-334.0772
650,-334.0779,-334.2136,-333.9958,-334.0823
651,-334.2055,-334.1788,-334.031,-334.0422
652,-334.1225,-334.2021,-333.9453,-334.0797
653,-334.1548,-334.1489,-334.0038,-334.1832
654,-334.1518,-334.2366,-334.0898,-334.1728
655,-334.0343,-334.2429,-333.991,-334.1227
656,-334.2078,-334.2578,-334.0324,-334.1126
657,-334.2159,-334.2314,-334.0144,-334.2012
658,-334.0638,-334.2665,-334.0235,-334.1766
659,-334.0146,-334.2311,-334.0296,-334.1847
660,-334.0186,-334.2261,-333.9131,-334.2538
661,-334.0686,-334.2723,-333.9866,-334.1204
662,-334.0688,-334.2576,-334.1264,-334.1073
663,-334.0699,-334.152,-334.0905,-334.2029
664,-334.0726,-334.2452,-334.1286,-334.2247
665,-334.1051,-334.2755,-334.1096,-334.1889
666,-334.2038,-334.1854,-334.1186,-334.2341
667,-334.29,-334.3375,-334.1958,-334.1454
668,-334.2952,-334.2386,-334.0986,-334.1867
669,-334.3234,-334.3798,-334.1347,-334.148
670,-334.3374,-334.3149,-334.118,-334.0515
671,-334.1805,-334.3049,-334.1133,-334.262
672,-334.1241,-334.3447,-334.0641,-334.1051
673,-334.241,-334.2845,-334.0819,-334.1407
674,-334.2403,-334.3003,-334.1907,-334.1257
675,-334.1226,-334.2794,-334.1252,-334.2543
676,-334.3059,-334.3377,-334.1009,-334.1657
677,-334.2278,-334.288,-334.0953,-334.117
678,-334.0845,-334.3094,-334.0438,-334.1642
679,-334.0763,-334.268,-334.2044,-334.1719
680,-334.1197,-334.287,-358.9231,-334.2141
681,-334.2521,-334.3414,-334.1338,-334.1058
682,-334.2538,-334.2932,-334.1048,-334.117
683,-334.212,-334.3062,-334.2015,-334.1474
684,-334.1728,-334.2997,-334.1191,-334.1013
685,-334.2119,-334.3135,-334.1329,-334.1844
686,-334.1746,-334.3915,-334.0132,-334.1392
687,-334.1307,-334.3256,-334.0959,-334.1194
688,-334.2769,-334.2439,-334.2133,-334.2149
689,-334.2662,-334.3093,-334.0143,-334.2051
690,-334.2613,-334.2871,-334.049,-334.279
691,-334.3544,-334.3904,-334.0117,-334.2962
692,-334.2061,-334.2968,-334.0826,-334.2356
693,-334.233,-334.2812,-334.174,-334.1564
694,-334.0758,-334.3721,-334.2354,-334.1629
695,-334.237,-334.2893,-334.2498,-334.1737
696,-334.3161,-334.2437,-334.1611,-334.2821
697,-334.1794,-334.2816,-334.3082,-334.2222
698,-334.2549,-334.2653,-334.2133,-334.1801
699,-334.2089,-334.2133,-334.1794,-334.2115
700,-334.2841,-334.3809,-334.1703,-334.1953
701,-334.2263,-334.2967,-334.2348,-334.1537
702,-334.2645,-334.3266,-334.19,-334.2678
703,-334.1942,-334.3721,-334.2387,-334.2609
704,-334.246,-334.3758,-334.3449,-334.2943
705,-334.3853,-334.3925,-334.2654,-334.2047
706,-334.2994,-334.3188,-334.2745,-334.2515
707,-334.3563,-334.3677,-334.1689,-334.2947
708,-334.1957,-334.3381,-334.1863,-334.2771
709,-334.3358,-334.3262,-334.2417,-334.1806
710,-334.3858,-334.3637,-334.2257,-334.2269
711,-334.2777,-334.4228,-334.2533,-334.3214
712,-334.274,-334.4473,-334.1913,-334.2147
713,-334.2382,-334.42,-333.9563,-334.3134
714,-334.2296,-334.3554,-334.1665,-334.2776
715,-334.1934,-334.3905,-334.1585,-334.2585
716,-334.2317,-334.3952,-334.0945,-334.2147
717,-334.1797,-334.3393,-334.1754,-334.268
718,-334.1381,-334.371,-334.282,-334.2739
719,-334.2084,-334.4286,-334.2365,-334.3527
720,-334.2588,-334.4115,-334.0974,-334.2663
721,-334.1461,-334.4527,-334.1626,-334.2766
722,-334.2484,-334.3767,-334.2002,-334.2868
723,-334.2563,-334.4675,-334.3052,-334.3579
724,-334.2616,-334.461,-334.2204,-334.2508
725,-334.3035,-334.3877,-334.273,-334.2509
726,-334.1649,-334.4424,-334.2622,-334.2752
727,-334.3003,-334.39,-334.2807,-334.2026
728,-334.2864,-334.3619,-334.3176,-334.2357
729,-334.2274,-334.3339,-334.2326,-334.2039
730,-334.334,-334.3665,-334.2463,-334.1866
731,-334.3563,-334.326,-334.2627,-334.1093
732,-334.2814,-334.3106,-334.2035,-334.2386
733,-334.3182,-334.3444,-334.2615,-334.1257
734,-334.2983,-334.3278,-334.2245,-334.2396
735,-334.1439,-334.3995,-334.1924,-334.2495
736,-334.1898,-334.3914,-334.2365,-334.3064
737,-334.2335,-334.4408,-334.2715,-334.3096
738,-334.3334,-334.3883,-334.29,-334.3317
739,-334.3519,-334.3405,-334.2354,-334.2184
740,-334.2578,-334.4081,-334.165,-334.1927
741,-334.3072,-334.4123,-334.189,-334.1762
742,-334.2809,-334.4149,-334.2256,-334.2662
743,-334.3243,-334.374,-333.9962,-334.3232
744,-334.3255,-334.4294,-334.2172,-334.1403
745,-334.4302,-334.4155,-334.2745,-334.1956
746,-334.1588,-334.3282,-334.2798,-334.2754
747,-334.3283,-334.3317,-334.3306,-334.162
748,-334.3697,-334.3686,-334.2521,-334.2301
749,-334.1897,-334.3449,-334.2528,-334.2465
750,-334.2649,-334.2961,-334.2048,-334.1913
751,-334.3327,-334.4359,-334.135,-334.6257
752,-334.3029,-334.4423,-334.1924,-334.1454
753,-334.241,-334.4041,-334.1872,-334.2464
754,-334.2824,-334.3527,-334.1683,-334.2726
755,-334.3934,-334.3899,-334.2075,-334.3093
756,-334.3937,-334.4717,-334.1747,-334.399
757,-334.2778,-334.4161,-334.2548,-334.2606
758,-334.328,-334.477,-334.3507,-334.2172
759,-334.243,-334.3924,-334.1014,-334.3152
760,-334.2827,-334.4734,-334.222,-334.285
761,-334.2865,-334.4051,-334.2301,-334.3284
762,-334.2295,-334.4673,-334.1841,-334.3109
763,-334.3081,-334.4174,-334.2676,-334.3182
764,-334.4268,-334.4911,-334.3156,-334.3456
765,-334.2823,-334.4872,-334.3129,-334.3959
766,-334.2682,-334.4318,-334.3288,-334.2894
767,-334.2711,-334.4596,-334.2025,-334.379
768,-334.3178,-334.3585,-334.2979,-334.2974
769,-334.2637,-334.4906,-334.3881,-334.2887
770,-334.4004,-334.4443,-334.2814,-334.3333
771,-334.4201,-334.4796,-334.3439,-334.2878
772,-334.3985,-334.4426,-334.3138,-334.3275
773,-334.3328,-334.4753,-334.2838,-334.2234
774,-334.3491,-334.4695,-334.329,-334.3051
775,-334.3201,-334.5519,-334.332,-334.3285
776,-334.3906,-334.4525,-334.3864,-334.3143
777,-334.4056,-334.4489,-334.2835,-334.27
778,-334.4916,-334.511,-334.2271,-334.3789
779,-334.4671,-334.37,-334.3094,-334.2327
780,-334.4516,-334.4338,-334.4738,-334.1926
781,-334.3655,-334.5013,-334.3194,-334.2842
782,-334.4045,-334.3861,-334.3864,-334.258
783,-334.4742,-334.4343,-334.3077,-334.3304
784,-334.415,-334.4213,-334.3527,-334.2701
785,-334.3912,-334.4785,-334.4141,-334.2653
786,-334.3865,-334.5163,-334.2946,-334.2968
787,-334.4444,-334.4787,-334.3683,-334.1969
788,-334.2714,-334.5015,-334.3563,-334.2559
789,-334.3472,-334.4617,-334.3249,-334.297
790,-334.2753,-334.424,-334.3265,-334.3938
791,-334.2951,-334.4884,-334.3111,-334.3104
792,-334.2183,-334.5023,-334.3806,-334.2667
793,-334.3059,-334.5235,-334.326,-334.2688
794,-334.0837,-334.5345,-334.3924,-334.2818
795,-334.3727,-334.4952,-334.3294,-334.3083
796,-334.3217,-334.5914,-334.4102,-334.3743
797,-334.2663,-334.443,-334.2876,-334.1745
798,-334.2783,-334.6003,-334.3946,-334.3137
799,-334.3411,-334.4358,-334.2781,-334.3313
800,-334.3391,-334.4384,-334.2746,-334.3587
801,-334.3124,-334.3695,-334.3779,-334.3096
802,-334.317,-334.4464,-334.3389,-334.3501
803,-334.3661,-334.3011,-334.3264,-334.398
804,-334.3456,-334.3344,-334.3763,-334.3279
805,-334.342,-334.5495,-334.3668,-334.1805
806,-334.2912,-334.4847,-334.2867,-334.3529
807,-334.3172,-334.4768,-334.3653,-334.2981
808,-334.3734,-334.3785,-334.371,-334.457
809,-334.3131,-334.5449,-334.387,-334.4732
810,-334.2662,-334.5247,-334.4104,-334.4071
811,-333.9705,-334.508,-334.4046,-334.3325
812,-334.393,-334.5199,-334.391,-334.3072
813,-334.2423,-334.5701,-334.4097,-334.4361
814,-334.2679,-334.4434,-334.3399,-334.3609
815,-334.3081,-334.3857,-334.3244,-334.4384
816,-334.3386,-334.4959,-334.3787,-334.458
817,-334.3378,-334.5526,-334.3416,-334.3249
818,-334.4372,-334.456,-334.4006,-334.3542
819,-334.407,-334.5505,-334.3754,-334.4718
820,-334.4258,-334.4955,-334.288,-334.4344
821,-334.4971,-334.4694,-334.346,-334.3493
822,-334.4426,-334.4664,-334.3038,-334.2956
823,-334.3983,-334.5088,-334.3578,-334.477
824,-334.3999,-334.3686,-334.3873,-334.492
825,-334.4337,-334.514,-334.4332,-334.3693
826,-334.3872,-334.3599,-334.3388,-334.4161
827,-334.4496,-334.4672,-334.3024,-334.3437
828,-334.4176,-334.5424,-334.437,-334.3438
829,-334.3966,-334.4664,-334.3664,-334.3759
830,-334.4495,-334.5258,-334.3419,-334.4056
831,-334.4105,-334.4672,-334.3978,-334.3691
832,-334.5007,-334.4772,-334.3185,-334.3444
833,-334.3962,-334.5079,-334.4545,-334.341
834,-334.4743,-334.4534,-334.3896,-334.3781
835,-334.5154,-334.4682,-334.3246,-334.3778
836,-334.4579,-334.4901,-334.3877,-334.4041
837,-334.441,-334.5592,-334.4203,-334.3723
838,-334.551,-334.5677,-334.3668,-334.4632
839,-334.4575,-334.4577,-334.411,-334.4628
840,-334.3866,-334.5713,-334.4757,-334.4307
841,-334.4112,-334.4642,-334.3616,-334.4052
842,-334.4159,-334.5398,-334.4232,-334.3681
843,-334.4713,-334.5288,-334.3686,-334.4288
844,-334.4997,-334.4401,-334.4507,-334.3688
845,-334.4325,-334.58,-334.488,-334.3574
846,-334.5408,-334.4904,-334.4146,-334.3608
847,-334.2462,-334.4929,-334.4741,-334.3875
848,-334.5204,-334.5322,-334.4321,-334.3564
849,-334.5122,-334.5705,-334.3817,-334.3788
850,-334.4708,-334.4923,-334.3785,-334.4601
851,-334.4214,-334.5487,-334.3153,-334.3069
852,-334.3902,-334.6119,-334.394,-334.3298
853,-334.3425,-334.549,-334.3676,-334.4589
854,-334.4141,-334.5706,-334.4001,-334.4336
855,-334.4803,-334.5338,-334.4567,-334.4218
856,-334.4722,-334.5471,-334.3329,-334.3806
857,-334.4975,-334.5743,-334.3859,-334.446
858,-334.3802,-334.5881,-334.4094,-334.4612
859,-334.5098,-334.5732,-334.4761,-334.399
860,-334.2964,-334.4911,-334.4317,-334.3275
861,-334.3983,-334.4795,-334.3621,-334.3957
862,-334.3444,-334.5123,-334.3983,-334.3979
863,-334.3133,-334.6387,-334.4112,-334.4378
864,-334.4622,-334.4941,-334.419,-334.3897
865,-334.4245,-334.4035,-334.4742,-334.3501
866,-334.3733,-334.4988,-334.4596,-334.3793
867,-334.3792,-334.5724,-334.3398,-334.4149
868,-334.4353,-334.6142,-334.3489,-334.4639
869,-334.4448,-334.606,-334.3016,-334.4793
870,-334.4011,-334.5671,-334.3693,-334.3809
871,-334.4345,-334.6084,-334.4011,-334.4084
872,-334.5199,-334.5402,-334.3408,-334.4844
873,-334.5454,-334.4885,-334.4545,-334.417
874,-334.4266,-334.4713,-334.3985,-334.5034
875,-334.5736,-334.5684,-334.3786,-334.4377
876,-334.5323,-334.5656,-334.4832,-334.3942
877,-334.4607,-334.5868,-334.3399,-334.4449
878,-334.4086,-334.5507,-334.4403,-334.5251
879,-334.4745,-334.6046,-334.3183,-334.515
880,-334.2536,-334.545,-334.3742,-334.4023
881,-334.3968,-334.6506,-334.422,-334.4062
882,-334.4748,-334.6251,-334.3867,-334.4759
883,-334.4534,-334.5874,-334.3589,-334.4191
884,-334.4,-334.6566,-334.4383,-334.3843
885,-334.4388,-334.625,-334.4794,-334.4084
886,-334.3641,-334.5534,-334.4682,-334.4516
887,-334.4947,-334.6129,-334.4324,-334.4691
888,-334.5361,-334.596,-334.4228,-334.4654
889,-334.5252,-334.5099,-334.462,-334.4797
890,-334.5709,-334.5323,-334.4069,-334.3999
891,-334.4361,-334.5651,-334.3473,-334.451
892,-334.4344,-334.6603,-334.4525,-334.374
893,-334.5351,-334.6113,-334.366,-334.4309
894,-334.5976,-334.5647,-334.4302,-334.4213
895,-334.4875,-334.5323,-334.4304,-334.4242
896,-334.5191,-334.516,-334.4893,-334.4137
897,-334.5649,-334.565,-334.5315,-334.405
898,-334.4975,-334.5451,-334.4531,-334.471
899,-334.4969,-334.5203,-334.35,-334.4929
900,-334.5305,-334.5743,-334.4018,-334.4803
901,-334.564,-334.5661,-334.4755,-334.4573
902,-334.5373,-334.6908,-334.5078,-334.4973
903,-334.4975,-334.7019,-334.4264,-334.5257
904,-334.5873,-334.6861,-334.4364,-334.4026
905,-334.5367,-334.6508,-334.4478,-334.3329
906,-334.4216,-334.6409,-334.4156,-334.4579
907,-334.5589,-334.629,-334.4247,-334.2949
908,-334.5875,-334.6322,-334.472,-334.4589
909,-334.5594,-334.6512,-334.4099,-334.4672
910,-334.5584,-334.5745,-334.4902,-334.4772
911,-334.4519,-334.6817,-334.3735,-334.4816
912,-334.5229,-334.6476,-334.3621,-334.461
913,-334.4713,-334.627,-334.4206,-334.4945
914,-334.4735,-334.4744,-334.5227,-334.2516
915,-334.541,-334.5601,-334.1356,-334.453
916,-334.5175,-334.6312,-334.392,-334.5072
917,-334.4787,-334.5892,-334.5598,-334.4708
918,-334.4934,-334.6096,-334.434,-334.4898
919,-334.5075,-334.6225,-334.4474,-334.4568
920,-334.4803,-334.6237,-334.4738,-334.429
921,-334.5733,-334.6006,-334.4154,-334.5502
922,-334.6047,-334.6204,-334.4716,-334.3806
923,-334.5311,-334.6497,-334.4789,-334.4905
924,-334.4834,-334.7019,-334.4918,-334.4848
925,-334.561,-334.5596,-334.4977,-334.5018
926,-334.569,-334.6966,-334.4969,-334.4371
927,-334.555,-334.5812,-334.4474,-334.4082
928,-334.4958,-334.6029,-334.4332,-334.4369
929,-334.5443,-334.6705,-334.4783,-334.4663
930,-334.5658,-334.6403,-334.5106,-334.3982
931,-334.545,-334.5973,-334.4513,-334.4907
932,-334.5384,-334.7418,-334.4928,-334.2072
933,-334.5498,-334.5901,-334.4514,-334.4845
934,-334.5551,-334.5923,-334.4685,-334.3392
935,-334.6133,-334.4941,-334.4784,-334.4937
936,-334.6263,-334.6818,-334.5627,-334.4756
937,-334.5713,-334.6708,-334.361,-334.3933
938,-334.5228,-334.6887,-334.446,-334.4317
939,-334.5138,-334.6584,-334.5143,-334.3712
940,-334.5815,-334.6142,-334.522,-334.3894
941,-334.5457,-334.6696,-334.5469,-334.4285
942,-334.6275,-334.673,-334.4485,-334.4418
943,-334.5035,-334.5753,-334.4728,-334.4754
944,-334.5109,-334.6239,-334.2864,-334.4904
945,-334.5591,-334.6493,-334.3665,-334.3837
946,-334.5631,-334.597,-334.3186,-334.4304
947,-334.5413,-334.5971,-334.3761,-334.3959
948,-334.532,-334.6567,-334.4596,-334.4681
949,-334.5,-334.6752,-334.4466,-334.4068
950,-334.5815,-334.6971,-334.4495,-334.4799
951,-334.6093,-334.6895,-334.4385,-334.5129
952,-334.6065,-334.7259,-334.4147,-334.6049
953,-334.5922,-334.5993,-334.4158,-334.554
954,-334.5831,-334.6396,-334.5286,-334.5343
955,-334.6797,-334.5757,-334.5148,-334.4571
956,-334.5267,-334.7182,-334.4056,-334.5446
957,-334.4924,-334.7482,-334.4417,-334.523
958,-334.5166,-334.708,-334.4826,-334.5577
959,-334.515,-334.6646,-334.511,-334.5776
960,-334.5439,-334.7272,-334.5009,-334.5473
961,-334.5944,-334.6646,-334.5377,-334.5615
962,-334.5551,-334.7115,-334.4442,-334.5281
963,-334.5537,-334.6298,-334.391,-334.4466
964,-334.5516,-334.6669,-334.4584,-334.4816
965,-334.6124,-334.6674,-334.4951,-334.4619
966,-334.5209,-334.6935,-334.4613,-334.5419
967,-334.6212,-334.625,-334.4638,-334.516
968,-334.5249,-334.687,-334.4742,-334.4902
969,-334.5809,-334.6484,-334.4596,-334.4427
970,-334.5675,-334.6021,-334.5286,-334.4724
971,-334.641,-334.6245,-334.4991,-334.4666
972,-334.5305,-334.6257,-334.5281,-334.5239
973,-334.6175,-334.6212,-334.4813,-334.5704
974,-334.6008,-334.6895,-334.6106,-334.3571
975,-334.601,-334.7865,-334.5705,-334.4124
976,-334.5457,-334.6693,-334.4851,-334.4056
977,-334.6,-334.7259,-334.5051,-334.5741
978,-334.6461,-334.6978,-334.4767,-334.5779
979,-334.6386,-334.6591,-334.4873,-334.5084
980,-334.6241,-334.6826,-334.5574,-334.5773
981,-334.5039,-334.6766,-334.5011,-334.511
982,-334.6341,-334.7191,-334.4931,-334.5922
983,-334.5823,-334.6678,-334.5578,-334.5726
984,-334.6083,-334.6468,-334.9284,-334.5301
985,-334.6331,-334.6205,-334.5005,-334.5535
986,-334.632,-334.596,-334.583,-334.5943
987,-334.5869,-334.6202,-334.5081,-334.5392
988,-334.5661,-334.664,-334.567,-334.5326
989,-334.5899,-334.7247,-334.5269,-334.5155
990,-334.6334,-334.6556,-334.5547,-334.4178
991,-334.6158,-334.6498,-334.5086,-334.5217
992,-334.5994,-334.6314,-334.5158,-334.6208
993,-334.613,-334.6159,-334.4845,-334.5624
994,-334.5725,-334.6253,-334.5136,-334.5877
995,-334.5909,-334.5441,-334.4545,-334.5927
996,-334.5345,-334.6835,-334.5016,-334.5493
997,-334.6307,-334.6921,-334.5141,-334.5706
998,-334.6313,-334.7215,-334.4934,-334.565
999,-334.6624,-334.6507,-334.4637,-334.6259
1000,-334.4473,-334.6879,-334.4679,-334.4575
1001,-334.6278,-334.751,-334.4472,-334.5179
1002,-334.6714,-334.7328,-334.4055,-334.5469
1003,-334.5302,-334.762,-334.449,-334.5073
1004,-334.6498,-334.7545,-334.4764,-334.5887
1005,-334.6068,-334.7222,-334.506,-334.5179
1006,-334.6063,-334.7712,-334.4771,-334.6191
1007,-334.6143,-334.7117,-334.5819,-334.559
1008,-334.5123,-334.7374,-334.5332,-334.5131
1009,-334.5345,-334.7482,-334.4726,-334.6008
1010,-334.6036,-334.7619,-334.4354,-334.5593
1011,-334.5095,-334.6813,-334.4933,-334.5775
1012,-334.6782,-334.6293,-334.5274,-334.6784
1013,-334.5641,-334.7308,-334.6026,-334.6151
1014,-334.6342,-334.6921,-334.5454,-334.6489
1015,-334.5813,-334.6462,-334.5789,-334.5744
1016,-334.6099,-334.7149,-334.4707,-334.5983
1017,-334.6661,-334.6596,-334.5871,-334.5941
1018,-334.6004,-334.6366,-334.4885,-334.6094
1019,-334.632,-334.5679,-334.5823,-334.6114
1020,-334.6123,-334.6435,-334.5792,-334.5582
1021,-334.6361,-334.6415,-334.5739,-334.555
1022,-334.6921,-334.6778,-334.5224,-334.5946
1023,-334.7126,-334.6553,-334.566,-334.6304
1024,-334.5983,-334.6729,-334.5056,-334.5071
1025,-334.6507,-334.7231,-334.5796,-334.601
1026,-334.6548,-334.6434,-334.5556,-334.5286
1027,-334.6039,-334.6977,-334.5463,-334.5198
1028,-334.5103,-334.7415,-334.5627,-334.6083
1029,-334.5805,-334.7576,-334.5529,-334.5471
1030,-334.5984,-334.6569,-334.5521,-334.5462
1031,-334.603,-334.6712,-334.4585,-334.5522
1032,-334.6368,-334.6624,-334.598,-334.5377
1033,-334.6317,-334.7246,-334.6314,-334.5941
