jastrow,n_carbon,angle,cutoff,steps,E,E_std,t
no,8,0,3.0,6000,-306.8639686493035,1.4806382405130487,1.3759364830330014
no,8,0,3.0,6200,-306.86506112072476,1.082174163115652,1.3606290710158646
no,8,0,3.0,6400,-306.86571291990754,1.1141880750656128,1.3657364528626204
no,8,0,3.0,6600,-306.8670773350756,1.126690293613233,1.2935741958208382
no,8,0,3.0,6800,-306.86809492131425,1.070994744175359,1.3049498801119626
no,8,0,3.0,7000,-306.86911192801153,1.1213203731336092,1.2991201258264482
no,8,0,3.0,7200,-306.8723244994842,1.1421631135438617,1.3606467549689114
no,8,0,3.0,7400,-306.87316976722474,1.1249138618770398,1.2997302440926433
no,8,0,3.0,7600,-306.8755864442997,1.1455415048097308,1.3664627149701118
no,8,0,3.0,7800,-306.8771789621731,1.0343418403675682,1.3034953991882503
no,8,0,3.0,8000,-306.8782331134431,1.0540583604260494,1.3120190482586622
no,8,0,3.0,8200,-306.88038201876753,1.1976813736714815,1.3692247839644551
no,8,0,3.0,8400,-306.88006510912,1.1083507412358333,1.3648781720548868
no,8,0,3.0,8600,-306.8779069424131,1.0675203455121893,1.306381261907518
no,8,0,3.0,8800,-306.87716570732397,1.1374000812831677,1.365037466865033
no,8,0,3.0,9000,-306.87476069931404,1.0425275407339398,1.298353766091168
no,8,0,3.0,9200,-306.8757023201603,1.0643736876939471,1.3614840959198773
no,8,0,3.0,9400,-306.87646219209984,0.9993482420319005,1.3425872349180281
no,8,0,3.0,9600,-306.87866150514054,1.1372115768884357,1.3008002359420061
no,8,0,3.0,9800,-306.8815452425741,1.064651304169705,1.3612350430339575
no,8,0,3.0,10000,-306.8815412063305,1.0140509448553388,1.3670761589892209
no,8,0,3.0,10200,-306.8823143345213,1.087041061175497,1.3634866098873317
no,8,0,3.0,10400,-306.8827221052594,1.0636081821040104,1.3047244301997125
no,8,0,3.0,10600,-306.8849985533763,1.0334156532036631,1.2987848222255707
no,8,0,3.0,10800,-306.8861097105991,1.0300038770625466,1.3603933677077293
no,8,0,3.0,11000,-306.88705977614774,1.018962966768365,1.3013465269468725
no,8,0,3.0,11200,-306.8874386419118,0.9978271158117997,1.3646946400403976
no,8,0,3.0,11400,-306.88764552373465,1.1711145639419556,1.3585650399327278
no,8,0,3.0,11600,-306.8864950364732,1.119072255335356,1.3048620391637087
no,8,0,3.0,11800,-306.88581213936584,1.034591677941774,1.3657083860598505
no,8,0,3.0,12000,-306.8840148565215,1.0332871079444885,1.3607407319359481
no,8,0,3.0,12200,-306.88456356495493,1.013453838072325,1.2974535441026092
no,8,0,3.0,12400,-306.885394761955,1.019294183505209,1.2992198667488992
no,8,0,3.0,12600,-306.8862189657204,1.1185824871063232,1.3013607477769256
no,8,0,3.0,12800,-306.8865188073967,1.2306003382331447,1.3586587039753795
no,8,0,3.0,13000,-306.8868483621338,1.0152137593219155,1.2950388710014522
no,8,0,3.0,13200,-306.8880560421616,1.0659921733956588,1.3001285227946937
no,8,0,3.0,13400,-306.8897638859,1.1098563922078986,1.3095227940939367
no,8,0,3.0,13600,-306.89056845971,1.0579732248657627,1.369995268061757
no,8,0,3.0,13800,-306.89093056362316,1.013624514404096,1.3022336587309837
no,8,0,3.0,14000,-306.89110939134736,1.00365990714023,1.3597455313429236
no,8,0,3.0,14200,-306.8928143494788,1.0290789008140564,1.3002154710702598
no,8,0,3.0,14400,-306.8935504564151,1.0377302514879327,1.3592739989981055
no,8,0,3.0,14600,-306.8936106887526,0.9690716078406886,1.361313323955983
no,8,0,3.0,14800,-306.8933264411956,1.2154811369745355,1.2938085640780628
no,8,0,3.0,15000,-306.8925968935317,1.0659558835782503,1.2952655269764364
no,8,0,3.0,15200,-306.8920010987537,1.0205920934677124,1.359062127303332
no,8,0,3.0,15400,-306.8914677241469,1.0793081710213108,1.3589620990678668
no,8,0,3.0,15600,-306.8914615049071,1.0641912190537703,1.3641598131507635
no,8,0,3.0,15800,-306.8913638323892,0.994629797182585,1.3156326711177826
no,8,0,3.0,16000,-306.89201621217546,1.007189010318957,1.3665173542685807
no,8,0,3.0,16200,-306.8928211968078,0.988503496897848,1.30208726413548
no,8,0,3.0,16400,-306.89208344768804,1.0565693127481561,1.309904893860221
no,8,0,3.0,16600,-306.8928472640448,0.9752191399273119,1.3043150859884918
no,8,0,3.0,16800,-306.89432128173024,0.9480336026141518,1.3013857332989573
no,8,0,3.0,17000,-306.89425649495394,1.0507128615128367,1.3605564292520285
no,8,0,3.0,17200,-306.89427922993065,1.3140686907266315,1.3617974952794611
no,8,0,3.0,17400,-306.8957563820354,0.9422983715408727,1.3231232990510762
no,8,0,3.0,17600,-306.8963278316299,0.9552473488606905,1.3587049362249672
no,8,0,3.0,17800,-306.8966545762042,1.0115217190039785,1.3629082860425115
no,8,0,3.0,18000,-306.8967241416853,0.9761164815802323,1.3645699569024146
no,8,0,3.0,18200,-306.8974419215287,0.9458304518147519,1.3601172911003232
no,8,0,3.0,18400,-306.8979293317722,1.0074233130404824,1.3114740271121264
no,8,0,3.0,18600,-306.89773799086237,1.2092946924661334,1.308986228890717
no,8,0,3.0,18800,-306.89908837279546,0.9417712845300373,1.311104849446565
no,8,0,3.0,19000,-306.89926889337386,0.9894158400987324,1.297346084844321
no,8,0,3.0,19200,-306.89849037027057,0.9740101977398521,1.3095435267314315
no,8,0,3.0,19400,-306.8981330957934,0.9797439543824447,1.3603502069599926
no,8,0,3.0,19600,-306.8983137177782,1.041437290216747,1.298053442966193
no,8,0,3.0,19800,-306.8978652314913,1.0419879963523464,1.3039337336085737
no,8,0,5.0,0,-298.1405792236328,13.381719875335694,1.6394537060987204
no,8,0,5.0,200,-302.43709163084594,9.928769563373766,1.621616735123098
no,8,0,5.0,400,-304.6825446701564,5.429736388357062,1.6357791488990188
no,8,0,5.0,600,-305.59034703822135,4.325733335394609,1.6276080217212439
no,8,0,5.0,800,-306.12537666793503,3.4314667551141036,1.624609257094562
no,8,0,5.0,1000,-306.379349372373,3.090379752610859,1.6216729767620564
no,8,0,5.0,1200,-306.542245521641,2.180819975702386,1.6315989280119538
no,8,0,5.0,1400,-306.64078752776976,2.047421147948817,1.6164028579369187
no,8,0,5.0,1600,-306.70847973935616,1.6774876368673224,1.6234204629436135
no,8,0,5.0,1800,-306.76405178808983,1.3202079660014103,1.6303301062434912
no,8,0,5.0,2000,-306.7932134920174,1.5060806337155794,1.626225498970598
no,8,0,5.0,2200,-306.8094520069622,1.283236208714937,1.6224715509451926
no,8,0,5.0,2400,-306.83604837577354,1.2044833584835655,1.61570246797055
no,8,0,5.0,2600,-306.8506777255813,1.1672431889333224,1.6250426126644015
no,8,0,5.0,2800,-306.85039527461913,1.1985848044094287,1.6258083009161055
no,8,0,5.0,3000,-306.8645195672093,1.0445512188108343,1.6142506399191916
no,8,0,5.0,3200,-306.87673956646495,1.0541526643853438,1.6175875891931355
no,8,0,5.0,3400,-306.8852570139165,1.0632545791174237,1.6279548360034823
no,8,0,5.0,3600,-306.8901097108499,1.091411778801366,1.622170121408999
no,8,0,5.0,3800,-306.8934248553678,0.9613368793537742,1.617584957741201
no,8,0,5.0,4000,-306.89579734578825,1.0271674049528021,1.6233756863512099
no,8,0,5.0,4200,-306.901451387309,0.9396460495497051,1.6199101521633565
no,8,0,5.0,4400,-306.90640340781505,1.092125698139793,1.615670362021774
no,8,0,5.0,4600,-306.90436891595425,1.029956108645389,1.6182170151732862
no,8,0,5.0,4800,-306.9023135911875,0.9705769325557508,1.6204488440416753
no,8,0,5.0,5000,-306.9034110762837,0.89002651917307,1.6277406690642238
no,8,0,5.0,5200,-306.9063484615462,0.915896149058091,1.6202283767051995
no,8,0,5.0,5400,-306.90968096304863,0.9889108695481953,1.6201158240437508
no,8,0,5.0,5600,-306.91505554708004,0.9257881766871402,1.6280398396775126
no,8,0,5.0,5800,-306.91652518360104,0.850356544318952,1.6104563269764185
no,8,0,5.0,6000,-306.9180000370559,0.8207266989507174,1.6192358108237386
no,8,0,5.0,6200,-306.9178406102853,0.9846043649472689,1.6204653629101813
no,8,0,5.0,6400,-306.9167579534979,0.8994787523621007,1.6253905198536813
no,8,0,5.0,6600,-306.9166983617248,0.8910757303237915,1.625722527038306
no,8,0,5.0,6800,-306.91766965876496,0.8853567995523152,1.626490613911301
no,8,0,5.0,7000,-306.9206724237688,0.821025666437651,1.6188607709482312
no,8,0,5.0,7200,-306.9227424004989,0.8629912984998602,1.6160793607123196
no,8,0,5.0,7400,-306.9240785146715,0.8172918965941981,1.6264125443995
no,8,0,5.0,7600,-306.92575594343435,0.8255105771516499,1.6117855180054903
no,8,0,5.0,7800,-306.92763113183855,0.8082952624873111,1.619350178167224
no,8,0,5.0,8000,-306.92769396810877,0.8432464944688898,1.6152042257599533
no,8,0,5.0,8200,-306.92751613242416,0.9221791217201635,1.6163166998885572
no,8,0,5.0,8400,-306.9272632017274,0.9100500376600968,1.625414775684476
no,8,0,5.0,8600,-306.9268715603983,0.8572599636880975,1.627092749811709
no,8,0,5.0,8800,-306.926899605857,0.7845338394767359,1.6196987871080637
no,8,0,5.0,9000,-306.9269069490868,0.839853076558364,1.6312022637575865
no,8,0,5.0,9200,-306.9290944009685,0.8019052022381833,1.6207351651974022
no,8,0,5.0,9400,-306.9313500566086,0.8436635983617682,1.6171804796904325
no,8,0,5.0,9600,-306.9310731229459,0.7863660392008329,1.6138038570061326
no,8,0,5.0,9800,-306.9331932182975,0.7817109509518272,1.6281045679934323
no,8,0,5.0,10000,-306.9357476282435,0.7470526977589256,1.6212756312452257
no,8,0,5.0,10200,-306.93658447649483,0.741582801467494,1.6265245890244842
no,8,0,5.0,10400,-306.93714441413294,0.9814298780340898,1.616735689342022
no,8,0,5.0,10600,-306.93720911348555,0.7611437659514578,1.621082709170878
no,8,0,5.0,10800,-306.9371842989204,0.7361921228860554,1.6303211920894682
no,8,0,5.0,11000,-306.9367727761458,0.7660361183317084,1.6150883920490742
no,8,0,5.0,11200,-306.93577727584045,0.7888878207457694,1.6276625492610037
no,8,0,5.0,11400,-306.93587898083314,0.7400065848701879,1.617168024647981
no,8,0,5.0,11600,-306.93617671874335,0.7446515152328893,1.621917509008199
no,8,0,5.0,11800,-306.93690931165554,0.7987221887237147,1.6296658152714372
no,8,0,5.0,12000,-306.937222870936,0.8000003319037589,1.6253087897785008
no,8,0,5.0,12200,-306.9374073581976,0.7278173283526772,1.6138192270882428
no,8,0,5.0,12400,-306.9381079782707,0.817760307537882,1.6158558847382665
no,8,0,5.0,12600,-306.9386315799163,0.736316508368442,1.620344447903335
no,8,0,5.0,12800,-306.938514991992,0.7219013163917943,1.6259224321693182
no,8,0,5.0,13000,-306.9389472765077,0.7513955078626934,1.623951475135982
no,8,0,5.0,13200,-306.9386267291946,0.7489804029464722,1.6222886410541832
no,8,0,5.0,13400,-306.93845234592436,0.7125016356769361,1.6357929180376232
no,8,0,5.0,13600,-306.9391514008725,0.7236657738685608,1.6228237967006862
no,8,0,5.0,13800,-306.93988224188263,0.7375674341854296,1.6163029158487916
no,8,0,5.0,14000,-306.9404860122265,0.7438898839448628,1.6209481651894748
no,8,0,5.0,14200,-306.94101459436683,0.7043818298139071,1.6205588700249791
no,8,0,5.0,14400,-306.9419079870172,0.7263265471709403,1.6196820330806077
no,8,0,5.0,14600,-306.9426106277153,0.7536861676918832,1.6166658750735223
no,8,0,5.0,14800,-306.9433711253949,0.789851210619274,1.629490832798183
no,8,0,5.0,15000,-306.9429816955457,0.7113901313982511,1.6302578719332814
no,8,0,5.0,15200,-306.94279129702477,0.7367058647306342,1.6314304331317544
no,8,0,5.0,15400,-306.94328054219403,0.702426835110313,1.630688272882253
no,8,0,5.0,15600,-306.9437494442244,0.7347075531357213,1.6143062398768961
no,8,0,5.0,15800,-306.94376279070235,0.7254705178110223,1.6165711171925068
no,8,0,5.0,16000,-306.9430683425614,0.7282713369319314,1.6282986449077725
no,8,0,5.0,16200,-306.9428115617643,0.7083542817517331,1.6270337868481874
no,8,0,5.0,16400,-306.9428060534606,0.6715601463066904,1.6208188547752798
no,8,0,5.0,16600,-306.9438216111202,0.7588838338851929,1.6173873851075768
no,8,0,5.0,16800,-306.94397621298964,0.7198152416630795,1.6297560846433043
no,8,0,5.0,17000,-306.94373217563884,0.699146590734783,1.6210548421368003
no,8,0,5.0,17200,-306.94398615140426,0.706996644798078,1.6280744480900466
no,8,0,5.0,17400,-306.94435575598663,0.67415935428519,1.6132497694343328
no,8,0,5.0,17600,-306.94486029762083,0.7062528854922244,1.6144074029289186
no,8,0,5.0,17800,-306.94515535288036,0.7236262622632479,1.6277654422447085
no,8,0,5.0,18000,-306.9455638677984,0.6704261240206266,1.6169834388419986
no,8,0,5.0,18200,-306.9460627839814,0.6898830031093798,1.615547759924084
no,8,0,5.0,18400,-306.94567426009894,0.747742097628744,1.6223544580861926
no,8,0,5.0,18600,-306.9465716469472,0.7332012621979964,1.6234942832961679
no,8,0,5.0,18800,-306.94722802779717,0.7408921844080875,1.6238625328987837
no,8,0,5.0,19000,-306.9466594024717,0.7319406396464297,1.6180981318466365
no,8,0,5.0,19200,-306.94723160584084,0.6837346114610371,1.6119952592998743
no,8,0,5.0,19400,-306.94716106230504,0.7345637710470903,1.6282366178929806
no,8,0,5.0,19600,-306.9473278386212,0.8919954707748011,1.6228482061997056
no,8,0,5.0,19800,-306.94746754488165,0.6947665841955888,1.620583517011255
no,8,90,3.0,0,-299.35316162109376,12.67078914642334,1.374421556480229
no,8,90,3.0,200,-303.2694385602534,7.307158771314119,1.3203142560087144
no,8,90,3.0,400,-305.1461193357563,5.142806818610744,1.3703089361079037
no,8,90,3.0,600,-306.0370426873313,3.514093850788317,1.3678826438263059
no,8,90,3.0,800,-306.3422662799792,2.651772009698968,1.3754423637874424
no,8,90,3.0,1000,-306.52660327949906,2.407410747126529,1.3760443571954966
no,8,90,3.0,1200,-306.61487977304733,2.107254059691178,1.3043835400603712
no,8,90,3.0,1400,-306.64846376340756,1.8080018319581683,1.369599999859929
no,8,90,3.0,1600,-306.7034824933883,1.626181815799914,1.326680364087224
no,8,90,3.0,1800,-306.71965293581445,1.7759175488823338,1.3641369151882827
no,8,90,3.0,2000,-306.7351810197242,1.9444785494553416,1.3660723818466067
no,8,90,3.0,2200,-306.75482983398837,1.676552270588122,1.3786460291594267
no,8,90,3.0,2400,-306.7523116501472,1.7497444466540688,1.3128756419755518
no,8,90,3.0,2600,-306.77068620516314,1.484043052321986,1.3755645407363772
no,8,90,3.0,2800,-306.7759087842519,1.4142656765486066,1.308272555936128
no,8,90,3.0,3000,-306.79016444609067,1.4172964409777993,1.3067425088956952
no,8,90,3.0,3200,-306.79227438814826,1.4062022974616604,1.3660732810385525
no,8,90,3.0,3400,-306.79224955906994,1.659248477534244,1.30075009400025
no,8,90,3.0,3600,-306.7924848745951,1.2543196489936428,1.3725160537287593
no,8,90,3.0,3800,-306.80259426434424,1.3794380363665129,1.36329209478572
no,8,90,3.0,4000,-306.81030408394554,1.2655359130156667,1.3635010039433837
no,8,90,3.0,4200,-306.81757247396985,1.2569564329950433,1.3159089558757842
no,8,90,3.0,4400,-306.8220826274808,1.2229450376410234,1.3004715582355857
no,8,90,3.0,4600,-306.82455329657864,1.2472510526054783,1.3681955770589411
no,8,90,3.0,4800,-306.8260738845885,1.1847949906399375,1.3722631093114614
no,8,90,3.0,5000,-306.8295808401278,1.2045677774830867,1.3061103988438845
no,8,90,3.0,5200,-306.8285116825778,1.1962648943850869,1.3662580042146146
no,8,90,3.0,5400,-306.8334863064255,1.141279465273807,1.3691965728066862
no,8,90,3.0,5600,-306.8363808119176,1.1933962922347219,1.3029075940139592
no,8,90,3.0,5800,-306.8406770261817,1.2540865069941471,1.3631369262002409
no,8,90,3.0,6000,-306.8418087575267,1.126490542763158,1.3716483651660383
no,8,90,3.0,6200,-306.8421583089983,1.1778570852781598,1.37034204415977
no,8,90,3.0,6400,-306.8407344044595,1.1431972855015804,1.3043403257615864
no,8,90,3.0,6600,-306.84078692701496,1.0844710061424656,1.301222856156528
no,8,90,3.0,6800,-306.840268449211,1.1349582734860872,1.3290310059674084
no,8,90,3.0,7000,-306.84265969203557,1.086742821492647,1.362317284103483
no,8,90,3.0,7200,-306.84587310243575,1.1347165139097917,1.3015974881127477
no,8,90,3.0,7400,-306.84708880691585,1.090152345205608,1.302150844130665
no,8,90,3.0,7600,-306.8502179463565,1.1051940353293168,1.36799042718485
no,8,90,3.0,7800,-306.84983774539177,1.056484645918796,1.3126931651495397
no,8,90,3.0,8000,-306.8508111658681,1.1069066618618213,1.356919538229704
no,8,90,3.0,8200,-306.8520539722548,1.1650356587610746,1.3044737498275936
no,8,90,3.0,8400,-306.85130995634313,1.0892959519436485,1.307850404176861
no,8,90,3.0,8600,-306.85160697437277,1.0397386519532454,1.3668416989967227
no,8,90,3.0,8800,-306.85206067597807,1.0856850649181164,1.2989268018864095
no,8,90,3.0,9000,-306.85215617270126,1.112892326555754,1.364003648981452
no,8,90,3.0,9200,-306.85345245446706,1.0657182618191368,1.3158940961584449
no,8,90,3.0,9400,-306.85464768590043,1.1471068325795626,1.3063563029281795
no,8,90,3.0,9600,-306.85582249162354,1.0283285787231045,1.3657703511416912
no,8,90,3.0,9800,-306.8590253604889,1.0422105444105048,1.303597604855895
no,8,90,3.0,10000,-306.8585400387602,1.1039226808046039,1.3067231881432235
no,8,90,3.0,10200,-306.85773934062536,1.0497148789857562,1.3021368309855461
no,8,90,3.0,10400,-306.8592148915521,1.036482760780736,1.3661051243543625
no,8,90,3.0,10600,-306.8601449150386,1.0446872397472984,1.3622919721528888
no,8,90,3.0,10800,-306.8617661025108,1.072666883468628,1.362985816784203
no,8,90,3.0,11000,-306.86179635285527,1.003657435116015,1.3724314160645008
no,8,90,3.0,11200,-306.86250572057594,1.129401379509976,1.3662655539810658
no,8,90,3.0,11400,-306.8628451304635,1.023174154131036,1.3657620577141643
no,8,90,3.0,11600,-306.8637249757336,1.1040746569633484,1.3530168170109391
no,8,90,3.0,11800,-306.86284275142,1.0200224205067283,1.3629586989991367
no,8,90,3.0,12000,-306.86178591845805,1.0576617027583874,1.3654869287274778
no,8,90,3.0,12200,-306.86156322931174,1.0669960222746198,1.305009031202644
no,8,90,3.0,12400,-306.8624510687726,1.0634698428605731,1.3086117669008672
no,8,90,3.0,12600,-306.8626112120617,1.0113313041235272,1.3750061830505729
no,8,90,3.0,12800,-306.86264513057614,1.0037287944241573,1.3607683670707047
no,8,90,3.0,13000,-306.8629810562645,1.0249435901641846,1.3157182889990509
no,8,90,3.0,13200,-306.8637432582995,0.9894018141846908,1.3015501508489251
no,8,90,3.0,13400,-306.8638011250252,1.0118993301140635,1.3695073118433356
no,8,90,3.0,13600,-306.8648604357081,1.0302614255955345,1.3667101971805096
no,8,90,3.0,13800,-306.8643457560532,0.9964141845703125,1.3196251019835472
no,8,90,3.0,14000,-306.8637790479117,0.9993623212764138,1.3674052050337195
no,8,90,3.0,14200,-306.8640189421086,1.032825275471336,1.3061087802052498
no,8,90,3.0,14400,-306.86554055656194,1.0405301012490924,1.3206559140235186
no,8,90,3.0,14600,-306.8707511565524,96.39751800424175,1.361188251990825
no,8,90,3.0,14800,-306.8933741162407,0.9884506652229711,1.368960577994585
no,8,90,3.0,15000,-306.8929885951571,1.0932949593192653,1.3038027379661798
no,8,90,3.0,15200,-306.89285980540814,1.0153348916455318,1.367057655006647
no,8,90,3.0,15400,-306.89334310680334,1.0105713417655544,1.3101812698878348
no,8,90,3.0,15600,-306.8933675029506,0.9910220001873217,1.3043335480615497
no,8,90,3.0,15800,-306.8929655016331,1.026803687999123,1.3614088287577033
no,8,90,3.0,16000,-306.89259400232476,1.0097856709831639,1.3686866229400039
no,8,90,3.0,16200,-306.8929357303505,0.9859973851003145,1.363727843388915
no,8,90,3.0,16400,-306.86810662195404,1.010349828945963,1.3037758120335639
no,8,90,3.0,16600,-306.86937081977305,1.018771086868487,1.373831383883953
no,8,90,3.0,16800,-306.8688938098492,1.0417939549998234,1.3677275739610195
no,8,90,3.0,17000,-306.86877358748364,1.0051759324575726,1.3631249046884477
no,8,90,3.0,17200,-306.8681975569214,1.0316615606609143,1.306431459262967
no,8,90,3.0,17400,-306.8686258838965,1.0464888560144525,1.361465832684189
no,8,90,3.0,17600,-306.86912577646694,0.9943440682009647,1.3067005486227572
no,8,90,3.0,17800,-306.8685099158042,1.001454378429212,1.3672902970574796
no,8,90,3.0,18000,-306.8682568016412,0.9778189941456443,1.3115930538624525
no,8,90,3.0,18200,-306.86831970587554,0.9639822213273299,1.299950844142586
no,8,90,3.0,18400,-306.8686808878225,0.982686067882337,1.3143245060928166
no,8,90,3.0,18600,-306.86938535340454,0.9705557195763839,1.362450323998928
no,8,90,3.0,18800,-306.8705739932234,1.1342072643731769,1.362192037049681
no,8,90,3.0,19000,-306.8693751404,0.996567942594227,1.304319174028933
no,8,90,3.0,19200,-306.8702813162291,1.0000905394554138,1.3710788870230317
no,8,90,3.0,19400,-306.87054836614925,0.9958342219653883,1.3005467019975185
no,8,90,3.0,19600,-306.8716067337436,0.9929142845304388,1.3086345591582358
no,8,90,3.0,19800,-306.87182977950664,0.9581523443523207,1.3107044198550284
no,8,90,5.0,0,-297.18357543945314,14.591349792480468,1.6381872994825244
no,8,90,5.0,200,-301.9279327730723,8.258052574960809,1.631491658743471
no,8,90,5.0,400,-304.1699930528236,5.880895438947175,1.637899074703455
no,8,90,5.0,600,-305.35542863658094,4.686715339359484,1.6354876141995192
no,8,90,5.0,800,-305.99268040437846,3.4657410571449683,1.626237807329744
no,8,90,5.0,1000,-306.3137259295644,2.5303739372052645,1.6247152220457792
no,8,90,5.0,1200,-306.47808327037257,2.04827828783738,1.6280188839882612
no,8,90,5.0,1400,-306.5977108624664,2.42537039832065,1.6246321951039135
no,8,90,5.0,1600,-306.65611903889214,1.7420997054953324,1.6233387379907072
no,8,90,5.0,1800,-306.7298094028143,1.572666412905643,1.6271505737677217
no,8,90,5.0,2000,-306.74774810633625,1.5378855153133995,1.616661623120308
no,8,90,5.0,2200,-306.76530133585106,1.591921461255927,1.6333773792721331
no,8,90,5.0,2400,-306.78247237063744,1.8009278774261475,1.6163609777577221
no,8,90,5.0,2600,-306.7998485162148,1.3654210253765708,1.6254720189608634
no,8,90,5.0,2800,-306.80077241226337,3.0434853277708354,1.6279022782109678
no,8,90,5.0,3000,-306.8118597412826,1.3181847145682888,1.6293291384354234
no,8,90,5.0,3200,-306.82905980144625,1.1636629606548108,1.616609213873744
no,8,90,5.0,3400,-306.83901562286565,1.1484962262605365,1.6249416898936033
no,8,90,5.0,3600,-306.84051247920036,1.1155515438631962,1.6204359750263393
no,8,90,5.0,3800,-306.84451940068635,1.1360613452760797,1.6225265627726912
no,8,90,5.0,4000,-306.85326366980587,1.1095980123469704,1.6203867690637708
no,8,90,5.0,4200,-306.8593279646944,1.0817447304725647,1.6221242370083928
no,8,90,5.0,4400,-306.86085489606126,1.1283205998571295,1.625701471697539
no,8,90,5.0,4600,-306.86281670110674,1.2897825523426658,1.6266475706361234
no,8,90,5.0,4800,-306.8686156671257,1.2796202176495601,1.6315015442669392
no,8,90,5.0,5000,-306.8697825207686,0.9497053968278986,1.6166323111392558
no,8,90,5.0,5200,-306.8667053015365,1.118628319941069,1.6298490413464606
no,8,90,5.0,5400,-306.87261119398937,0.9265789013159903,1.6379254758358002
no,8,90,5.0,5600,-306.87707276194544,0.9504372728498358,1.6318150218576193
no,8,90,5.0,5800,-306.88472969727627,0.9794788486079166,1.6170890587382019
no,8,90,5.0,6000,-306.88621635733085,1.0036367115221525,1.6155378031544387
no,8,90,5.0,6200,-306.88600811909674,0.9023374507301732,1.6157678496092558
no,8,90,5.0,6400,-306.888059998678,0.949801808909366,1.6142347301356494
no,8,90,5.0,6600,-306.88700245866846,1.3040495483498824,1.630008650943637
no,8,90,5.0,6800,-306.88933667889654,0.8680811838099831,1.6232008133083582
no,8,90,5.0,7000,-306.88798846494575,0.993818810111598,1.6194360400550067
no,8,90,5.0,7200,-306.8893619351752,1.0014958224798505,1.6221364731900394
no,8,90,5.0,7400,-306.8937149742713,0.9255442713436327,1.626243744045496
no,8,90,5.0,7600,-306.89563157979654,0.8466626499828539,1.633184908889234
no,8,90,5.0,7800,-306.8973955119714,0.9534775206917211,1.6247860109433532
no,8,90,5.0,8000,-306.8986878884563,0.9654603161309895,1.6153529291041195
no,8,90,5.0,8200,-306.8963122219308,1.1234721761000783,1.6281217685900629
no,8,90,5.0,8400,-306.89727824219773,0.9608432274115714,1.6355939479544759
no,8,90,5.0,8600,-306.89753540524475,0.949419777644308,1.6220823349431157
no,8,90,5.0,8800,-306.89840531233654,0.8511542709250199,1.63478898210451
no,8,90,5.0,9000,-306.8982465576861,0.8168741809694391,1.6342209847643971
no,8,90,5.0,9200,-306.9008196550935,0.8203693722423754,1.6284366799518466
no,8,90,5.0,9400,-306.900734187634,0.8756562659614965,1.6187047730199993
no,8,90,5.0,9600,-306.9012415397687,0.8599348664283752,1.6232890603132546
no,8,90,5.0,9800,-306.90307730997984,0.8210927687193218,1.6294781300239265
no,8,90,5.0,10000,-306.9049956367629,0.7836040509374518,1.6268764287233353
no,8,90,5.0,10200,-306.9055951289036,0.8636061862895363,1.6222436879761517
no,8,90,5.0,10400,-306.9068857801802,0.7898414417317039,1.638533481862396
no,8,90,5.0,10600,-306.9063106650836,0.8775215117554915,1.625066767912358
no,8,90,5.0,10800,-306.9057605971321,1.08950601439727,1.6295385276898742
no,8,90,5.0,11000,-306.9050774364329,0.8500047984876131,1.623451359104365
no,8,90,5.0,11200,-306.90582370634513,0.7733338067406103,1.633793958928436
no,8,90,5.0,11400,-306.9059721019614,0.7749632910678261,1.618722635321319
no,8,90,5.0,11600,-306.90578611406187,0.8873287313862851,1.6203866000287235
no,8,90,5.0,11800,-306.90758732015325,0.9457954576140956,1.61786746699363
no,8,90,5.0,12000,-306.9086210608457,1.2980035574812638,1.6258663511835039
no,8,90,5.0,12200,-306.90918770199505,0.9344714472168371,1.6360651887953281
no,8,90,5.0,12400,-306.9099652575858,0.7770222331348219,1.6243448769673705
no,8,90,5.0,12600,-306.9095325426061,0.8119602234740007,1.620882737915963
no,8,90,5.0,12800,-306.91020627566695,0.7737373333228262,1.6221434879116714
no,8,90,5.0,13000,-306.9106789846068,0.8187397561575237,1.6241946960799396
no,8,90,5.0,13200,-306.91120607171274,0.796168145380522,1.6225442178547382
no,8,90,5.0,13400,-306.9121135864144,0.7671959588402196,1.6274643689393997
no,8,90,5.0,13600,-306.91300344841915,0.7490448324303878,1.6357877203263342
no,8,90,5.0,13800,-306.9127241211421,0.747743474809747,1.6190742058679461
no,8,90,5.0,14000,-306.91408413115545,0.8477079178157606,1.6188929551281035
no,8,90,5.0,14200,-306.9139600870235,0.7987122347480372,1.6218405021354556
no,8,90,5.0,14400,-306.9142893021214,0.8616648786946347,1.6167901661247015
no,8,90,5.0,14600,-306.9148445478748,0.804126921452974,1.6370552899315953
no,8,90,5.0,14800,-306.9145468071116,0.7426675087527225,1.6285436726175249
no,8,90,5.0,15000,-306.9154124444487,0.7732571645786888,1.6330321179702878
no,8,90,5.0,15200,-306.9153903224808,0.7633982520354422,1.633242315147072
no,8,90,5.0,15400,-306.91672527504085,0.7457656421159443,1.6316214515827596
no,8,90,5.0,15600,-306.9168047697408,0.802759117201755,1.623950440902263
no,8,90,5.0,15800,-306.91792755266727,0.8104682031430697,1.6252302448265254
no,8,90,5.0,16000,-306.9182032845811,0.8119346970006039,1.6215809346176684
no,8,90,5.0,16200,-306.91786442980464,0.7078872574003119,1.6276292828842998
no,8,90,5.0,16400,-306.91809057966987,0.8064687189302946,1.6186555791646242
no,8,90,5.0,16600,-306.91837819783825,0.7366654841523421,1.62541518593207
