n_carbon,angle,cutoff,model,jastrow,experiment,steps,E,E_std
4,0,3.0,new_sparse,none,cutoff,24100,-154.68968424454906,0.6362084056201734
4,0,3.0,new_sparse,none,cutoff,24200,-154.68967774453574,0.6232005075404519
4,0,3.0,new_sparse,none,cutoff,24300,-154.6899189428966,0.6231267420869124
4,0,3.0,new_sparse,none,cutoff,24400,-154.69008430777495,0.6285208149960166
4,0,3.0,new_sparse,none,cutoff,24500,-154.6900570547496,0.6007066965103149
4,0,3.0,new_sparse,none,cutoff,24600,-154.69019876437181,0.6245014447914926
4,0,3.0,new_sparse,none,cutoff,24700,-154.6902869305492,0.6268220261523598
4,0,3.0,new_sparse,none,cutoff,24800,-154.69023257243865,0.6106049857641521
4,0,3.0,new_sparse,none,cutoff,24900,-154.69017995156892,0.611164905522999
4,0,3.0,new_sparse,none,cutoff,25000,-154.6900604860626,0.6189621122259843
4,0,3.0,new_sparse,none,cutoff,25100,-154.69018027790136,0.6439391562813207
4,0,3.0,new_sparse,none,cutoff,25200,-154.69003696636742,0.6246360226681358
4,0,3.0,new_sparse,none,cutoff,25300,-154.69014373953576,0.6805042938182229
4,0,3.0,new_sparse,none,cutoff,25400,-154.69009941121337,0.6124255751308642
4,0,3.0,new_sparse,none,cutoff,25500,-154.6900513554562,0.633103210675089
4,0,3.0,new_sparse,none,cutoff,25600,-154.69000412560246,0.621528917237332
4,0,3.0,new_sparse,none,cutoff,25700,-154.69007016327137,0.628189720605549
4,0,3.0,new_sparse,none,cutoff,25800,-154.69001071929682,0.602868958523399
4,0,3.0,new_sparse,none,cutoff,25900,-154.6901300442921,0.6566032484958046
4,0,3.0,new_sparse,none,cutoff,26000,-154.69013290165512,0.6273136672220732
4,0,3.0,new_sparse,none,cutoff,26100,-154.68982205392152,0.6182202163495516
4,0,3.0,new_sparse,none,cutoff,26200,-154.68975866343976,0.5987879445678309
4,0,3.0,new_sparse,none,cutoff,26300,-154.68997515378422,0.6137000071374994
4,0,3.0,new_sparse,none,cutoff,26400,-154.68986828686374,0.6064764794550443
4,0,3.0,new_sparse,none,cutoff,26500,-154.6898554788391,0.6612223480877123
4,0,3.0,new_sparse,none,cutoff,26600,-154.68989421530625,0.6126056721335963
4,0,3.0,new_sparse,none,cutoff,26700,-154.68998794006245,0.6137249626611408
4,0,3.0,new_sparse,none,cutoff,26800,-154.6898686357504,0.6342149376869202
4,0,3.0,new_sparse,none,cutoff,26900,-154.68961186343097,0.6156173975844133
4,0,3.0,new_sparse,none,cutoff,27000,-154.68969073896153,0.650334590359738
4,0,3.0,new_sparse,none,cutoff,27100,-154.68988033344672,0.6196417024261073
4,0,3.0,new_sparse,none,cutoff,27200,-154.69003990579515,0.601565957069397
4,0,3.0,new_sparse,none,cutoff,27300,-154.6899358871999,0.6090194018263566
4,0,3.0,new_sparse,none,cutoff,27400,-154.69009264528142,0.6214977942014995
4,0,3.0,new_sparse,none,cutoff,27500,-154.69020638952944,0.6297614543061507
4,0,3.0,new_sparse,none,cutoff,27600,-154.69036688849792,0.6100545023616991
4,0,3.0,new_sparse,none,cutoff,27700,-154.6904577589533,0.6210060966642279
4,0,3.0,new_sparse,none,cutoff,27800,-154.69033602384326,0.6202268004417419
4,0,3.0,new_sparse,none,cutoff,27900,-154.69040631668267,0.6218495023877997
4,0,3.0,new_sparse,none,cutoff,28000,-154.69023419280288,0.6161695875619587
4,0,3.0,new_sparse,none,cutoff,28100,-154.69014163999603,0.6499702836337843
4,0,3.0,new_sparse,none,cutoff,28200,-154.69021935735114,0.6606241370502272
4,0,3.0,new_sparse,none,cutoff,28300,-154.69033219122923,0.682628891969982
4,0,3.0,new_sparse,none,cutoff,28400,-154.6905556621128,0.7567137856232492
4,0,3.0,new_sparse,none,cutoff,28500,-154.69056492096817,0.6234934643695229
4,0,3.0,new_sparse,none,cutoff,28600,-154.6907394236771,0.6292682133222881
4,0,3.0,new_sparse,none,cutoff,28700,-154.69074863350374,0.626149943000392
4,0,3.0,new_sparse,none,cutoff,28800,-154.6906392828988,0.6145813998423124
4,0,3.0,new_sparse,none,cutoff,28900,-154.69068851483073,0.6140781013589156
4,0,3.0,new_sparse,none,cutoff,29000,-154.6908871880412,0.6064700013712833
4,0,3.0,new_sparse,none,cutoff,29100,-154.69106361941974,0.6227931944947493
4,0,3.0,new_sparse,none,cutoff,29200,-154.69100112233255,0.7073020433124743
4,0,3.0,new_sparse,none,cutoff,29300,-154.6910273283965,0.6179729323638113
4,0,3.0,new_sparse,none,cutoff,29400,-154.69105668214974,0.6024943558793319
4,0,3.0,new_sparse,none,cutoff,29500,-154.69100213958802,0.608172661379764
4,0,3.0,new_sparse,none,cutoff,29600,-154.69092304178807,0.6388537977871142
4,0,3.0,new_sparse,none,cutoff,29700,-154.69088014671192,0.6221601147400705
4,0,3.0,new_sparse,none,cutoff,29800,-154.69098303295604,0.6211465220702322
4,0,3.0,new_sparse,none,cutoff,29900,-154.69108771686925,0.6072042929498773
4,0,3.0,new_sparse,none,cutoff,30000,-154.69096123066188,0.6029986833271227
4,0,3.0,new_sparse,none,cutoff,30100,-154.69069059244447,0.6150370051986292
4,0,3.0,new_sparse,none,cutoff,30200,-154.69068129020994,0.6165005282351845
4,0,3.0,new_sparse,none,cutoff,30300,-154.69050864317137,0.6399896521317331
4,0,3.0,new_sparse,none,cutoff,30400,-154.69042300496884,0.6278320927368967
4,0,3.0,new_sparse,none,cutoff,30500,-154.69029385828728,0.6125669698966177
4,0,3.0,new_sparse,none,cutoff,30600,-154.69034728756037,0.6395485997200012
4,0,3.0,new_sparse,none,cutoff,30700,-154.6904236881317,0.664114092525683
4,0,3.0,new_sparse,none,cutoff,30800,-154.69061431305397,0.6397198595498738
4,0,3.0,new_sparse,none,cutoff,30900,-154.69067438968287,0.6898156780945627
4,0,3.0,new_sparse,none,cutoff,31000,-154.69062793510128,0.6149973304648149
4,0,3.0,new_sparse,none,cutoff,31100,-154.69088747363418,0.6528890917175695
4,0,3.0,new_sparse,none,cutoff,31200,-154.69094984907096,0.6219914681033084
4,0,3.0,new_sparse,none,cutoff,31300,-154.69116730325263,0.6072275889547247
4,0,3.0,new_sparse,none,cutoff,31400,-154.69119109159004,0.6220235793214095
4,0,3.0,new_sparse,none,cutoff,31500,-154.69118826355984,0.6187174853525663
4,0,3.0,new_sparse,none,cutoff,31600,-154.6912064240095,0.6227424144744873
4,0,3.0,new_sparse,none,cutoff,31700,-154.6911200891162,0.6199791400056136
4,0,3.0,new_sparse,none,cutoff,31800,-154.69103340802903,0.612611356534456
4,0,3.0,new_sparse,none,cutoff,31900,-154.69109608871128,0.6252569148415014
4,0,3.0,new_sparse,none,cutoff,32000,-154.6912073377234,0.6204297322975961
4,0,3.0,new_sparse,none,cutoff,32100,-154.69127739429558,0.6350319448270296
4,0,3.0,new_sparse,none,cutoff,32200,-154.69131803887146,0.6132169240399411
4,0,3.0,new_sparse,none,cutoff,32300,-154.69139056380502,0.6570131590491847
4,0,3.0,new_sparse,none,cutoff,32400,-154.6914942999147,0.6082222367587843
4,0,3.0,new_sparse,none,cutoff,32500,-154.69146278024382,0.6032175892277768
4,0,3.0,new_sparse,none,cutoff,32600,-154.6916603060681,0.6116902326282702
4,0,3.0,new_sparse,none,cutoff,32700,-154.69162191468413,0.7018045155625594
4,0,3.0,new_sparse,none,cutoff,32800,-154.69153812633985,0.629582659194344
4,0,3.0,new_sparse,none,cutoff,32900,-154.69152325098605,0.6247711683574476
4,0,3.0,new_sparse,none,cutoff,33000,-154.69160555467275,0.6192072065253007
4,0,3.0,new_sparse,none,cutoff,33100,-154.69156628368938,0.619111955165863
4,0,3.0,new_sparse,none,cutoff,33200,-154.6916546565217,0.6101808265635842
4,0,3.0,new_sparse,none,cutoff,33300,-154.69179814848044,0.6325576681839792
4,0,3.0,new_sparse,none,cutoff,33400,-154.69191944281002,0.6084909595941242
4,0,3.0,new_sparse,none,cutoff,33500,-154.69193251956094,0.6496171637585288
4,0,3.0,new_sparse,none,cutoff,33600,-154.69205056678544,0.6109849810600281
4,0,3.0,new_sparse,none,cutoff,33700,-154.6921266442603,0.5993485419373763
4,0,3.0,new_sparse,none,cutoff,33800,-154.69214254046142,0.6627278955359208
4,0,3.0,new_sparse,none,cutoff,33900,-154.69213652184797,0.603497542833027
4,0,3.0,new_sparse,none,cutoff,34000,-154.69208536142565,0.6287544463810167
4,0,3.0,new_sparse,none,cutoff,34100,-154.6919915780991,0.6125139970528451
4,0,3.0,new_sparse,none,cutoff,34200,-154.69180623390585,0.5930303303818953
4,0,3.0,new_sparse,none,cutoff,34300,-154.69180637802648,0.5963463626409832
4,0,3.0,new_sparse,none,cutoff,34400,-154.6918400158443,0.6089134812355042
4,0,3.0,new_sparse,none,cutoff,34500,-154.69181984684616,0.6213560606303968
4,0,3.0,new_sparse,none,cutoff,34600,-154.69170005284673,0.6339911598908273
4,0,3.0,new_sparse,none,cutoff,34700,-154.69171272331906,0.6417141274402016
4,0,3.0,new_sparse,none,cutoff,34800,-154.69160392054474,0.6163503245303505
4,0,3.0,new_sparse,none,cutoff,34900,-154.69152542336673,0.6378138567271986
4,0,3.0,new_sparse,none,cutoff,35000,-154.69140981162184,0.6095887328449049
4,0,3.0,new_sparse,none,cutoff,35100,-154.69143972378376,0.6092801125426042
4,0,3.0,new_sparse,none,cutoff,35200,-154.691427807687,0.6117023919758043
4,0,3.0,new_sparse,none,cutoff,35300,-154.69141244041967,0.6048896940130937
4,0,3.0,new_sparse,none,cutoff,35400,-154.69145373240983,0.6072990078675119
4,0,3.0,new_sparse,none,cutoff,35500,-154.69143176532276,0.6325813500504744
4,0,3.0,new_sparse,none,cutoff,35600,-154.69129924408833,0.6409166110189337
4,0,3.0,new_sparse,none,cutoff,35700,-154.69126064339048,0.6225723530116835
4,0,3.0,new_sparse,none,cutoff,35800,-154.69126532939674,0.6144877766308031
4,0,3.0,new_sparse,none,cutoff,35900,-154.69107233285413,0.6258970153959174
4,0,3.0,new_sparse,none,cutoff,36000,-154.69109763471357,0.6074988747897901
4,0,3.0,new_sparse,none,cutoff,36100,-154.69102332757254,0.6152402225293612
4,0,3.0,new_sparse,none,cutoff,36200,-154.69088413285465,0.6251118998778494
4,0,3.0,new_sparse,none,cutoff,36300,-154.69080351476106,0.60139420785402
4,0,3.0,new_sparse,none,cutoff,36400,-154.69094816591885,0.6060482200823332
4,0,3.0,new_sparse,none,cutoff,36500,-154.6909864972907,0.6253785114539298
4,0,3.0,new_sparse,none,cutoff,36600,-154.69102168444238,0.6160406658523961
4,0,3.0,new_sparse,none,cutoff,36700,-154.69100716359966,0.6214869022369385
4,0,3.0,new_sparse,none,cutoff,36800,-154.69097997671588,0.6143945173213357
4,0,3.0,new_sparse,none,cutoff,36900,-154.69081468071764,0.6526552062285574
4,0,3.0,new_sparse,none,cutoff,37000,-154.69080760177957,0.6050468338163275
4,0,3.0,new_sparse,none,cutoff,37100,-154.69073755759965,0.6105959478177523
4,0,3.0,new_sparse,none,cutoff,37200,-154.69076983930267,0.6181068138072365
4,0,3.0,new_sparse,none,cutoff,37300,-154.6908159264405,0.6173004915839747
4,0,3.0,new_sparse,none,cutoff,37400,-154.690884321611,0.620105853206233
4,0,3.0,new_sparse,none,cutoff,37500,-154.69092328158627,0.6254756482023942
4,0,3.0,new_sparse,none,cutoff,37600,-154.6910124297839,0.6144348696658486
4,0,3.0,new_sparse,none,cutoff,37700,-154.69106951366763,0.6401087767199466
4,0,3.0,new_sparse,none,cutoff,37800,-154.69105379165742,0.6037321969082481
4,0,3.0,new_sparse,none,cutoff,37900,-154.69123021628974,0.6088959700182864
4,0,3.0,new_sparse,none,cutoff,38000,-154.69143421149064,0.6093122174865321
4,0,3.0,new_sparse,none,cutoff,38100,-154.69131322321905,0.6127303807358992
4,0,3.0,new_sparse,none,cutoff,38200,-154.69134874316262,0.6144205708252756
4,0,3.0,new_sparse,none,cutoff,38300,-154.69140728520398,0.6045975465523569
4,0,3.0,new_sparse,none,cutoff,38400,-154.6914193084225,0.6286283198155855
4,0,3.0,new_sparse,none,cutoff,38500,-154.69150959160226,0.6110264470702723
4,0,3.0,new_sparse,none,cutoff,38600,-154.6916057816794,0.6722263693809509
4,0,3.0,new_sparse,none,cutoff,38700,-154.69165768300113,0.6166152514909443
4,0,3.0,new_sparse,none,cutoff,38800,-154.6916923074037,0.6097057744076377
4,0,3.0,new_sparse,none,cutoff,38900,-154.6917246902626,0.6056627348849648
4,0,3.0,new_sparse,none,cutoff,39000,-154.69166161143164,0.6118661698542143
4,0,3.0,new_sparse,none,cutoff,39100,-154.69173476709037,0.6190810360406575
4,0,3.0,new_sparse,none,cutoff,39200,-154.69187729169386,0.609958921608172
4,0,3.0,new_sparse,none,cutoff,39300,-154.6917570586993,0.6481266617774963
4,0,3.0,new_sparse,none,cutoff,39400,-154.69178680932905,0.6076066525358903
4,0,3.0,new_sparse,none,cutoff,39500,-154.69178567564649,0.6106820294731542
4,0,3.0,new_sparse,none,cutoff,39600,-154.6915995629829,0.6070789318335684
4,0,3.0,new_sparse,none,cutoff,39700,-154.69164651375476,0.6283352186805323
4,0,3.0,new_sparse,none,cutoff,39800,-154.69146404530633,0.6010106707874098
4,0,3.0,new_sparse,none,cutoff,39900,-154.69141659251372,0.60438261847747
4,0,3.0,new_sparse,none,cutoff,40000,-154.69137889397658,0.6076987040670294
4,0,3.0,new_sparse,none,cutoff,40100,-154.69142724147707,0.6021790724051627
4,0,3.0,new_sparse,none,cutoff,40200,-154.69140414117493,0.6165933514896192
4,0,3.0,new_sparse,none,cutoff,40300,-154.69153343023063,0.652690241211339
4,0,3.0,new_sparse,none,cutoff,40400,-154.6914728110794,0.6228010403482538
4,0,3.0,new_sparse,none,cutoff,40500,-154.6914913801996,0.6220328933314273
4,0,3.0,new_sparse,none,cutoff,40600,-154.69150881103795,0.6001915900330794
4,0,3.0,new_sparse,none,cutoff,40700,-154.6914910613969,0.6165498055909809
4,0,3.0,new_sparse,none,cutoff,40800,-154.69156279802885,0.6124197307385897
4,0,3.0,new_sparse,none,cutoff,40900,-154.69164092812971,0.6037968867703488
4,0,3.0,new_sparse,none,cutoff,41000,-154.6917086364438,0.6248793947069269
4,0,3.0,new_sparse,none,cutoff,41100,-154.69173680598857,0.6016916130718432
4,0,3.0,new_sparse,none,cutoff,41200,-154.69175427642554,0.662174337788632
4,0,3.0,new_sparse,none,cutoff,41300,-154.69182143632813,0.6285550908038491
4,0,3.0,new_sparse,none,cutoff,41400,-154.69178336237647,0.6426463534957484
4,0,3.0,new_sparse,none,cutoff,41500,-154.69170483465203,0.6126465107265272
4,0,3.0,new_sparse,none,cutoff,41600,-154.69169916285327,0.5981834248492592
4,0,3.0,new_sparse,none,cutoff,41700,-154.69169787726358,0.6132863069835462
4,0,3.0,new_sparse,none,cutoff,41800,-154.69091909059458,0.6111836088331122
4,0,3.0,new_sparse,none,cutoff,41900,-154.69093251920307,0.6141970722298873
4,0,3.0,new_sparse,none,cutoff,42000,-154.69090598225642,0.6310231277817174
4,0,3.0,new_sparse,none,cutoff,42100,-154.69073108127586,0.5996604655918322
4,0,3.0,new_sparse,none,cutoff,42200,-154.69075470952902,0.6220776940646925
4,0,3.0,new_sparse,none,cutoff,42300,-154.69082611216373,0.6054593512886449
4,0,3.0,new_sparse,none,cutoff,42400,-154.6909189263304,0.628813204012419
4,0,3.0,new_sparse,none,cutoff,42500,-154.69089781135585,0.6217607855796814
4,0,3.0,new_sparse,none,cutoff,42600,-154.6908808582767,0.6205892970687464
4,0,3.0,new_sparse,none,cutoff,42700,-154.69081906294824,0.612821848768937
4,0,3.0,new_sparse,none,cutoff,42800,-154.69078015451606,0.6127027241807235
4,0,3.0,new_sparse,none,cutoff,42900,-154.6906100958861,0.6002759211941769
4,0,3.0,new_sparse,none,cutoff,43000,-154.690587727692,0.6298150671155829
4,0,3.0,new_sparse,none,cutoff,43100,-154.69059464721792,0.6218536151082892
4,0,3.0,new_sparse,none,cutoff,43200,-154.690661200427,0.6119981219894007
4,0,3.0,new_sparse,none,cutoff,43300,-154.6907014151602,0.6159060315081948
4,0,3.0,new_sparse,none,cutoff,43400,-154.69070021067174,0.654595136642456
4,0,3.0,new_sparse,none,cutoff,43500,-154.6906203095192,0.6239146841199774
4,0,3.0,new_sparse,none,cutoff,43600,-154.6905146287942,0.6097536275261327
4,0,3.0,new_sparse,none,cutoff,43700,-154.6905105509506,0.6168631817165174
4,0,3.0,new_sparse,none,cutoff,43800,-154.69052421656164,0.61195034729807
4,0,3.0,new_sparse,none,cutoff,43900,-154.6906613323124,0.640242482486524
4,0,3.0,new_sparse,none,cutoff,44000,-154.69088765542824,0.6101143705217462
4,0,3.0,new_sparse,none,cutoff,44100,-154.6908321631172,0.5889152194324293
4,0,3.0,new_sparse,none,cutoff,44200,-154.69100055632052,0.6086121138773466
4,0,3.0,new_sparse,none,cutoff,44300,-154.69117141219195,0.5977072966726202
4,0,3.0,new_sparse,none,cutoff,44400,-154.6912105897258,0.6202336236050254
4,0,3.0,new_sparse,none,cutoff,44500,-154.69121518656368,0.6221519551779094
4,0,3.0,new_sparse,none,cutoff,44600,-154.69112961351894,0.6345525227094951
4,0,3.0,new_sparse,none,cutoff,44700,-154.69116900137462,0.6427422354095861
4,0,3.0,new_sparse,none,cutoff,44800,-154.69105697371342,0.6050094773894862
4,0,3.0,new_sparse,none,cutoff,44900,-154.69108063243087,0.6197886561092577
4,0,3.0,new_sparse,none,cutoff,45000,-154.69109621779148,0.6127286929833261
4,0,3.0,new_sparse,none,cutoff,45100,-154.69107058711947,0.5976964109822324
4,0,3.0,new_sparse,none,cutoff,45200,-154.69115198934816,0.6161353243024725
4,0,3.0,new_sparse,none,cutoff,45300,-154.6910976922285,0.6154209532235798
4,0,3.0,new_sparse,none,cutoff,45400,-154.69115097723662,0.605666762904117
4,0,3.0,new_sparse,none,cutoff,45500,-154.69126505719362,0.6244814709613198
4,0,3.0,new_sparse,none,cutoff,45600,-154.69122970991634,0.603170140793449
4,0,3.0,new_sparse,none,cutoff,45700,-154.69122714557267,0.6012568505186784
4,0,3.0,new_sparse,none,cutoff,45800,-154.69113665807504,0.6183341678820158
4,0,3.0,new_sparse,none,cutoff,45900,-154.69112310895198,0.6147932472981905
4,0,3.0,new_sparse,none,cutoff,46000,-154.6910939644045,0.5954438416581405
4,0,3.0,new_sparse,none,cutoff,46100,-154.6911214958552,0.6115708413876986
4,0,3.0,new_sparse,none,cutoff,46200,-154.69115672799518,0.6199661179592735
4,0,3.0,new_sparse,none,cutoff,46300,-154.69122225365322,0.7684332383306403
4,0,3.0,new_sparse,none,cutoff,46400,-154.69189786412946,0.6440615653991699
4,0,3.0,new_sparse,none,cutoff,46500,-154.69181997918923,0.634200814523195
4,0,3.0,new_sparse,none,cutoff,46600,-154.69180790884644,0.6715533827480517
4,0,3.0,new_sparse,none,cutoff,46700,-154.69190075040365,0.6128839724942258
4,0,3.0,new_sparse,none,cutoff,46800,-154.69187961853126,0.6080561593959206
4,0,3.0,new_sparse,none,cutoff,46900,-154.6919265865345,0.6354048848152161
4,0,3.0,new_sparse,none,cutoff,47000,-154.69187716844286,0.6084738060047752
4,0,3.0,new_sparse,none,cutoff,47100,-154.6918784305986,0.6050610510926497
4,0,3.0,new_sparse,none,cutoff,47200,-154.69186048536167,0.6295027513253061
4,0,3.0,new_sparse,none,cutoff,47300,-154.69183953534392,0.6049790256901791
4,0,3.0,new_sparse,none,cutoff,47400,-154.69178610155095,0.6152142976459704
4,0,3.0,new_sparse,none,cutoff,47500,-154.69180621524313,0.613120740965793
4,0,3.0,new_sparse,none,cutoff,47600,-154.69194651036142,0.6217046631009955
4,0,3.0,new_sparse,none,cutoff,47700,-154.69195111366557,0.6422075535121717
4,0,3.0,new_sparse,none,cutoff,47800,-154.69198969981804,0.6502524551592375
4,0,3.0,new_sparse,none,cutoff,47900,-154.69208758869016,0.6038758974326285
4,0,3.0,new_sparse,none,cutoff,48000,-154.69202442938698,0.6024266481399536
4,0,3.0,new_sparse,none,cutoff,48100,-154.69205469172698,0.6241138295123452
4,0,3.0,new_sparse,none,cutoff,48200,-154.69208059289508,0.6210079851903414
4,0,3.0,new_sparse,none,cutoff,48300,-154.69208133170267,0.6191554132260775
4,0,3.0,new_sparse,none,cutoff,48400,-154.69220151120504,0.5990676503432425
4,0,3.0,new_sparse,none,cutoff,48500,-154.69221519635224,0.63222820194144
4,0,3.0,new_sparse,none,cutoff,48600,-154.69227544462663,0.6016750994481539
4,0,3.0,new_sparse,none,cutoff,48700,-154.6922330165673,0.6218241233574716
4,0,3.0,new_sparse,none,cutoff,48800,-154.69217044231488,0.6090790409790842
4,0,3.0,new_sparse,none,cutoff,48900,-154.69216019414986,0.6114603594729775
4,0,3.0,new_sparse,none,cutoff,49000,-154.6921199012485,0.6139879509022361
4,0,3.0,new_sparse,none,cutoff,49100,-154.6920744171186,0.6652530808197824
4,0,3.0,new_sparse,none,cutoff,49200,-154.69200333298966,0.6086707522994593
4,0,3.0,new_sparse,none,cutoff,49300,-154.69202703482696,0.6205125670684012
4,0,3.0,new_sparse,none,cutoff,49400,-154.69198095749798,0.6219849774712011
4,0,3.0,new_sparse,none,cutoff,49500,-154.69195975546478,0.6209141298344261
4,0,3.0,new_sparse,none,cutoff,49600,-154.6918891827234,0.6676073325307745
4,0,3.0,new_sparse,none,cutoff,49700,-154.6918516069552,0.6124545743590907
4,0,3.0,new_sparse,none,cutoff,49800,-154.6918035560008,0.61278677300403
4,0,3.0,new_sparse,none,cutoff,49900,-154.6918569049956,0.6125500704112806
4,0,5.0,new_sparse,none,cutoff,0,-151.15902862548828,10.75907759666443
4,0,5.0,new_sparse,none,cutoff,100,-153.98549845734536,5.028100616053531
4,0,5.0,new_sparse,none,cutoff,200,-154.4747773442572,2.202458049121656
4,0,5.0,new_sparse,none,cutoff,300,-154.56543744428188,2.0206082871085718
4,0,5.0,new_sparse,none,cutoff,400,-154.6020226312552,1.662649669145283
4,0,5.0,new_sparse,none,cutoff,500,-154.62331977754096,1.5601574496219033
4,0,5.0,new_sparse,none,cutoff,600,-154.61087195957626,1.4865670517871254
4,0,5.0,new_sparse,none,cutoff,700,-154.64908520708005,1.338027640392906
4,0,5.0,new_sparse,none,cutoff,800,-154.66036426142642,1.4071226057253385
4,0,5.0,new_sparse,none,cutoff,900,-154.66161197647563,1.421630664875633
4,0,5.0,new_sparse,none,cutoff,1000,-154.6559489066952,1.1071510565908331
4,0,5.0,new_sparse,none,cutoff,1100,-154.66164390142322,1.116334203042482
4,0,5.0,new_sparse,none,cutoff,1200,-154.67283608966494,1.0679305885967456
4,0,5.0,new_sparse,none,cutoff,1300,-154.6696951278525,1.0436654310477407
4,0,5.0,new_sparse,none,cutoff,1400,-154.67615191934817,1.1198821946194297
4,0,5.0,new_sparse,none,cutoff,1500,-154.6761883482399,1.0315965319934643
4,0,5.0,new_sparse,none,cutoff,1600,-154.67654267351818,1.0110140254623012
4,0,5.0,new_sparse,none,cutoff,1700,-154.67742229274873,0.902383449830507
4,0,5.0,new_sparse,none,cutoff,1800,-154.6819595323953,1.0205200189038326
4,0,5.0,new_sparse,none,cutoff,1900,-154.68036271607568,0.9994450148783232
4,0,5.0,new_sparse,none,cutoff,2000,-154.67926339539676,0.9078095367080287
4,0,5.0,new_sparse,none,cutoff,2100,-154.6800898238075,0.8647141582087466
4,0,5.0,new_sparse,none,cutoff,2200,-154.68287758478107,0.8343099136101572
4,0,5.0,new_sparse,none,cutoff,2300,-154.68581760656517,0.791445443504735
4,0,5.0,new_sparse,none,cutoff,2400,-154.68876525405955,0.7850001266128138
4,0,5.0,new_sparse,none,cutoff,2500,-154.68790058538016,0.8107813032049882
4,0,5.0,new_sparse,none,cutoff,2600,-154.687182399491,0.7892422268265172
4,0,5.0,new_sparse,none,cutoff,2700,-154.6869824975116,0.7601117868172494
4,0,5.0,new_sparse,none,cutoff,2800,-154.69062244539575,0.813871022902037
4,0,5.0,new_sparse,none,cutoff,2900,-154.69242554025237,0.7454593150239242
4,0,5.0,new_sparse,none,cutoff,3000,-154.69246728624137,0.7435376236313268
4,0,5.0,new_sparse,none,cutoff,3100,-154.69248328747722,0.6995529124611303
4,0,5.0,new_sparse,none,cutoff,3200,-154.69258104450063,0.687283390446713
4,0,5.0,new_sparse,none,cutoff,3300,-154.69360894547944,0.8544459876261259
4,0,5.0,new_sparse,none,cutoff,3400,-154.69171831576617,0.700693240291194
4,0,5.0,new_sparse,none,cutoff,3500,-154.69255055212454,0.6555584324033636
4,0,5.0,new_sparse,none,cutoff,3600,-154.69186687292697,0.6987790496725785
4,0,5.0,new_sparse,none,cutoff,3700,-154.68686471377845,0.6664625437636125
4,0,5.0,new_sparse,none,cutoff,3800,-154.68839158143683,0.67353334866072
4,0,5.0,new_sparse,none,cutoff,3900,-154.6890154937516,0.6842468286815443
4,0,5.0,new_sparse,none,cutoff,4000,-154.68930771120588,0.7148349975284777
4,0,5.0,new_sparse,none,cutoff,4100,-154.69543997363863,0.6182563273530257
4,0,5.0,new_sparse,none,cutoff,4200,-154.6949920222676,0.6223399074454057
4,0,5.0,new_sparse,none,cutoff,4300,-154.6948875837065,0.6478340594392074
4,0,5.0,new_sparse,none,cutoff,4400,-154.69598333781994,0.5982051805446023
4,0,5.0,new_sparse,none,cutoff,4500,-154.69736896875054,0.5996821052149722
4,0,5.0,new_sparse,none,cutoff,4600,-154.6978857119777,0.6305574398291739
4,0,5.0,new_sparse,none,cutoff,4700,-154.6991350434588,0.5786309242248535
4,0,5.0,new_sparse,none,cutoff,4800,-154.69913500802,0.5703354917074505
4,0,5.0,new_sparse,none,cutoff,4900,-154.69871443810771,0.5696102318010832
4,0,5.0,new_sparse,none,cutoff,5000,-154.69910914838582,0.5994587054378108
4,0,5.0,new_sparse,none,cutoff,5100,-154.70048660124596,0.7294433116912842
4,0,5.0,new_sparse,none,cutoff,5200,-154.70134685050917,0.5934520395178544
4,0,5.0,new_sparse,none,cutoff,5300,-154.7018231944102,0.6173257812073356
4,0,5.0,new_sparse,none,cutoff,5400,-154.70217769112224,0.5920065123783914
4,0,5.0,new_sparse,none,cutoff,5500,-154.70251489808686,0.5728336133454975
4,0,5.0,new_sparse,none,cutoff,5600,-154.70206819746952,0.5520579360033336
4,0,5.0,new_sparse,none,cutoff,5700,-154.70159921142172,0.5652824514790585
4,0,5.0,new_sparse,none,cutoff,5800,-154.70111177912338,0.5578920511822951
4,0,5.0,new_sparse,none,cutoff,5900,-154.70122003884543,0.518573062984567
4,0,5.0,new_sparse,none,cutoff,6000,-154.70130948659008,0.5389078149670049
4,0,5.0,new_sparse,none,cutoff,6100,-154.70132803579816,0.507744058182365
4,0,5.0,new_sparse,none,cutoff,6200,-154.70180070709253,0.5336445554306632
4,0,5.0,new_sparse,none,cutoff,6300,-154.70181852605177,0.5249532853302202
4,0,5.0,new_sparse,none,cutoff,6400,-154.70163777902758,0.5302019338858756
4,0,5.0,new_sparse,none,cutoff,6500,-154.7010606512675,0.5613388544634769
4,0,5.0,new_sparse,none,cutoff,6600,-154.70118048096435,0.585960422691546
4,0,5.0,new_sparse,none,cutoff,6700,-154.7018708524547,0.511357307434082
4,0,5.0,new_sparse,none,cutoff,6800,-154.70198021849262,0.5151108785679466
4,0,5.0,new_sparse,none,cutoff,6900,-154.70222469399937,0.49456038286811427
4,0,5.0,new_sparse,none,cutoff,7000,-154.7025517994027,0.5187975654476568
4,0,5.0,new_sparse,none,cutoff,7100,-154.70301764617304,0.4890443023882414
4,0,5.0,new_sparse,none,cutoff,7200,-154.70367222600805,0.47411347376672847
4,0,5.0,new_sparse,none,cutoff,7300,-154.70443944510097,0.5224796329673967
4,0,5.0,new_sparse,none,cutoff,7400,-154.70458688787858,0.5116773247718811
