n_carbon,angle,cutoff,model,jastrow,experiment,steps,E,E_std
4,90,3.0,new_sparse,none,jastrow,18500,-154.62797575176327,0.638705871607128
4,90,3.0,new_sparse,none,jastrow,18600,-154.6279626016783,0.6474805035089192
4,90,3.0,new_sparse,none,jastrow,18700,-154.62786508375228,0.6476132775607862
4,90,3.0,new_sparse,none,jastrow,18800,-154.62788322142265,0.6653298861102054
4,90,3.0,new_sparse,none,jastrow,18900,-154.62834529706458,0.6454960609737196
4,90,3.0,new_sparse,none,jastrow,19000,-154.6284124013336,0.6515459512409411
4,90,3.0,new_sparse,none,jastrow,19100,-154.62832874063005,0.6590726124612909
4,90,3.0,new_sparse,none,jastrow,19200,-154.6283928943219,0.6467032401185286
4,90,3.0,new_sparse,none,jastrow,19300,-154.62848728749432,0.6492222735756322
4,90,3.0,new_sparse,none,jastrow,19400,-154.62837731562294,0.6450329297467282
4,90,3.0,new_sparse,none,jastrow,19500,-154.62850239566012,0.6341366140465987
4,90,3.0,new_sparse,none,jastrow,19600,-154.62865787233443,0.6755098763265108
4,90,3.0,new_sparse,none,jastrow,19700,-154.6283413676971,0.6469112791513142
4,90,3.0,new_sparse,none,jastrow,19800,-154.62844538925833,0.6474114593706632
4,90,3.0,new_sparse,none,jastrow,19900,-154.6284975216895,0.6429839291070637
4,90,3.0,new_sparse,none,jastrow,20000,-154.62847587943344,0.6845510037321794
4,90,3.0,new_sparse,none,jastrow,20100,-154.6280329580687,2.0797251368823804
4,90,3.0,new_sparse,none,jastrow,20200,-154.62795999680586,0.6457780944673639
4,90,3.0,new_sparse,none,jastrow,20300,-154.62818710375075,0.6418192763077585
4,90,3.0,new_sparse,none,jastrow,20400,-154.6282792698232,0.6694005006238034
4,90,3.0,new_sparse,none,jastrow,20500,-154.62836773541852,0.6447818749829343
4,90,3.0,new_sparse,none,jastrow,20600,-154.62833210029694,0.6436944352953058
4,90,3.0,new_sparse,none,jastrow,20700,-154.62855667984545,0.6473436920266402
4,90,3.0,new_sparse,none,jastrow,20800,-154.62879409583115,0.6756755991985923
4,90,3.0,new_sparse,none,jastrow,20900,-154.62865387419356,0.638692717803152
4,90,3.0,new_sparse,none,jastrow,21000,-154.6284254118325,0.63339700824336
4,90,3.0,new_sparse,none,jastrow,21100,-154.62858957368945,0.7181132404427779
4,90,3.0,new_sparse,none,jastrow,21200,-154.62861053307057,0.6444676016506395
4,90,3.0,new_sparse,none,jastrow,21300,-154.62867537759095,0.6488847230610094
4,90,3.0,new_sparse,none,jastrow,21400,-154.62875800993,0.6938788420275638
4,90,3.0,new_sparse,none,jastrow,21500,-154.6287659908196,0.6543481600911993
4,90,3.0,new_sparse,none,jastrow,21600,-154.62888819376303,0.6414333707407901
4,90,3.0,new_sparse,none,jastrow,21700,-154.6288209487548,0.6550789130361456
4,90,3.0,new_sparse,none,jastrow,21800,-154.6287294536506,0.6419460616613689
4,90,3.0,new_sparse,none,jastrow,21900,-154.62894521011944,0.6910219725809599
4,90,3.0,new_sparse,none,jastrow,22000,-154.6289341442182,0.6439576713662398
4,90,3.0,new_sparse,none,jastrow,22100,-154.62895874373842,0.6439048647880554
4,90,3.0,new_sparse,none,jastrow,22200,-154.6289570535172,0.6353145398591694
4,90,3.0,new_sparse,none,jastrow,22300,-154.6289521417306,0.6496361054872212
4,90,3.0,new_sparse,none,jastrow,22400,-154.62935786160511,0.6434047096653989
4,90,3.0,new_sparse,none,jastrow,22500,-154.62931530642004,0.650666522352319
4,90,3.0,new_sparse,none,jastrow,22600,-154.6292985112851,0.6561035325652674
4,90,3.0,new_sparse,none,jastrow,22700,-154.62918166723307,0.6524681009744343
4,90,3.0,new_sparse,none,jastrow,22800,-154.62917846129957,0.6363067972032648
4,90,3.0,new_sparse,none,jastrow,22900,-154.6291737977491,0.6447822106511969
4,90,3.0,new_sparse,none,jastrow,23000,-154.62911457761575,0.6452100998476932
4,90,3.0,new_sparse,none,jastrow,23100,-154.62885298601523,0.6439812904910037
4,90,3.0,new_sparse,none,jastrow,23200,-154.62900553601537,0.6291776111251429
4,90,3.0,new_sparse,none,jastrow,23300,-154.62893623832838,0.6403367331153468
4,90,3.0,new_sparse,none,jastrow,23400,-154.62905457085728,0.6392516713393362
4,90,3.0,new_sparse,none,jastrow,23500,-154.62918850653375,0.6319834370362131
4,90,3.0,new_sparse,none,jastrow,23600,-154.62926964896863,0.708180800864571
4,90,3.0,new_sparse,none,jastrow,23700,-154.62923459660226,0.6497883514354104
4,90,3.0,new_sparse,none,jastrow,23800,-154.62939028162617,0.6580308362057334
4,90,3.0,new_sparse,none,jastrow,23900,-154.62937055043608,0.649519776043139
4,90,3.0,new_sparse,none,jastrow,24000,-154.6292871924391,0.6434834693607531
4,90,3.0,new_sparse,none,jastrow,24100,-154.62918833217938,0.6366216916786996
4,90,3.0,new_sparse,none,jastrow,24200,-154.62929134197458,0.6328379260866266
4,90,3.0,new_sparse,none,jastrow,24300,-154.62933799739167,0.6459704512044003
4,90,3.0,new_sparse,none,jastrow,24400,-154.6294704945045,0.6452461041902241
4,90,3.0,new_sparse,none,jastrow,24500,-154.62929091657352,0.6400510229562458
4,90,3.0,new_sparse,none,jastrow,24600,-154.6294047798501,0.6385613617144132
4,90,3.0,new_sparse,none,jastrow,24700,-154.62933111072434,0.6375933916945207
4,90,3.0,new_sparse,none,jastrow,24800,-154.62925298188097,0.6655668616294861
4,90,3.0,new_sparse,none,jastrow,24900,-154.62925413478138,0.667123418105276
4,90,3.0,new_sparse,none,jastrow,25000,-154.6292333609127,0.6360477209091187
4,90,3.0,new_sparse,none,jastrow,25100,-154.62940524034056,0.6486945685587431
4,90,3.0,new_sparse,none,jastrow,25200,-154.62965136244497,0.6470247005161486
4,90,3.0,new_sparse,none,jastrow,25300,-154.6295730273546,0.6403470792268452
4,90,3.0,new_sparse,none,jastrow,25400,-154.62962926729938,0.6380469987266942
4,90,3.0,new_sparse,none,jastrow,25500,-154.6298209965739,0.635502256845173
4,90,3.0,new_sparse,none,jastrow,25600,-154.63013314162197,0.6322027789919
4,90,3.0,new_sparse,none,jastrow,25700,-154.63008644437306,0.6283413893298099
4,90,3.0,new_sparse,none,jastrow,25800,-154.63015591278358,0.6342642275910628
4,90,3.0,new_sparse,none,jastrow,25900,-154.63023963849025,0.6461077865801359
4,90,3.0,new_sparse,none,jastrow,26000,-154.6302255000282,0.669390640760723
4,90,3.0,new_sparse,none,jastrow,26100,-154.63016546830121,0.6350710611594351
4,90,3.0,new_sparse,none,jastrow,26200,-154.6301569649089,0.6373576835582131
4,90,3.0,new_sparse,none,jastrow,26300,-154.63022175391907,0.659667077817415
4,90,3.0,new_sparse,none,jastrow,26400,-154.6303626672161,0.642461641838676
4,90,3.0,new_sparse,none,jastrow,26500,-154.63028459323976,0.6632719541850843
4,90,3.0,new_sparse,none,jastrow,26600,-154.63035429788644,0.6556578686362818
4,90,3.0,new_sparse,none,jastrow,26700,-154.6305452408842,0.6248863339424133
4,90,3.0,new_sparse,none,jastrow,26800,-154.63050245446283,0.6475395748489782
4,90,3.0,new_sparse,none,jastrow,26900,-154.63060369536285,0.6266155054694728
4,90,3.0,new_sparse,none,jastrow,27000,-154.6305604079615,0.6379973292350769
4,90,3.0,new_sparse,none,jastrow,27100,-154.6305311572686,0.6557847073203639
4,90,3.0,new_sparse,none,jastrow,27200,-154.63074550904287,0.6650650595363817
4,90,3.0,new_sparse,none,jastrow,27300,-154.63068452647966,0.6382528135651037
4,90,3.0,new_sparse,none,jastrow,27400,-154.6307135701524,0.6551272837739242
4,90,3.0,new_sparse,none,jastrow,27500,-154.63084342628517,0.6405396273261622
4,90,3.0,new_sparse,none,jastrow,27600,-154.6308615746091,0.6419228472207722
4,90,3.0,new_sparse,none,jastrow,27700,-154.63108829720397,0.658804316269724
4,90,3.0,new_sparse,none,jastrow,27800,-154.63113602088535,0.646090965521963
4,90,3.0,new_sparse,none,jastrow,27900,-154.63115558734307,0.6385704341687655
4,90,3.0,new_sparse,none,jastrow,28000,-154.63099774421175,0.6411358463136774
4,90,3.0,new_sparse,none,jastrow,28100,-154.63092445588404,0.6278096562937686
4,90,3.0,new_sparse,none,jastrow,28200,-154.63082894885338,0.6391764941968416
4,90,3.0,new_sparse,none,jastrow,28300,-154.63085664916906,0.6420980848764118
4,90,3.0,new_sparse,none,jastrow,28400,-154.63065775247645,0.6493466716063651
4,90,3.0,new_sparse,none,jastrow,28500,-154.6307700012534,0.6364075133675023
4,90,3.0,new_sparse,none,jastrow,28600,-154.63093916244085,0.6312140445960196
4,90,3.0,new_sparse,none,jastrow,28700,-154.63089045952566,0.6324213084421659
4,90,3.0,new_sparse,none,jastrow,28800,-154.6307536513425,0.6335996608985098
4,90,3.0,new_sparse,none,jastrow,28900,-154.6307427464818,0.6531653843427959
4,90,3.0,new_sparse,none,jastrow,29000,-154.6308715715844,0.6414820332276193
4,90,3.0,new_sparse,none,jastrow,29100,-154.63078081980726,0.6525467320492393
4,90,3.0,new_sparse,none,jastrow,29200,-154.63055400446257,0.6443546571229634
4,90,3.0,new_sparse,none,jastrow,29300,-154.63057806095614,0.6735227860902485
4,90,3.0,new_sparse,none,jastrow,29400,-154.63071784882436,0.6461340910510013
4,90,3.0,new_sparse,none,jastrow,29500,-154.63063563665833,0.6997615381291038
4,90,3.0,new_sparse,none,jastrow,29600,-154.63063418388396,0.6400465494708011
4,90,3.0,new_sparse,none,jastrow,29700,-154.63060000886088,0.6613376705270064
4,90,3.0,new_sparse,none,jastrow,29800,-154.630701478559,0.6450377890938207
4,90,3.0,new_sparse,none,jastrow,29900,-154.63069767976398,0.6247140827931856
4,90,3.0,new_sparse,none,jastrow,30000,-154.63060423557968,0.6447009475607621
4,90,3.0,new_sparse,none,jastrow,30100,-154.63062867235897,0.653603920811101
4,90,3.0,new_sparse,none,jastrow,30200,-154.63067749284917,0.6350310444831848
4,90,3.0,new_sparse,none,jastrow,30300,-154.63060145635524,0.6408063737969649
4,90,3.0,new_sparse,none,jastrow,30400,-154.63064734254098,0.6211112110238326
4,90,3.0,new_sparse,none,jastrow,30500,-154.6308323128119,0.6362824189035516
4,90,3.0,new_sparse,none,jastrow,30600,-154.63058947239122,0.624333497725035
4,90,3.0,new_sparse,none,jastrow,30700,-154.63065621929215,0.6384142574511076
4,90,3.0,new_sparse,none,jastrow,30800,-154.630688311647,0.6714412883708352
4,90,3.0,new_sparse,none,jastrow,30900,-154.6307407195862,0.6372652649879456
4,90,3.0,new_sparse,none,jastrow,31000,-154.63074454217673,0.638730127560465
4,90,3.0,new_sparse,none,jastrow,31100,-154.63082011961563,0.6476951366976688
4,90,3.0,new_sparse,none,jastrow,31200,-154.6310273650722,0.6439846126656783
4,90,3.0,new_sparse,none,jastrow,31300,-154.63095355597332,0.6346024682647303
4,90,3.0,new_sparse,none,jastrow,31400,-154.63098094709537,0.6229536031421862
4,90,3.0,new_sparse,none,jastrow,31500,-154.63097202923876,0.6316187475856981
4,90,3.0,new_sparse,none,jastrow,31600,-154.63108657589316,0.6462593015871549
4,90,3.0,new_sparse,none,jastrow,31700,-154.63099391810286,0.6619991158184252
4,90,3.0,new_sparse,none,jastrow,31800,-154.6309573093693,0.6470685413009242
4,90,3.0,new_sparse,none,jastrow,31900,-154.6309067195385,0.6159569872053046
4,90,3.0,new_sparse,none,jastrow,32000,-154.63106070011054,0.6267167298417342
4,90,3.0,new_sparse,none,jastrow,32100,-154.63112493530963,0.6380150945563066
4,90,3.0,new_sparse,none,jastrow,32200,-154.6311860162615,0.6317230713994879
4,90,3.0,new_sparse,none,jastrow,32300,-154.63125233608147,0.6524969370741593
4,90,3.0,new_sparse,none,jastrow,32400,-154.6314528790168,0.6480484416610316
4,90,3.0,new_sparse,none,jastrow,32500,-154.63152386373625,0.6495411741106134
4,90,3.0,new_sparse,none,jastrow,32600,-154.63146642217458,0.6311560680991725
4,90,3.0,new_sparse,none,jastrow,32700,-154.6314580707119,0.650955899765617
4,90,3.0,new_sparse,none,jastrow,32800,-154.63152523696067,0.6609895292081331
4,90,3.0,new_sparse,none,jastrow,32900,-154.6315494262469,0.6284457821595041
4,90,3.0,new_sparse,none,jastrow,33000,-154.63163249917628,0.6455572843551636
